Analysis_Number,Analysis_Family,Relative_Path,Filename,Rows,Columns,Status
0,Additional / Unmapped Result,master_all_result_files_catalog.csv,master_all_result_files_catalog.csv,236,6,Loaded
0,Additional / Unmapped Result,master_analysis_directory_inventory.csv,master_analysis_directory_inventory.csv,12,4,Loaded
0,Additional / Unmapped Result,master_complete_analysis_summary.csv,master_complete_analysis_summary.csv,17,10,Loaded
0,Additional / Unmapped Result,master_complete_result_inventory.csv,master_complete_result_inventory.csv,239,4,Loaded
0,Additional / Unmapped Result,master_final_analysis_inventory.csv,master_final_analysis_inventory.csv,50,5,Loaded
0,Additional / Unmapped Result,master_final_analysis_summary.csv,master_final_analysis_summary.csv,23,7,Loaded
0,Additional / Unmapped Result,master_result_file_inventory.csv,master_result_file_inventory.csv,50,6,Loaded
0,Additional / Unmapped Result,mi_eog_change_suppression_performance_master.csv,mi_eog_change_suppression_performance_master.csv,9,17,Loaded
0,Additional / Unmapped Result,mi_eog_change_vs_cleaning_benefit.csv,mi_eog_change_vs_cleaning_benefit.csv,45,13,Loaded
0,Additional / Unmapped Result,mi_eog_change_vs_cleaning_benefit_correlations.csv,mi_eog_change_vs_cleaning_benefit_correlations.csv,50,8,Loaded
0,Additional / Unmapped Result,mi_eog_change_vs_optimal_lambda.csv,mi_eog_change_vs_optimal_lambda.csv,5,6,Loaded
0,Additional / Unmapped Result,mi_eog_change_vs_optimal_lambda_master.csv,mi_eog_change_vs_optimal_lambda_master.csv,9,7,Loaded
0,Additional / Unmapped Result,predictions_EEGNet.csv,predictions_EEGNet.csv,2368,9,Loaded
0,Additional / Unmapped Result,predictions_GRU.csv,predictions_GRU.csv,2368,9,Loaded
0,Additional / Unmapped Result,predictions_LSTM.csv,predictions_LSTM.csv,2368,9,Loaded
0,Additional / Unmapped Result,predictions_RNN.csv,predictions_RNN.csv,2368,9,Loaded
0,Additional / Unmapped Result,subject_allband_suppression_profiles.csv,subject_allband_suppression_profiles.csv,9,7,Loaded
0,Additional / Unmapped Result,subject_best_cleaning_response.csv,subject_best_cleaning_response.csv,9,6,Loaded
0,Additional / Unmapped Result,subject_classification_performance_raw.csv,subject_classification_performance_raw.csv,9,4,Loaded
0,Additional / Unmapped Result,subject_eog_best_relationships.csv,subject_eog_best_relationships.csv,25,5,Loaded
0,Additional / Unmapped Result,subject_eog_nonlinear_relationships.csv,subject_eog_nonlinear_relationships.csv,75,5,Loaded
0,Additional / Unmapped Result,subject_frequency_summary.csv,subject_frequency_summary.csv,45,5,Loaded
0,Additional / Unmapped Result,subject_level_eog_contamination_changes.csv,subject_level_eog_contamination_changes.csv,9,9,Loaded
0,Additional / Unmapped Result,subject_model_performance.csv,subject_model_performance.csv,36,4,Loaded
0,Additional / Unmapped Result,subject_preferred_cleaning_condition.csv,subject_preferred_cleaning_condition.csv,9,3,Loaded
0,Additional / Unmapped Result,trial_level_eog_frequency_analysis.csv,trial_level_eog_frequency_analysis.csv,90720,8,Loaded
1,Robust EOG Contamination → Performance Analysis,EEGNet_EOG_trial_analysis.csv,EEGNet_EOG_trial_analysis.csv,2368,44,Loaded
1,Robust EOG Contamination → Performance Analysis,eog_error_slope_spectral_correlations.csv,eog_error_slope_spectral_correlations.csv,4,7,Loaded
1,Robust EOG Contamination → Performance Analysis,subject_specific_eog_error_slopes.csv,subject_specific_eog_error_slopes.csv,9,11,Loaded
2,Optimized Time-Resolved EOG Analysis,within_trial_eog_subject_time_summary.csv,within_trial_eog_subject_time_summary.csv,135,9,Loaded
2,Optimized Time-Resolved EOG Analysis,within_trial_eog_subject_variability.csv,within_trial_eog_subject_variability.csv,2369,23,Loaded
2,Optimized Time-Resolved EOG Analysis,within_trial_eog_time_resolved_r2.csv,within_trial_eog_time_resolved_r2.csv,35520,13,Loaded
3,Final Corrected EOG R² Analysis,corrected_baseline_mi_eog_r2_statistics.csv,corrected_baseline_mi_eog_r2_statistics.csv,4,14,Loaded
3,Final Corrected EOG R² Analysis,corrected_baseline_mi_eog_r2_subject_band.csv,corrected_baseline_mi_eog_r2_subject_band.csv,36,12,Loaded
3,Final Corrected EOG R² Analysis,corrected_baseline_mi_eog_r2_subject_band_percent.csv,corrected_baseline_mi_eog_r2_subject_band_percent.csv,36,16,Loaded
3,Final Corrected EOG R² Analysis,corrected_baseline_mi_eog_r2_trial_level.csv,corrected_baseline_mi_eog_r2_trial_level.csv,10368,9,Loaded
4,MI-Related EOG Change → Suppression and Performance,baseline_mi_subject_band_delta_r2.csv,baseline_mi_subject_band_delta_r2.csv,36,7,Loaded
4,MI-Related EOG Change → Suppression and Performance,baseline_vs_mi_eog_band_statistics.csv,baseline_vs_mi_eog_band_statistics.csv,4,14,Loaded
4,MI-Related EOG Change → Suppression and Performance,baseline_vs_mi_eog_subject_band_statistics.csv,baseline_vs_mi_eog_subject_band_statistics.csv,36,13,Loaded
4,MI-Related EOG Change → Suppression and Performance,baseline_vs_mi_eog_subject_overall_statistics.csv,baseline_vs_mi_eog_subject_overall_statistics.csv,9,12,Loaded
4,MI-Related EOG Change → Suppression and Performance,baseline_vs_mi_eog_trial_analysis.csv,baseline_vs_mi_eog_trial_analysis.csv,2538,77,Loaded
4,MI-Related EOG Change → Suppression and Performance,delta_eog_vs_optimal_lambda_correlations.csv,delta_eog_vs_optimal_lambda_correlations.csv,5,6,Loaded
4,MI-Related EOG Change → Suppression and Performance,delta_r2_distribution_summary.csv,delta_r2_distribution_summary.csv,4,14,Loaded
5,Statistical Comparison of EEGNet Cleaning Conditions,eegnet_best_condition_per_subject.csv,eegnet_best_condition_per_subject.csv,9,5,Loaded
5,Statistical Comparison of EEGNet Cleaning Conditions,eegnet_best_suppression_per_subject.csv,eegnet_best_suppression_per_subject.csv,9,5,Loaded
5,Statistical Comparison of EEGNet Cleaning Conditions,eegnet_cleaning_accuracy_improvements.csv,eegnet_cleaning_accuracy_improvements.csv,9,6,Loaded
5,Statistical Comparison of EEGNet Cleaning Conditions,eegnet_cleaning_condition_ranking.csv,eegnet_cleaning_condition_ranking.csv,6,5,Loaded
5,Statistical Comparison of EEGNet Cleaning Conditions,eegnet_cleaning_f1_improvements.csv,eegnet_cleaning_f1_improvements.csv,9,6,Loaded
5,Statistical Comparison of EEGNet Cleaning Conditions,eegnet_cleaning_friedman_test.csv,eegnet_cleaning_friedman_test.csv,2,4,Loaded
5,Statistical Comparison of EEGNet Cleaning Conditions,eegnet_cleaning_raw_vs_condition_statistics.csv,eegnet_cleaning_raw_vs_condition_statistics.csv,10,21,Loaded
5,Statistical Comparison of EEGNet Cleaning Conditions,eegnet_cleaning_statistical_tests.csv,eegnet_cleaning_statistical_tests.csv,5,13,Loaded
6,Subject Cleaning Responder Analysis,cleaning_benefit_by_dominant_eeg_band.csv,cleaning_benefit_by_dominant_eeg_band.csv,20,8,Loaded
6,Subject Cleaning Responder Analysis,cleaning_responder_vs_harmed_statistics.csv,cleaning_responder_vs_harmed_statistics.csv,17,8,Loaded
6,Subject Cleaning Responder Analysis,cleaning_response_group_summary.csv,cleaning_response_group_summary.csv,2,5,Loaded
6,Subject Cleaning Responder Analysis,subject_cleaning_responder_master.csv,subject_cleaning_responder_master.csv,9,28,Loaded
7,Pre-Cleaning Responder Score,pre_cleaning_responder_score.csv,pre_cleaning_responder_score.csv,9,9,Loaded
7,Pre-Cleaning Responder Score,pre_cleaning_responder_score_components.csv,pre_cleaning_responder_score_components.csv,9,6,Loaded
7,Pre-Cleaning Responder Score,pre_cleaning_responder_score_continuous_correlations.csv,pre_cleaning_responder_score_continuous_correlations.csv,2,6,Loaded
7,Pre-Cleaning Responder Score,pre_cleaning_responder_score_group_summary.csv,pre_cleaning_responder_score_group_summary.csv,2,7,Loaded
7,Pre-Cleaning Responder Score,pre_cleaning_responder_score_loocv.csv,pre_cleaning_responder_score_loocv.csv,9,8,Loaded
7,Pre-Cleaning Responder Score,subject_lambda_prediction_features.csv,subject_lambda_prediction_features.csv,9,16,Loaded
8,Nested LOOCV Pre-Cleaning Responder Score,nested_loocv_feature_directions.csv,nested_loocv_feature_directions.csv,11,3,Loaded
8,Nested LOOCV Pre-Cleaning Responder Score,nested_loocv_feature_selection_frequency.csv,nested_loocv_feature_selection_frequency.csv,4,3,Loaded
8,Nested LOOCV Pre-Cleaning Responder Score,nested_loocv_feature_subset_selection.csv,nested_loocv_feature_subset_selection.csv,135,4,Loaded
8,Nested LOOCV Pre-Cleaning Responder Score,nested_loocv_responder_score_results.csv,nested_loocv_responder_score_results.csv,9,11,Loaded
8,Nested LOOCV Pre-Cleaning Responder Score,nested_loocv_responder_score_summary.csv,nested_loocv_responder_score_summary.csv,4,2,Loaded
8,Nested LOOCV Pre-Cleaning Responder Score,nested_loocv_score_vs_cleaning_benefit.csv,nested_loocv_score_vs_cleaning_benefit.csv,2,6,Loaded
9,Exact End-to-End Permutation Test,exact_end_to_end_observed_feature_frequency.csv,exact_end_to_end_observed_feature_frequency.csv,4,3,Loaded
9,Exact End-to-End Permutation Test,exact_end_to_end_observed_feature_selection_frequency.csv,exact_end_to_end_observed_feature_selection_frequency.csv,2,2,Loaded
9,Exact End-to-End Permutation Test,exact_end_to_end_observed_responder_result.csv,exact_end_to_end_observed_responder_result.csv,9,7,Loaded
9,Exact End-to-End Permutation Test,exact_end_to_end_permutation_distribution.csv,exact_end_to_end_permutation_distribution.csv,24,2,Loaded
9,Exact End-to-End Permutation Test,exact_end_to_end_responder_permutation_results.csv,exact_end_to_end_responder_permutation_results.csv,126,4,Loaded
9,Exact End-to-End Permutation Test,exact_end_to_end_responder_permutation_summary.csv,exact_end_to_end_responder_permutation_summary.csv,1,12,Loaded
10,Adaptive EOG Cleaning Policy,adaptive_eog_cleaning_policy_statistics.csv,adaptive_eog_cleaning_policy_statistics.csv,2,7,Loaded
10,Adaptive EOG Cleaning Policy,adaptive_eog_cleaning_policy_subject_results.csv,adaptive_eog_cleaning_policy_subject_results.csv,9,12,Loaded
10,Adaptive EOG Cleaning Policy,adaptive_policy_decision_quality.csv,adaptive_policy_decision_quality.csv,9,8,Loaded
10,Adaptive EOG Cleaning Policy,adaptive_vs_fixed_cleaning_conditions.csv,adaptive_vs_fixed_cleaning_conditions.csv,5,9,Loaded
10,Adaptive EOG Cleaning Policy,nested_multicondition_adaptive_policy_subject_results.csv,nested_multicondition_adaptive_policy_subject_results.csv,9,20,Loaded
10,Adaptive EOG Cleaning Policy,nested_multicondition_adaptive_policy_summary.csv,nested_multicondition_adaptive_policy_summary.csv,17,2,Loaded
11,Nested Multi-Condition Adaptive EOG Policy,nested_multicondition_adaptive_vs_fixed_conditions.csv,nested_multicondition_adaptive_vs_fixed_conditions.csv,5,7,Loaded
11,Nested Multi-Condition Adaptive EOG Policy,nested_multicondition_condition_selection_confusion.csv,nested_multicondition_condition_selection_confusion.csv,6,7,Loaded
11,Nested Multi-Condition Adaptive EOG Policy,nested_multicondition_inner_feature_selection.csv,nested_multicondition_inner_feature_selection.csv,135,4,Loaded
11,Nested Multi-Condition Adaptive EOG Policy,nested_multicondition_selected_features.csv,nested_multicondition_selected_features.csv,4,3,Loaded
12,EEGNet EOG Suppression-Strength Sweep,allband_lambda_vs_raw_statistics.csv,allband_lambda_vs_raw_statistics.csv,4,17,Loaded
12,EEGNet EOG Suppression-Strength Sweep,eegnet_allband_lambda_coefficients.csv,eegnet_allband_lambda_coefficients.csv,198,7,Loaded
12,EEGNet EOG Suppression-Strength Sweep,eegnet_allband_lambda_performance.csv,eegnet_allband_lambda_performance.csv,45,9,Loaded
12,EEGNet EOG Suppression-Strength Sweep,eegnet_allband_lambda_predictions.csv,eegnet_allband_lambda_predictions.csv,11840,9,Loaded
12,EEGNet EOG Suppression-Strength Sweep,eegnet_focused_lambda_coefficients.csv,eegnet_focused_lambda_coefficients.csv,198,7,Loaded
12,EEGNet EOG Suppression-Strength Sweep,eegnet_focused_lambda_performance.csv,eegnet_focused_lambda_performance.csv,27,9,Loaded
12,EEGNet EOG Suppression-Strength Sweep,eegnet_focused_lambda_predictions.csv,eegnet_focused_lambda_predictions.csv,7104,8,Loaded
12,EEGNet EOG Suppression-Strength Sweep,focused_lambda_performance_curve.csv,focused_lambda_performance_curve.csv,3,3,Loaded
12,EEGNet EOG Suppression-Strength Sweep,subject_best_allband_lambda.csv,subject_best_allband_lambda.csv,9,5,Loaded
13,"Focused λ Comparison: 0.75, 0.875, 1.00",focused_lambda_pairwise_statistics.csv,focused_lambda_pairwise_statistics.csv,3,17,Loaded
13,"Focused λ Comparison: 0.75, 0.875, 1.00",subject_best_focused_lambda.csv,subject_best_focused_lambda.csv,9,5,Loaded
15,Nested Three-Action Adaptive Policy,nested_three_action_adaptive_lambda_confusion.csv,nested_three_action_adaptive_lambda_confusion.csv,3,4,Loaded
15,Nested Three-Action Adaptive Policy,nested_three_action_adaptive_lambda_feature_frequency.csv,nested_three_action_adaptive_lambda_feature_frequency.csv,4,3,Loaded
15,Nested Three-Action Adaptive Policy,nested_three_action_adaptive_lambda_final_subject_table.csv,nested_three_action_adaptive_lambda_final_subject_table.csv,9,19,Loaded
15,Nested Three-Action Adaptive Policy,nested_three_action_adaptive_lambda_inner_feature_selection.csv,nested_three_action_adaptive_lambda_inner_feature_selection.csv,135,4,Loaded
15,Nested Three-Action Adaptive Policy,nested_three_action_adaptive_lambda_subject_results.csv,nested_three_action_adaptive_lambda_subject_results.csv,9,21,Loaded
15,Nested Three-Action Adaptive Policy,nested_three_action_adaptive_lambda_summary.csv,nested_three_action_adaptive_lambda_summary.csv,23,2,Loaded
16,Binary Adaptive EOG Suppression Policy,binary_adaptive_lambda_subject_results.csv,binary_adaptive_lambda_subject_results.csv,9,20,Loaded
16,Binary Adaptive EOG Suppression Policy,binary_adaptive_lambda_summary.csv,binary_adaptive_lambda_summary.csv,19,2,Loaded
17,Hidden Factor Supporting λ = 0.75,channel_frequency_summary.csv,channel_frequency_summary.csv,35,5,Loaded
17,Hidden Factor Supporting λ = 0.75,cleaning_benefit_vs_subject_features_correlations.csv,cleaning_benefit_vs_subject_features_correlations.csv,17,10,Loaded
17,Hidden Factor Supporting λ = 0.75,eeg_spectral_profile_vs_cleaning.csv,eeg_spectral_profile_vs_cleaning.csv,54,22,Loaded
17,Hidden Factor Supporting λ = 0.75,eeg_spectral_profile_vs_cleaning_correlation.csv,eeg_spectral_profile_vs_cleaning_correlation.csv,20,7,Loaded
17,Hidden Factor Supporting λ = 0.75,eog_channel_frequency_summary.csv,eog_channel_frequency_summary.csv,7,6,Loaded
17,Hidden Factor Supporting λ = 0.75,eog_error_slope_vs_eeg_spectral_profile.csv,eog_error_slope_vs_eeg_spectral_profile.csv,9,20,Loaded
17,Hidden Factor Supporting λ = 0.75,subject_central_eeg_spectral_profile.csv,subject_central_eeg_spectral_profile.csv,9,10,Loaded
17,Hidden Factor Supporting λ = 0.75,subject_channel_frequency_summary.csv,subject_channel_frequency_summary.csv,315,6,Loaded
18,Signal-Level Mechanism of λ = 0.75,lambda075_signal_mechanism/band_change_summary_lambda075.csv,band_change_summary_lambda075.csv,6,7,Loaded
18,Signal-Level Mechanism of λ = 0.75,lambda075_signal_mechanism/band_changes_vs_delta_accuracy_f1.csv,band_changes_vs_delta_accuracy_f1.csv,8,10,Loaded
18,Signal-Level Mechanism of λ = 0.75,lambda075_signal_mechanism/band_power_changes_lambda075.csv,band_power_changes_lambda075.csv,36,14,Loaded
18,Signal-Level Mechanism of λ = 0.75,lambda075_signal_mechanism/channel_coupling_summary_lambda075.csv,channel_coupling_summary_lambda075.csv,22,5,Loaded
18,Signal-Level Mechanism of λ = 0.75,lambda075_signal_mechanism/channel_eog_coupling_changes_lambda075.csv,channel_eog_coupling_changes_lambda075.csv,198,9,Loaded
18,Signal-Level Mechanism of λ = 0.75,lambda075_signal_mechanism/coupling_changes_vs_delta_accuracy_f1.csv,coupling_changes_vs_delta_accuracy_f1.csv,2,9,Loaded
18,Signal-Level Mechanism of λ = 0.75,lambda075_signal_mechanism/eog_channel_coupling_changes_lambda075.csv,eog_channel_coupling_changes_lambda075.csv,27,9,Loaded
18,Signal-Level Mechanism of λ = 0.75,lambda075_signal_mechanism/lambda075_signal_mechanism_summary.csv,lambda075_signal_mechanism_summary.csv,10,2,Loaded
18,Signal-Level Mechanism of λ = 0.75,lambda075_signal_mechanism/signal_changes_vs_delta_accuracy_f1.csv,signal_changes_vs_delta_accuracy_f1.csv,6,6,Loaded
18,Signal-Level Mechanism of λ = 0.75,lambda075_signal_mechanism/subject_signal_changes_lambda075.csv,subject_signal_changes_lambda075.csv,9,13,Loaded
19,Class Separability and Sensorimotor Spectral Analysis,lambda075_class_separability/band_class_r2_vs_eegnet_benefit.csv,band_class_r2_vs_eegnet_benefit.csv,4,5,Loaded
19,Class Separability and Sensorimotor Spectral Analysis,lambda075_class_separability/band_class_separability_lambda075.csv,band_class_separability_lambda075.csv,36,15,Loaded
19,Class Separability and Sensorimotor Spectral Analysis,lambda075_class_separability/channel_class_separability_lambda075.csv,channel_class_separability_lambda075.csv,198,8,Loaded
19,Class Separability and Sensorimotor Spectral Analysis,lambda075_class_separability/class_separability_mechanism_summary.csv,class_separability_mechanism_summary.csv,12,2,Loaded
19,Class Separability and Sensorimotor Spectral Analysis,lambda075_class_separability/subject_class_separability_lambda075.csv,subject_class_separability_lambda075.csv,9,9,Loaded
19,Class Separability and Sensorimotor Spectral Analysis,lambda075_class_separability/temporal_class_r2_vs_eegnet_benefit.csv,temporal_class_r2_vs_eegnet_benefit.csv,3,4,Loaded
19,Class Separability and Sensorimotor Spectral Analysis,lambda075_class_separability/temporal_class_separability_lambda075.csv,temporal_class_separability_lambda075.csv,27,9,Loaded
19,Class Separability and Sensorimotor Spectral Analysis,lambda075_class_separability/trial_timing_diagnostic.csv,trial_timing_diagnostic.csv,9,7,Loaded
20,Class-Specific Sensorimotor ERD/ERS,lambda075_sensorimotor_erd_ers/class_specific_erd_ers_wilcoxon.csv,class_specific_erd_ers_wilcoxon.csv,24,9,Loaded
20,Class-Specific Sensorimotor ERD/ERS,lambda075_sensorimotor_erd_ers/class_specific_sensorimotor_erd_ers_lambda075.csv,class_specific_sensorimotor_erd_ers_lambda075.csv,216,19,Loaded
20,Class-Specific Sensorimotor ERD/ERS,lambda075_sensorimotor_erd_ers/erd_ers_change_vs_accuracy.csv,erd_ers_change_vs_accuracy.csv,6,6,Loaded
20,Class-Specific Sensorimotor ERD/ERS,lambda075_sensorimotor_erd_ers/erd_ers_change_vs_f1.csv,erd_ers_change_vs_f1.csv,6,6,Loaded
20,Class-Specific Sensorimotor ERD/ERS,lambda075_sensorimotor_erd_ers/erd_ers_raw_vs_clean_wilcoxon.csv,erd_ers_raw_vs_clean_wilcoxon.csv,6,7,Loaded
20,Class-Specific Sensorimotor ERD/ERS,lambda075_sensorimotor_erd_ers/motor_region_erd_ers_summary.csv,motor_region_erd_ers_summary.csv,2,4,Loaded
20,Class-Specific Sensorimotor ERD/ERS,lambda075_sensorimotor_erd_ers/subject_class_band_erd_ers_lambda075.csv,subject_class_band_erd_ers_lambda075.csv,72,6,Loaded
20,Class-Specific Sensorimotor ERD/ERS,lambda075_sensorimotor_erd_ers/subject_mechanistic_erd_ers_profile.csv,subject_mechanistic_erd_ers_profile.csv,9,6,Loaded
21,Temporal β Dynamics of λ = 0.75,temporal_beta_lambda075/channel_temporal_beta_change.csv,channel_temporal_beta_change.csv,108,3,Loaded
21,Temporal β Dynamics of λ = 0.75,temporal_beta_lambda075/hand_vs_nonhand_temporal_beta_change.csv,hand_vs_nonhand_temporal_beta_change.csv,36,4,Loaded
21,Temporal β Dynamics of λ = 0.75,temporal_beta_lambda075/motor_channel_temporal_beta_peaks.csv,motor_channel_temporal_beta_peaks.csv,3,3,Loaded
21,Temporal β Dynamics of λ = 0.75,temporal_beta_lambda075/subject_early_mi_beta_change.csv,subject_early_mi_beta_change.csv,9,4,Loaded
21,Temporal β Dynamics of λ = 0.75,temporal_beta_lambda075/subject_temporal_beta_peaks.csv,subject_temporal_beta_peaks.csv,9,8,Loaded
21,Temporal β Dynamics of λ = 0.75,temporal_beta_lambda075/temporal_beta_change_lambda075.csv,temporal_beta_change_lambda075.csv,972,17,Loaded
21,Temporal β Dynamics of λ = 0.75,temporal_beta_lambda075/temporal_beta_peak_permutation.csv,temporal_beta_peak_permutation.csv,5,2,Loaded
21,Temporal β Dynamics of λ = 0.75,temporal_beta_lambda075/temporal_beta_performance_correlations.csv,temporal_beta_performance_correlations.csv,16,2,Loaded
21,Temporal β Dynamics of λ = 0.75,temporal_beta_lambda075/temporal_beta_summary.csv,temporal_beta_summary.csv,38,7,Loaded
22,Normalized Sensorimotor β Class-Contrast,normalized_beta_class_contrast/normalized_beta_channel_contrast_vs_f1.csv,normalized_beta_channel_contrast_vs_f1.csv,3,5,Loaded
22,Normalized Sensorimotor β Class-Contrast,normalized_beta_class_contrast/normalized_beta_class_contrast_subjects.csv,normalized_beta_class_contrast_subjects.csv,9,8,Loaded
22,Normalized Sensorimotor β Class-Contrast,normalized_beta_class_contrast/normalized_beta_class_contrast_temporal.csv,normalized_beta_class_contrast_temporal.csv,972,22,Loaded
22,Normalized Sensorimotor β Class-Contrast,normalized_beta_class_contrast/normalized_beta_contrast_vs_eegnet.csv,normalized_beta_contrast_vs_eegnet.csv,5,9,Loaded
22,Normalized Sensorimotor β Class-Contrast,normalized_beta_class_contrast/normalized_beta_global_temporal_summary.csv,normalized_beta_global_temporal_summary.csv,36,4,Loaded
22,Normalized Sensorimotor β Class-Contrast,normalized_beta_class_contrast/normalized_beta_motor_channel_summary.csv,normalized_beta_motor_channel_summary.csv,3,4,Loaded
23,Spatial Motor Lateralization,spatial_motor_lateralization/class_motor_lateralization_lambda075.csv,class_motor_lateralization_lambda075.csv,36,18,Loaded
23,Spatial Motor Lateralization,spatial_motor_lateralization/motor_lateralization_final_summary.csv,motor_lateralization_final_summary.csv,14,2,Loaded
23,Spatial Motor Lateralization,spatial_motor_lateralization/motor_lateralization_statistics.csv,motor_lateralization_statistics.csv,14,2,Loaded
23,Spatial Motor Lateralization,spatial_motor_lateralization/subject_motor_lateralization_lambda075.csv,subject_motor_lateralization_lambda075.csv,9,9,Loaded
23,Spatial Motor Lateralization,spatial_motor_lateralization/temporal_motor_lateralization_lambda075.csv,temporal_motor_lateralization_lambda075.csv,144,10,Loaded
23,Spatial Motor Lateralization,spatial_motor_lateralization/temporal_motor_lateralization_summary.csv,temporal_motor_lateralization_summary.csv,16,3,Loaded
23,Spatial Motor Lateralization,spatial_motor_lateralization/trial_level_motor_lateralization_lambda075.csv,trial_level_motor_lateralization_lambda075.csv,2368,18,Loaded
24,EEGNet Feature-Space Analysis,eegnet_feature_space/eegnet_feature_space_final_summary.csv,eegnet_feature_space_final_summary.csv,11,2,Loaded
