Subject,Run,Trial,Onset,True_Class,Artifact,C5_Theta_Baseline_R2,C5_Theta_MI_R2,C3_Theta_Baseline_R2,C3_Theta_MI_R2,C1_Theta_Baseline_R2,C1_Theta_MI_R2,Cz_Theta_Baseline_R2,Cz_Theta_MI_R2,C2_Theta_Baseline_R2,C2_Theta_MI_R2,C4_Theta_Baseline_R2,C4_Theta_MI_R2,C6_Theta_Baseline_R2,C6_Theta_MI_R2,Central_Theta_Baseline_R2,Central_Theta_MI_R2,Central_Theta_Change_R2,C5_Alpha_Mu_Baseline_R2,C5_Alpha_Mu_MI_R2,C3_Alpha_Mu_Baseline_R2,C3_Alpha_Mu_MI_R2,C1_Alpha_Mu_Baseline_R2,C1_Alpha_Mu_MI_R2,Cz_Alpha_Mu_Baseline_R2,Cz_Alpha_Mu_MI_R2,C2_Alpha_Mu_Baseline_R2,C2_Alpha_Mu_MI_R2,C4_Alpha_Mu_Baseline_R2,C4_Alpha_Mu_MI_R2,C6_Alpha_Mu_Baseline_R2,C6_Alpha_Mu_MI_R2,Central_Alpha_Mu_Baseline_R2,Central_Alpha_Mu_MI_R2,Central_Alpha_Mu_Change_R2,C5_Beta_Baseline_R2,C5_Beta_MI_R2,C3_Beta_Baseline_R2,C3_Beta_MI_R2,C1_Beta_Baseline_R2,C1_Beta_MI_R2,Cz_Beta_Baseline_R2,Cz_Beta_MI_R2,C2_Beta_Baseline_R2,C2_Beta_MI_R2,C4_Beta_Baseline_R2,C4_Beta_MI_R2,C6_Beta_Baseline_R2,C6_Beta_MI_R2,Central_Beta_Baseline_R2,Central_Beta_MI_R2,Central_Beta_Change_R2,C5_Gamma_Baseline_R2,C5_Gamma_MI_R2,C3_Gamma_Baseline_R2,C3_Gamma_MI_R2,C1_Gamma_Baseline_R2,C1_Gamma_MI_R2,Cz_Gamma_Baseline_R2,Cz_Gamma_MI_R2,C2_Gamma_Baseline_R2,C2_Gamma_MI_R2,C4_Gamma_Baseline_R2,C4_Gamma_MI_R2,C6_Gamma_Baseline_R2,C6_Gamma_MI_R2,Central_Gamma_Baseline_R2,Central_Gamma_MI_R2,Central_Gamma_Change_R2,Central_Overall_Baseline_R2,Central_Overall_MI_R2,Central_Overall_Change_R2
A01,4,41,80664,2,0,0.03952228508107828,9.550800528860064,0.16535500296267092,9.590340956206143,0.2022080144635291,10.857371637501583,0.16666967687919476,9.682572349094052,0.25284575354177363,9.650860758508145,0.2356937691061089,8.094532200632518,0.7246168229964243,6.315188742256583,0.25527304643296855,9.105952453294154,8.850679406861186,0.28461518414405845,0.9855390584457632,0.4058649134725716,0.00926224569733112,0.49551627186978575,0.37297552968550934,0.45133154035871725,0.9193066426279086,0.5550004220177219,1.2817177384838239,0.491659901484904,1.346655115493598,0.9377462930078999,0.27714960706916314,0.517390646622237,0.7418008482147282,0.22441020159249125,0.22262625009329667,0.04283933119650003,0.24799302636804582,0.34646191944582205,0.27565353439536644,0.23124277725097192,0.39214220155660606,0.12809187332441963,0.34846204158267563,0.07063080825605669,0.3379917059807876,0.02048614192322887,0.01565376484153193,0.40369143309180283,0.2629317892597586,0.1776348977841146,-0.08529689147564398,0.10035856405535135,0.007081785283799647,0.020160300655329262,0.011410628319150061,0.06939407940093946,0.0005136551669355088,0.1132818741196543,0.013271035105113342,0.20116595131743983,0.0028273182657618926,0.29304479436882025,0.0025850462211183985,0.00012279839728860005,0.0026825578769439206,0.11393262318783186,0.0057674323198318245,-0.10816519086800003,0.28738202637569904,2.5077889079032074,2.2204068815275084
A01,4,42,82642,3,0,0.5021265291867795,1.229102071744465,0.2826695132265661,1.8561104355422957,0.4418050731483005,2.285524011239425,0.4517764091012278,2.4467677221980724,0.2827024093364179,1.7435409885764408,0.1074590841235002,1.3983796179228052,0.493324691091831,0.8758226048726518,0.36598052988780333,1.6907496360137364,1.324769106125933,0.039000806693538566,0.011276989368874585,0.0475188230157308,0.3551877230865391,0.07949855507665983,0.23291691212053567,0.05119583270857316,0.11161112673792528,0.021520893549333307,0.03702501709278261,0.00024163794428270244,0.00035429327961542927,0.6351462621706552,0.4188543933572781,0.12487468730839622,0.16674663643479296,0.04187194912639673,0.28895841237653536,0.22324078988004836,0.5681564109494046,0.37855888732704496,0.5080034787544077,0.356888770958356,0.5024867447771021,0.40143871300875905,0.41986930924537963,0.49484177033874654,0.35155059622358326,0.5160138264318388,0.6024131147736682,0.21865327909563068,0.4630625810142973,0.36994800529148925,-0.09311457572280807,0.41815368518385904,0.002599709602900137,0.4230174229441803,0.01703623526228948,0.4496905327915143,0.006019672110889566,0.2436547841474631,0.013654188850628923,0.2745213612573007,0.006272759077370619,0.1500345974458208,0.035297682183214475,0.054181177618019445,0.11989921072961933,0.2876076516268797,0.02868277968813036,-0.2589248719387493,0.31038136245934417,0.5640317643570373,0.2536504018976931
A01,4,43,84632,2,0,0.09030683441088827,0.0004893805443953879,0.059298000960702785,0.00739356951257646,0.07445508526014763,0.003988409155885479,0.08998399041088456,0.01968789445766381,0.08594100510433575,0.08002308215251279,0.07764056560905475,0.10338319200002065,0.016732647317263025,1.1750004863362209e-06,0.07062258986761097,0.030709528974791556,-0.039913060892819416,0.13895668687744261,0.22485064254032858,0.10401639188682048,0.3195509192837493,0.2076167259931192,0.2561301435154187,0.16291620893968842,0.240866239891963,0.17142257875937217,0.2373634549836459,0.1251038402597886,0.3628989158128501,0.005521508388653965,0.4461864214140587,0.13079342015784076,0.29826381963457343,0.16747039947673267,0.0019302893689706398,0.19611935218537893,0.093381943693872,0.06827484407946437,0.0806426262003116,0.08987134847439762,0.05814132838669844,0.08534760013002497,0.05076594215711399,0.1569542288822713,0.024216709297955986,0.2228473188262092,0.398963466782547,0.06996054224231878,0.10114890084106709,0.12705360497429502,0.02590470413322793,0.029638424321954734,0.00015650581231687355,0.04916879368366149,2.145807298039197e-05,0.04484284760896765,0.0006134249897003362,0.0776502295607216,0.009798855372111611,0.08206407293425956,0.0014744767520720064,0.099773407911169,0.01862128931113323,0.013589553160512125,0.015493767442029502,0.05667533274017803,0.006597111107477707,-0.05007822163270032,0.08981006090167422,0.11565601617278443,0.025845955271110208
A01,4,44,86751,3,0,0.061014774405826325,0.8989130780795475,0.3024870366195308,1.4077244938927198,0.2565483208249491,1.2772723160269401,0.1644349446799371,1.1506637043205494,0.012218881534885376,0.9644772947333985,0.004849176674074799,0.8792688288192947,9.40738897543267e-05,0.19633341806802543,0.11452102980413684,0.9678075905629251,0.8532865607587883,2.444577521741089e-07,0.24682842320609008,0.004207477073328805,0.24315498259547255,0.00397773806475179,0.27171666871753447,0.003227890653157405,0.18044657899241595,0.034528151872734794,0.18320994524600065,0.08687174045682279,0.1412125201703985,0.13051633556706355,0.028069635197452394,0.03761851116365876,0.18494839344648065,0.1473298822828219,0.0794602965371545,0.015929026210247554,0.23881974880320253,0.0008355460122878075,0.17923860830432417,0.013628035351302095,0.06496344314833842,0.03608470942284843,0.06288391016236651,0.012880897206787572,0.026390371040147166,0.005214676977095822,0.33942329973657953,0.000472621588594163,0.14159709681887328,0.01214935896702335,-0.12944773785184993,5.441692279835233e-06,0.09203277805940846,0.003272070283750062,0.03314955174814705,3.145030054962226e-06,0.06946087572912679,0.00015666485409932514,0.027158150770561662,0.0001686670070802163,0.06790997423822169,0.0003778517358087013,0.046146879113886076,0.004249319204358223,0.07813257940045687,0.0011761656867759034,0.059141541294258373,0.05796537560748247,0.0737282008683612,0.3060117210676719,0.2322835201993107
A01,4,45,88657,4,0,0.1280244771486098,0.8838300645004297,0.04666313357735023,1.809127824567493,0.04392991586971796,1.8310379509568133,0.047923994785465884,1.8610101137347563,0.03673804583659491,1.3180835293941147,0.04814753751521407,1.087859133892353,0.002939726615166562,0.41482277643126086,0.05062383304973134,1.3151101990681744,1.264486366018443,0.3788204863595961,0.1681156109916246,0.23320975145851203,0.22807498777555033,0.3182410705130437,0.29416216579476956,0.4022976268203625,0.3042372854275941,0.34283322311187525,0.3296949663462476,0.24459276153895648,0.31251363639501195,0.00473411623528745,0.057397981230080004,0.2749612908625191,0.2420280905658397,-0.03293320029667937,0.013524266712060126,0.32391381004460024,0.006358946188674629,0.1774098104135996,0.024585837994961446,0.32602412161804756,0.01430006431732457,0.36594723927815653,0.04346147920564246,0.2469672115474447,0.0184706317034037,0.14355290543603103,0.01100585987704942,0.0009027772053719526,0.018815297999873765,0.2263882679347502,0.20757296993487642,0.004884991795512242,0.0024183031943924814,0.005566305237857034,0.0014149494762048817,0.005012341824591824,0.0011147878802942094,9.034195686701677e-05,2.3247326490620686e-06,0.0007135690655828492,0.0016689469163223562,0.0006032847853612408,0.004069467180389374,6.252928884444523e-05,0.0056218608267659615,0.002419051993516664,0.0023300914581454754,-8.89605353711887e-05,0.08670486847641021,0.4464641622567274,0.35975929378031724
A01,4,46,90585,2,0,2.0729148287513217,0.14000869343801578,2.8546263578604667,0.009583718793343871,2.675586685340698,0.008693027612148905,2.572658598325324,0.016358675252595833,2.8976411634542765,0.13991390015268373,2.8131407937595654,0.21984939255912667,1.7390869175229429,0.03914482622573708,2.517950763573513,0.08193603343337885,-2.4360147301401343,1.3705669010629071,0.12553353729825237,1.6568575843696234,0.14536585670028662,1.7147941704105714,0.16387372017853755,2.124175030253639,0.02762006854502038,2.1260167589387247,0.0078170958232694,1.7595817685136086,0.0011952306708867197,2.3603323338646143,0.041689708937191094,1.8731892210590984,0.07329931687906344,-1.799889904180035,0.0007560199596297039,0.04236381875482429,0.05415598847098289,0.20144011762841438,0.12508896663266472,0.12241900216064154,0.029814438291915546,0.16070707528489458,0.01891987188206671,0.05213936479832608,0.03630794151920114,0.021124173387717958,0.4369413345642335,0.24523202056365712,0.10028350876009917,0.12077508179692513,0.020491573036825958,0.3047813989273853,0.004816518724380638,0.23732646492950338,0.009060809109298124,0.30218389682615493,0.00920151031343897,0.25702685609574644,0.08214557744023268,0.34136374682590764,0.015145008645510164,0.28205915669924336,0.16733752396972987,0.253033207057791,0.04943542517434125,0.2825392467659617,0.048163196196704526,-0.23437605056925717,1.193490685039668,0.08104340707651798,-1.11244727796315
A01,4,47,92699,3,0,1.1269624110626832,0.035287284816739754,1.0504741824874344,0.02486816044627987,1.0678973642096288,0.02367523936987559,1.1433927698526973,0.059852568597772424,1.61749379652235,0.02717338917720019,1.5815786218157768,0.025609516793581047,1.6002656485425018,0.04270827517829492,1.3125806849275818,0.0341677763399634,-1.2784129085876184,0.7631202713750862,0.12286921744510827,1.1225652315751546,0.09818017697357996,0.8477398735083285,0.17368856409070935,0.9686323545125429,0.151879075825494,0.8352164626050641,0.09833658530022975,0.6546145181367093,0.0003319979001821878,1.5306670024269462,0.00398691441673428,0.9603651020199759,0.09275321885029111,-0.8676118831696848,0.0014428946618063954,0.21076289166463633,0.007994770085640151,0.6574220520516282,0.007772526956492836,0.519115254013415,0.010916649674930062,0.42815308637736205,0.013875939699437548,0.29616595443719174,0.05075361112706605,0.24983117000785354,0.03280103420412043,0.41192382172192726,0.017936775201356208,0.3961963186105734,0.3782595434092172,0.02157306334735125,0.2493273592768987,0.0001599901271282382,0.20458094101893054,0.03839830052830466,0.2773247401910526,0.0006541433755412733,0.2139193273493279,0.04334540063993326,0.23957339003537145,0.024883814255107987,0.24515286779007722,0.04682227403929295,0.15850043383276724,0.02511956947323709,0.22691129421348938,0.20179172474025228,0.5790005329055378,0.1875071520035793,-0.39149338090195845
A01,4,48,94758,1,0,0.12571283426644542,0.3608496127740107,0.3122961439909222,0.832034958573936,0.33461831960081295,0.8406560391088209,0.474542294045634,0.49988085692405976,0.47153486589006305,0.4806531635085715,0.3983504893966588,0.18652670426980192,0.048775518370111404,0.9686191357480091,0.3094043522229497,0.5956029244153156,0.2861985721923659,1.2151290628831553,0.4661723800002099,1.9463702733769537,0.8790547958424705,2.240268960430581,0.7098668820105433,1.8762744186185603,0.7315761669107336,1.554570226582372,0.3686506763838064,1.0364408096629822,0.29713018904150623,1.2050416701589854,0.3077334693085553,1.5820136316733702,0.5371692227854036,-1.0448444088879665,0.5551705144596729,0.0031998753076359337,0.7872870177026916,0.014358019124525683,0.7907964537299503,0.02730594459789451,0.6491663531127416,0.010139680540326813,0.5667735117014118,7.696250926044149e-05,0.419415004228471,0.0016885724204023502,1.7477305978241728,0.0022225214450696286,0.7880484932513018,0.008427367992159335,-0.7796211252591424,0.01879567261337349,0.18264939263825083,0.0023268896307467447,0.06052207673197458,0.028528215916265736,0.1955762305092198,6.879402132407981e-05,0.13907874620105196,0.046961269326156976,0.36805070315540805,0.0029830795923603756,0.3637641022976024,0.015869175675456856,0.13888418782267298,0.016504728110812036,0.20693220562231152,0.19042747751149947,0.6739928013146084,0.33703293020379754,-0.3369598711108108
A01,5,2,2254,1,0,0.2380200011421624,0.08238222727392562,0.3548197011247026,0.02472245941865997,0.6397791492128112,0.11223228212076443,0.6036665235044446,0.12585858005518832,0.2439493194300465,0.08518070145837334,0.0011040385243064742,0.041679552258396986,0.312694961165125,0.08337828362765894,0.34200481344337125,0.0793477266018525,-0.2626570868415187,0.01442994084030212,0.026512848743756496,9.74215991471472e-05,0.018275195435972176,0.0005935561459209922,0.03341415883110319,0.003625782673675181,0.07175580506069619,0.0338517867449217,0.07259139835457629,0.01626366360436523,0.07247644161220641,0.22199454037836194,0.03952299586169975,0.04155095599809918,0.047792691985715785,0.006241735987616605,0.1094177947422639,0.06734667695461646,0.2056897041592392,1.327202916097237e-06,0.20389071410779605,0.04136408010948462,0.1234838376290453,0.0668879958048108,0.026580131035980673,0.13080713845308917,0.035683148510919714,0.1129758442925308,0.0009739637709023052,0.007463790748417279,0.1008170419937353,0.06097812193798075,-0.03983892005575455,0.02030503854015511,2.172136770081607e-05,0.03497794885329929,7.352373908344167e-05,0.03144220397007413,0.0004982850377265637,0.03205508491164978,0.009819696924627483,0.05834916052771269,0.016708894141998328,0.09118201676982417,0.05711385321013348,0.018765533657673538,0.010288984134518786,0.041010998175769815,0.013503565507969844,-0.027507432667799973,0.13134595240274388,0.050405526508379726,-0.08094042589436415
A01,5,3,4172,4,0,1.132890049863056,4.355600682644037,0.6985666498214989,4.281977747854664,0.8579196933316852,4.521775541356113,1.1366373282381987,4.90326182113506,1.1251402159132349,4.608658356563937,1.2322587558509652,4.820056306034423,0.34263788636514736,4.298290737657543,0.9322929399119694,4.541374456177968,3.609081516265998,0.23381612089837114,0.19705574704630327,0.20043302468942784,0.12612258112686253,0.25862162709042935,0.14140946576938063,0.3380669964099976,0.08154383409107104,0.245448767197828,0.009684176502215038,0.1886193875009172,0.11622933699093453,0.08267824542167354,0.18534957599421162,0.22109773845837782,0.12248495964585411,-0.09861277881252371,0.1046108963005732,0.04941189501979907,0.028031192872495718,0.011493616090117783,0.0648995487618819,0.056505306042558004,0.05765844452289711,0.06230522398564269,0.04674868071561542,0.07736592540466825,0.01205902380658481,0.08440922069439936,0.09181218453010075,0.0011287916931172906,0.05797428164430699,0.048945711275757496,-0.009028570368549496,0.09269934851641819,0.01882249093901359,0.02527989428074294,0.00627864408319124,0.04851843516662712,0.007516102490413303,0.11704359338721236,0.0036770424850197645,0.13694588578426803,0.021726916797444217,0.17324277807890998,0.03594977920075232,0.010158634127811528,7.919105018266296e-05,0.08626979562028429,0.013435738149431015,-0.07283405747085328,0.3244086889087346,1.1815602163122525,0.857151527403518
A01,5,4,6124,2,0,0.007217463861459242,3.6939946762796696,0.011344130471319686,3.706413577134869,0.001265708879420266,3.796566372308047,0.03471595723358386,4.061910192504422,0.028003586681411438,3.587085295396122,0.0066277330562792185,3.263062735671487,0.24966262459085878,1.809458645431709,0.048405314967761785,3.416927356389475,3.368522041421713,0.15247182521125593,0.0009797678901459631,0.4378468700883144,0.01406103020490672,0.37328982034219343,0.000951421728953191,0.24973441658144865,0.0006087484982697334,0.14751355871226987,0.0014803282303200813,0.05891553712866446,0.008467459253111759,0.660323174037452,0.021171381339163842,0.2971564574430855,0.006817162449267327,-0.29033929499381816,0.001423000396432246,0.034834764707996194,0.007829930550946846,0.04363916487358373,8.958813866576108e-05,0.06167327091983054,0.0017304119114976758,0.06391219916162343,0.0005543765752472123,0.13700828043255364,1.8563113216863085e-07,0.17857131825013442,0.0035886138653224227,0.10481339930120515,0.0021737295813206185,0.08920748537813243,0.08703375579681182,0.0012755862592682377,0.002626124035567512,9.494481805844832e-05,0.0077603231159708505,0.0036537865513358975,0.007333238436495117,0.0012815665090197275,0.02094125854580178,0.0059687417359799875,0.03801836294178721,0.00444692589060363,0.047387672096399006,0.0022559082192816216,0.06387638208599229,0.0027110657119353643,0.02684905160828768,0.024137985896352316,0.08761164192602582,0.8849502639562906,0.7973386220302648
A01,5,5,8132,1,0,0.34632685620923104,1.179060983179659,0.8536622392177546,2.6774954407986544,0.7409738144386477,2.602663625867723,0.8722458554992213,1.5598352626170686,1.0528674059977834,1.0996964946932226,1.2937232986261686,0.6348558444077139,1.5205793603401725,2.586695227386261,0.9543398329041398,1.7629004112786149,0.808560578374475,1.7129654751905736,0.11395438578842568,2.802783936552696,0.18333795207481676,2.6377327292095543,0.29333152517683064,1.8323064082010918,0.21101875570310027,2.0397714990834266,0.1481980285157734,1.9453923220463882,0.025938936428622203,2.9955882845866335,0.03526775030325888,2.280934379267195,0.1444353334272611,-2.1364990458399338,0.18608698116044284,0.010246972908347635,0.01848789437776143,0.04724875976042159,0.13829636994212416,0.03336468015471457,0.18670722600725706,0.019557823567682316,0.38050026009463517,0.0026115756467842,0.41851300340817005,0.032106780186237145,0.0038263057697765866,0.007349220823428044,0.19034543439430962,0.021783687578230786,-0.16856174681607883,0.0027941379501440025,0.14031549459054085,0.0006404937819556358,0.038720926222815394,0.012148866285114975,0.07428103566189184,0.0004746420111009427,0.10837548345213137,0.0011393116536256528,0.18322994583254373,0.01746541319229318,0.193821875914348,0.043126834751085905,0.11806948753701448,0.011112814232188614,0.12240203560161224,0.11128922136942362,0.8591831151994582,0.5128803669714297,-0.34630274822802853
A01,5,6,10243,3,0,0.28555935648808284,5.691346558130782,0.3735463733119516,8.260889767896645,0.4393110568767832,7.2408678567219775,0.49552881254592573,7.3920821258355005,0.5333974867886212,6.8065807522855595,0.4184433101629936,6.993098541901274,0.08578939193723911,5.784809799366398,0.3759393983016568,6.881382200305448,6.505442802003792,0.03426876037331244,0.10984944883186004,0.07838849952712833,0.13771528390016527,0.09332823287931974,0.1770989677640669,0.14685654352857536,0.15765347797509296,0.17464531955122042,0.2923800362867582,0.14328687997079875,0.3767586152902247,0.0613932865648504,0.3767745445028827,0.1045953603421722,0.23260433922157867,0.12800897887940646,0.10884577888647673,0.015664567140934522,0.20312755974029906,0.2419379787376519,0.22031002842238406,0.17371922119474908,0.16129318307615909,0.04012542541720477,0.1303668075377985,0.005271568168512618,0.125528041539209,0.012290643199474488,0.07771448443793612,0.3710669700313434,0.14674084052003747,0.12286805341283868,-0.023872787107198784,0.0261485557067689,0.016450449576996054,0.02259401211312203,0.0026880149522502637,0.03080019425359363,0.014700700610835294,0.018697434133433204,0.023201848803794826,0.020739041630910338,0.05861439067273724,0.006549606340835653,0.07610810125727752,0.08776957385653875,0.049391169313310786,0.030471202576457503,0.034450667883885996,0.003979465307428494,0.164436700435081,1.817826315205938,1.6533896147708569
A01,5,7,12160,1,0,2.239967287104503,0.0012079492629140922,1.41763577367586,0.020122892715207886,2.0509855878154335,0.011493112922209527,2.4244687532268867,0.027236713394992784,2.3566081498658433,0.1876902262535219,1.996004006122038,0.35703091942594384,0.7693721417660571,0.033263310329666555,1.893577385653803,0.09114930347206522,-1.8024280821817378,0.01189921394521677,0.9149645628320144,0.000718641682386743,1.7879166068792047,0.001960071310278583,1.4986045449752385,0.002224177247014699,2.0802063858293156,0.01985903929325382,1.5821187288952259,0.059820689494738635,1.8933801845753175,0.07827578323144252,1.0695638139448738,0.024965373743475967,1.5466792611330271,1.521713887389551,0.3170819520187524,0.003491249696392066,0.4529646719415836,0.0602322837053771,0.35785618596476415,0.015576248467476985,0.26770058130010327,0.03206890165951087,0.16717797420639968,0.0013531030529721415,0.13127274979137263,0.0008783778496389202,0.3211550026257096,0.0710709938838161,0.2878870168355264,0.026381594045026314,-0.2615054227905001,0.08716984559142457,7.100408637019559e-09,0.03023777204625215,0.00018493690495232268,0.05183951744456776,0.00216044069066812,0.06861482574388102,0.016808803446210826,0.09721851041726134,0.03862966079488957,0.09487049361314523,0.07799055544075215,0.047923427412513965,0.003891700842318062,0.06826777032414943,0.019952300745742814,-0.04831546957840662,0.5686743866392387,0.4210406148489653,-0.14763377179027343
A01,5,8,14210,3,0,0.009264158804711275,0.15404455119848917,0.06287944943195524,0.007649220307107227,0.09945125879910004,0.03692207132786765,0.0001079441050271598,0.0654455198307865,0.022004801102314807,0.04695681174889159,0.008716161221681859,0.06977430636104613,0.35823204194484404,0.1978132989302574,0.08009368791566206,0.08265796852920652,0.0025642806135444673,0.2837876942084347,0.23196778270665025,0.32376807790792256,0.06952656026123184,0.39174144514582737,0.0711695762449178,0.43987735989067295,0.028658546335110995,0.43543068925043643,0.0008278750832561306,0.4380300913928275,0.009326604451522832,0.5675293058739767,0.3404955497776909,0.41145209481001405,0.10742464212291154,-0.3040274526871025,0.004894335836746422,0.2823194557637819,0.04975112499231261,0.37447771734358226,0.019934324784827925,0.18641635391543912,0.070689674167482,0.1728679191912132,0.018300747390039642,0.2750375248886536,0.024764817722064868,0.48655577457233135,0.00010368804557033695,0.18027161267125222,0.026919816134149118,0.2797066226208934,0.2527868064867443,0.00023259198810529706,0.004022922686316376,0.0184014266686432,0.0023751862431459336,0.00544638837373917,3.7776966411124356e-05,0.0031776262249084398,0.0005021870719829489,0.010127316353806022,5.730778374187336e-07,0.030181144383638045,0.007720019847705638,0.020226700631920384,0.0004646738428359475,0.012541884946394367,0.002160477105176484,-0.010381407841217882,0.1327518709515549,0.11798742759454699,-0.014764443357007925
A01,5,9,16141,2,0,1.6519410260817342,0.007712672525601741,1.0019362925108468,0.05975671533591739,1.3035132070320528,0.015256660884919898,1.3749534206168998,0.009517337592366342,1.0604432334561626,8.762651385369033e-05,1.1472696585079771,0.0002887190508325302,0.28130328592312465,0.0004562891120826772,1.1173371605898283,0.013296574430796322,-1.1040405861590321,0.6293300129074877,0.04199327933759614,0.08094629468388972,0.03749675625177266,0.17382724880449854,0.08033632616162736,0.34514553030984574,0.051343462345831904,0.1697252349773133,0.016919185040187072,0.06784377086209842,0.00014225150801155367,0.1564457573324274,0.004536490286317089,0.2318948356967944,0.03325253584733483,-0.19864229984945958,0.1913644730629037,0.130716920969035,0.39840398174934377,0.13953772416865384,0.2632291050060184,0.10878255101319254,0.4186160085157061,0.1625923564871782,0.42823998765187477,0.09295512350990666,0.6697417495912867,0.08248402296128088,0.08707626742630885,0.1329319405942506,0.35095308185763463,0.12142866281478538,-0.22952441904284926,0.037335592765928516,0.0030739023649018382,0.017015455394964775,0.010512360789396906,0.01645158519682465,0.006475216909348622,0.011373866500802524,0.00010070613028677949,0.019559119263427058,0.0034547051388855005,0.04047299747764514,0.01531034043347515,0.005660472692437052,0.03147877693956653,0.0211241556131471,0.010058001243694476,-0.011066154369452625,0.4303273084393512,0.04450894358415275,-0.38581836485519844
A01,5,10,18139,4,0,1.9271650485399927,3.764318834361053,1.3138447447622261,3.067024573885999,1.0546106677347478,2.3778655449080817,0.48055083799477644,2.3371392595295193,0.361891278540391,2.4569052124198887,0.2740258657797758,2.8027704585631277,1.641492256039091,3.308164620273172,1.0076543856272857,2.873455500562977,1.8658011149356915,0.4691496897349798,0.3514199850834001,0.19026634281798813,0.07900834958552741,0.32295916445478584,0.27039840261895,0.5481647807784994,0.5735391303132916,0.3809022756860059,0.7748601390933523,0.29534039712749893,1.1949210819598826,0.0005947704648607068,0.024747511967019686,0.31533963158065975,0.4669849429459176,0.15164531136525783,0.02249362437693609,3.584091383090584e-06,0.0005168851004246265,0.02642047214937889,0.0011320648154390048,0.00046502138597371195,0.00039589516621102677,0.0475887958132498,0.005647154769581095,0.0011459918763556112,0.0032919126036027543,0.011346765758490763,0.0006247067638666421,0.06524107453356345,0.004871749085151605,0.021744529372627903,0.016872780287476297,0.005115643586084741,0.02011618147640941,0.00215257946983558,0.0359376898583691,0.002652643635401561,0.026207693937649497,0.0008360461083602073,0.05541250298664556,0.0007509542140932815,0.04728393793347243,3.919711570302174e-05,0.08872316943644165,0.021680573669697015,0.004881326632257923,0.004746805399882202,0.03979464318017794,0.035047837780295736,0.3331531429232448,0.8504949040154252,0.5173417610921803
A01,5,11,20045,1,0,3.07793121998247,2.1171355899487945,4.441343247100256,1.7875993454985681,4.634381519594326,2.063247833358366,4.315804655772258,1.9610327561427707,3.281123474480391,2.98148134655461,1.7303902077689097,2.922963115369761,2.798925197021801,1.0702210798931031,3.4685570745314878,2.129097295252282,-1.3394597792792058,2.8899567589953277,0.004034449997151944,1.8588926043788891,0.05611915877557608,1.9331339530856633,0.015279576535496482,2.488951574688109,0.0003553725166722945,3.191820546305904,0.00327855788457339,3.452117552952051,0.004816570898856506,1.7119431482461378,0.018492996899052056,2.5038308769502975,0.014625240501054107,-2.489205636449243,0.00723104795917326,0.13104498174265894,0.006138434450773754,0.16655510158941902,0.06300764283445404,0.25778633186848887,0.0786404276315143,0.08698706000122872,0.025147073029463993,0.27731508755536605,0.0009340137320978391,0.1383909543873581,0.007723902689175641,0.5976489683076437,0.026974648903807547,0.23653264077888045,0.2095579918750729,0.12628613251910537,0.03334210483161348,0.09662479260573664,0.03052024419703034,0.13346621960717234,0.023083037330926003,0.1503066578964643,0.03187057255435934,0.15552064533608378,0.04749556467229182,0.12628119714588987,0.04319395264867923,0.12383711559133129,0.0007140423034713759,0.13033182295739765,0.030031359791195946,-0.1003004631662017,1.5324236058357474,0.6025716340808532,-0.9298519717548942
A01,5,12,21940,3,0,0.04296475952190143,0.0025359948973433916,0.004901933504649137,0.10846774024997068,0.0014426381401496104,0.06588810705772953,0.006243839885920415,0.030519683800731615,9.879826214029851e-05,0.009925883169094278,0.00044165652415098364,0.002241293375381548,0.10484435433549655,1.0014176605003153e-05,0.022991140024915487,0.03136981667526515,0.008378676650349665,0.06720481406727297,0.07194066224513354,0.05225147196845806,0.04687276110668745,0.18360169591236292,0.02877260185414656,0.14772293126087574,0.045661553403325866,0.09859863856239116,0.04285317094247788,0.012824158962788913,0.009646994398456715,0.2018021300556927,0.000433078826335161,0.10914369154140606,0.03516868896808045,-0.07397500257332561,0.03263206161815284,0.010484206969994301,0.20862695576009516,0.07282718576621079,0.18369791152222434,0.04443148379259613,0.031208258391571927,0.05449978295458874,0.05826104230134055,0.025000421013235612,0.01888258301561951,0.031227481054827866,0.49655230884529034,0.09149312894901122,0.1471230173506135,0.04713767007149495,-0.09998534727911856,0.2063780622912439,0.007283709986829592,0.3062495000578822,0.0024027530239807593,0.21838942132676537,1.9594961937109567e-07,0.2811165988959741,0.0015590117657360506,0.2843483619241192,0.0035970398456638894,0.36784545062543805,0.009098833580850643,0.08570059095224068,0.05163363625717524,0.25000399801052337,0.010796454344265077,-0.2392075436662583,0.1323154617318646,0.031118157514776403,-0.1011973042170882
