Subject,Run,Trial,Overall_Central_R2,Overall_Central_R2,Overall_Central_R2,Overall_Central_R2,Theta_Central_R2,Theta_Central_R2,Theta_Central_R2,Theta_Central_R2,Alpha_Mu_Central_R2,Alpha_Mu_Central_R2,Alpha_Mu_Central_R2,Alpha_Mu_Central_R2,Beta_Central_R2,Beta_Central_R2,Beta_Central_R2,Beta_Central_R2,Gamma_Central_R2,Gamma_Central_R2,Gamma_Central_R2,Gamma_Central_R2
A01,3,10,0.1828941066769033,0.10193648746239169,0.042420508170164024,0.3555034054331151,0.16120801255173606,0.12303222589547241,0.0,0.36266319188204843,0.29761778890262164,0.13024370903739904,0.07687544340192409,0.5450583491398985,0.17961388867690153,0.1209299898505771,0.0056191299386744486,0.46841280880298125,0.23550024333755928,0.18304174559107492,0.0,0.5209738111960455
A01,3,11,0.14340393664393308,0.12349947610191421,0.0,0.3526278496854382,0.11424060050526648,0.14405635670603625,0.0,0.3984569248532827,0.2148671034024206,0.14275888840855908,0.004965241367198321,0.4029067817681649,0.20914607175614522,0.12711435590317047,0.0008206009095905266,0.449615132957973,0.17627517208207413,0.12883941719891234,0.02268074186044936,0.4634736476709273
A01,3,12,0.19480542947352025,0.0500902234460923,0.08874507900487702,0.28809551789031473,0.1407545509837018,0.11071150506652658,0.0,0.3307099615598038,0.1407816185823072,0.11241839122001747,0.0,0.362170924110849,0.28034185532765765,0.12665323056299552,0.0,0.46250683821694094,0.27897508372493357,0.13466570477335688,0.09543339830617746,0.5272164405869699
A01,3,13,0.22355821487240837,0.09923464515007004,0.04513498257730091,0.3791310098701693,0.20638706689532557,0.13606068517832232,0.05746824386559969,0.4790727051154712,0.2677084850905081,0.1988020100727595,0.0120033231347262,0.6179051264938005,0.26964372509879514,0.12018416424553742,0.03200347494997546,0.4551823666502039,0.2218438203973727,0.12913417812896075,0.0038160129938691967,0.46348978525684487
A01,3,14,0.25159875686066036,0.11424912779775366,0.015777071302529238,0.3922816325373971,0.21667515115392524,0.17326008207055985,0.0,0.576768474924552,0.3255378885242735,0.1764505106475428,0.0,0.6057143827346586,0.2896543645571895,0.12145023395909721,0.0876709757093761,0.4720102718503089,0.38749787704383964,0.12415639926558583,0.09153597612933875,0.558103897522353
A01,3,15,0.15246266667424693,0.052482348847593806,0.07360320159970932,0.2521116262738144,0.1064853534046211,0.05590747896384542,0.02937397868378888,0.20049330095362894,0.22063445303765533,0.12810187411548069,0.0029216318488114934,0.4465774075328398,0.21359302214163076,0.09604965179187522,0.015201444682333152,0.3940576858783599,0.26692665102469204,0.16361009593448667,0.0,0.5625100412634702
A01,3,16,0.253354962037623,0.12927541050219227,0.03070073578214578,0.43546724421494437,0.11503473653598952,0.12556865843026724,0.0,0.4057573372617838,0.34936171268734634,0.19884804414017931,0.0,0.6840941681580582,0.30217034314588076,0.07128279881078485,0.19352169877050487,0.4382832893647975,0.20449578509301197,0.17103499858363516,0.015900913054267014,0.5249505911496956
A01,3,17,0.2101455742866184,0.10732070505489623,0.0,0.36367070535675045,0.1432447587103817,0.08664782048603964,0.0,0.28887247361929963,0.3329656703895736,0.20832897920332027,0.0,0.6014984441217478,0.2081513266607447,0.1112668325297644,0.02247735788694232,0.3990735054361248,0.3833135824837325,0.14519206408771515,0.07724506424528574,0.5783376671103222
A01,3,18,0.28473103281633844,0.1386772754007938,0.06269995936186291,0.6193747739972795,0.3765034890519976,0.20860513300260933,0.10939607041312949,0.848932066700568,0.22744162308655672,0.21055872092460787,0.0,0.5307282553130257,0.24554773371211747,0.0920456835373768,0.07065541241135116,0.3605693646046085,0.1409095332535148,0.17582452221792502,0.0,0.48870824519157313
A01,3,21,0.14529088992778813,0.07387029756478496,0.043149947865711434,0.26972942773570047,0.11335623189901138,0.10115587584823935,0.0,0.31463168209061143,0.24641335829867916,0.18309518021121585,0.0,0.5934824460767316,0.16496628954125658,0.08812503338998649,0.022805163125384782,0.30844700938614,0.34843119751269447,0.11488859975582785,0.06452438801660844,0.5121837053169199
A01,3,22,0.20750313530825534,0.09600789149656042,0.056187199853961735,0.3831052505076425,0.13053153583667593,0.07190075199021576,0.0,0.22813263964700786,0.2979488693270586,0.12753081365308028,0.008123150225999918,0.491360650327244,0.26417593375802756,0.14154820422527561,0.0,0.4637758735841695,0.42627939055719993,0.14076827818277932,0.16923029913199958,0.6156605886664318
A01,3,23,0.10284321853717783,0.06662897261894409,0.0,0.2339466815551499,0.0979749947397171,0.07895920127262143,0.0006640281681640849,0.21440776111494683,0.2057639687699715,0.14251810227488715,0.007662531493407977,0.40380771250497194,0.11119406087729983,0.1060169364884475,0.0,0.3230415022249856,0.19277413875471258,0.1277991960131417,0.01083473302656993,0.39896584505703936
A01,3,24,0.14531539255870704,0.10580740526456374,0.0007257444136451781,0.3394620663002209,0.14021963673352808,0.12479745304661342,0.0,0.37321186999451034,0.27072137288918,0.17361246935950214,0.041901436110017586,0.6083865694624399,0.17440155690072132,0.14756413056177548,0.0,0.4061083940781415,0.24269115395609506,0.1601965438589576,0.0,0.4891625709314165
A01,3,25,0.12390508439574562,0.08673655664288663,0.0,0.2440120762279586,0.08582959353167166,0.10798220722447298,0.0,0.2863804496688767,0.19205162593656697,0.16383506432764436,0.0,0.44037930480590814,0.20523912283916923,0.10146546405856448,0.009598933244965904,0.36627191525638597,0.10240362789227907,0.15087827609318283,0.0,0.5312186117406438
A01,3,26,0.16653657670492492,0.09677902446129721,0.0,0.30212389197709577,0.10128998838673887,0.08950136109682112,0.0,0.29686612479357705,0.2814858410064554,0.17670024979314222,0.006071787821717943,0.5580616650011689,0.23169115226120593,0.13688350518161824,0.019790086712337125,0.3964285923882162,0.19387322422771663,0.17059411366387503,0.0,0.5955087880394858
A01,3,27,0.18362966625947724,0.10924500230304723,0.02105416263675294,0.3868326344429292,0.09249048104579453,0.06835714963424688,0.0,0.22774665712937361,0.36218768911881616,0.21138458808565336,0.012593577043546498,0.6313897808767914,0.21191383000779684,0.1296704659590939,0.0,0.43876466921937674,0.14070890825594046,0.12308912559910287,0.0,0.38464261913965453
A01,3,28,0.18997591315117693,0.10940687267426076,0.0,0.3859984416852739,0.13412529152307073,0.07891917686180629,0.007670829388701513,0.2704782348116111,0.2799356232158326,0.16045380147708105,0.0,0.5291942797190528,0.22907663052097285,0.11907379858247433,0.05601132823787293,0.3908109673714833,0.19269013264057186,0.11932745366866078,0.01423597531657377,0.3786978691221772
A01,3,29,0.1683887755501893,0.06195640961280871,0.04694224820575944,0.26493176957490433,0.11275055914902052,0.11370257150714039,0.009541720474023161,0.3527472783293133,0.22967477344526632,0.0877936126313462,0.08097048093300348,0.44886488945875264,0.233058972243814,0.10009694371335152,0.05742298861575569,0.3923895145128398,0.19832824314113068,0.13808095416181776,0.018010572925496095,0.46292768985406024
A01,3,30,0.22009506110822874,0.12013138727865887,0.0,0.35271141512686094,0.19474842541920953,0.14227566047666093,0.0,0.40014318939521293,0.2514925210213613,0.1306754317344518,0.04468523804394605,0.4637789811695555,0.23806733895083074,0.1290554313767514,0.0,0.4694681894886824,0.23476479690796778,0.13538739561076046,0.02825143385217423,0.4474684115736803
A01,3,31,0.1718499409280387,0.11730693875459113,0.0,0.39401567855279157,0.14569517388874503,0.1208652144932722,0.0,0.3710117097959667,0.22145568710082678,0.1391449320691959,0.03372517644572363,0.5299541914937004,0.27201421123815595,0.08307820893375965,0.09122251031438024,0.3975637608259478,0.15799091690533196,0.14105562523477191,0.0,0.4308035092384675
A01,3,32,0.20966870860912523,0.1082924020956678,0.0,0.40931576819634874,0.09823655034802602,0.07312725549553571,0.0,0.2425996559155612,0.430196753416689,0.1918863456330453,0.11974550271054964,0.825839883298097,0.1936015276362975,0.08511083092065894,0.06248605976106219,0.36974153724583275,0.1834125648406953,0.15158326746868572,0.0,0.4291274912972595
A01,3,33,0.19989024662099256,0.14442704271255047,0.006940888411804577,0.4756460360958482,0.14379144779943076,0.13910581900064925,0.0,0.467948224273726,0.3144255346001892,0.15718175467524753,0.04216094002294657,0.5661273570453689,0.2401564532362176,0.16729805574718087,0.04765114205831283,0.5829755745024661,0.1799752115533919,0.17372008488072,0.0,0.5359114983372203
A01,3,35,0.20468321699098596,0.09271322324711992,0.09065741461612017,0.38096371691870007,0.15798469288827188,0.14318710820638406,0.0,0.5462839512149752,0.2415023400130756,0.14839160925628464,0.0,0.5061748611305044,0.2734912601015954,0.09699641397581459,0.12957256353868238,0.44173106473225215,0.1702299413479401,0.09402523526209063,0.015285571943458651,0.31346886315930994
A01,3,36,0.1905543040387797,0.07538551536484658,0.06360481954719388,0.28539179507862317,0.1349908760251419,0.0924317025484404,0.0022983014456496387,0.2791779280788971,0.3339226329835228,0.20724961898072267,0.06795106599269987,0.603019374425067,0.15442130887551114,0.0743521314626143,0.038124180257741905,0.3064293687527468,0.1806905274410761,0.15683686412833436,0.0,0.49504832562515894
A01,3,37,0.22171142894391724,0.07685361883670895,0.10397128705500916,0.35732777648368874,0.23550325644135184,0.11874821825514423,0.059435456742252146,0.4780764529867413,0.30412008105971045,0.17906161414785696,0.0,0.5008521102226164,0.2271380489312671,0.11950930606781279,0.08307069879556037,0.4474855993884752,0.19921157282193155,0.16249599255391572,0.0,0.5636641239911652
A01,3,38,0.1801878330076211,0.10413398931639964,0.013627915638888386,0.3765020696558086,0.1853213930048731,0.14098535958491784,0.0,0.5066313339347591,0.27893472123113505,0.1603335079997164,0.017713282709438585,0.5598497662745945,0.20733843989570577,0.061319753590591254,0.09659008145687172,0.2835354679377227,0.1798819627177977,0.18462140516098713,0.012273381047273,0.5964602657024384
A01,3,39,0.12487235162354911,0.08173263438503779,0.0,0.24791155007169466,0.29953578865725766,0.17008843363930928,0.02506517098271163,0.5817505266566629,0.14416558668914156,0.1520032314065652,0.0,0.5423607131413933,0.12510336063187116,0.10914448340704737,0.0,0.31413046053618815,0.23462448980452583,0.10851233422792785,0.02172247196452323,0.3890620998431719
A01,3,40,0.12321123058552878,0.08601565042931529,0.004087501280811082,0.2512737981288448,0.09634972351988287,0.07548081284049456,0.0,0.25792651653749227,0.1616568433691302,0.13518609679906465,0.0,0.4385242707859548,0.23058495228030226,0.12692225072330954,0.006541462218738081,0.3908050800517617,0.20993654210774615,0.18172747729136055,0.0,0.57597508559169
A01,3,41,0.14609429962783588,0.09951249568884712,0.0025936392632999183,0.30441164120744396,0.17694230798083585,0.1454549239714601,0.013952165079996795,0.42766227595977696,0.2170849547715786,0.17999393021970136,0.0,0.49579007906898565,0.20307774484343633,0.15501939821790958,0.0,0.4535823588580939,0.13744409618612005,0.1228143028584148,0.0,0.3755328216794653
A01,3,42,0.15932632793842705,0.0699566532997193,0.05637448344178834,0.296165776178621,0.1577076701747124,0.11472619032501775,0.014302960473489588,0.440274644154662,0.250873100928462,0.13783744250214042,0.06834223737112614,0.44516724225356075,0.1593459860553774,0.1264426382751755,0.0006668502945466059,0.3610718324900112,0.20813050388819498,0.11588840435020661,0.0446024240324065,0.5158055365652785
A01,3,43,0.18725902269025005,0.09957489336379532,0.013087394946031268,0.380680579875959,0.13858425032071447,0.13536638684572466,0.0,0.41739127451943364,0.3088731819120261,0.15161513357152342,0.015178138317033931,0.5111785708975882,0.19498522159714599,0.10242077132451677,0.02814250134663023,0.36047012094503417,0.26165355111628635,0.1618712106363307,0.02266574833156906,0.5545158454030912
A01,3,44,0.16405746146867686,0.07670764864889537,0.014813216018742938,0.30035543349289634,0.1703113488934243,0.10498250196781332,0.0,0.36094010629707185,0.2693177260741079,0.13674502032756686,0.08865741273113521,0.5659131140324642,0.18323815085072373,0.11727651512947389,0.008680360343992015,0.36830172767346253,0.21184759556099786,0.15834604400727906,0.009996777123856668,0.49418994536504535
A01,3,45,0.18157574253500217,0.07722209747474307,0.010139604482295181,0.2908420868785518,0.07731935537373144,0.04844409326119759,0.0,0.16104054223270167,0.3809593581219934,0.17112088828716457,0.012250084928019283,0.6502448377383249,0.19282619248865326,0.1087307440441369,0.04013961699429051,0.3730456781323635,0.15942525965446772,0.1301280202147573,0.0,0.47410379363311356
A01,3,46,0.18061421073005557,0.13315715175949475,0.03348459474898981,0.4528138294735214,0.15801401634260356,0.16691133722892468,0.0,0.49424381745394896,0.2781898520248657,0.18618702378026394,0.0,0.606189063851535,0.20674725024003657,0.10055459746811601,0.041787363749216704,0.36686750329277584,0.19810883790101885,0.11770451428809776,0.010782498967971454,0.42215857915993765
A01,3,47,0.18292718028021795,0.0908444412387728,0.06704129580431259,0.4193855052610857,0.15147974398574307,0.10760713394775745,0.005808271145226133,0.27629965894179587,0.23068581957982323,0.1270333376500461,0.03633475056128015,0.553901776995237,0.23076123089502676,0.11625438887409466,0.020313181549587136,0.4035883897799658,0.16185329655467393,0.13340554086382905,0.0,0.37696664421562537
A01,3,48,0.12543245519686919,0.0883357812459518,0.00895645408762594,0.288163628256974,0.04930678567824365,0.06792604438248286,0.0,0.19746136966653896,0.23083926115818446,0.17175959507325633,0.005715233948992903,0.5352403544739481,0.2663121068942696,0.07997986603638088,0.13751423297447016,0.41603933375722785,0.1798145731080519,0.15156306896322208,0.0,0.4486487311605502
A01,4,1,0.2887339812525064,0.08113017785091775,0.16876240258958689,0.41573318302702117,0.11921551322301847,0.14467500865652225,0.0,0.33808503578555477,0.3374561154417796,0.17393037012015264,0.027364723958395225,0.6269888821026567,0.35750864831998275,0.10069300846830774,0.18983713353757922,0.5121885816477724,0.544635647021911,0.12571569295630142,0.23483149496144154,0.67995915195314
A01,4,2,0.2220377573275386,0.08548824476817753,0.06056007767777673,0.32117571278682544,0.19996233954737097,0.1343000010788523,0.052999229737215096,0.5045249578814601,0.2437096837231874,0.18300750636342075,0.0,0.6120654970131021,0.2572299905783286,0.094866792567162,0.09006954330415792,0.4345274194973765,0.26908927204420224,0.14915993883347556,0.02972925865351545,0.49568276512906667
A01,4,3,0.20090054095117296,0.1033411462573,0.00012966349380920988,0.32081135268734734,0.15188381760362246,0.12190922583032407,0.0,0.3776282864146176,0.34357059828726416,0.18049423408196738,0.0,0.6524827597441158,0.22405716951885246,0.12209476601843941,0.03357219388367202,0.45416569061618156,0.31760498380082314,0.14228536927412141,0.0,0.49499790722947484
A01,4,4,0.23940289668860848,0.10438234339142774,0.03200894165574174,0.4047718861576752,0.27691204097014727,0.1237134393899343,0.03033245108219938,0.4846447994520911,0.24711791000490244,0.2262762554222811,0.0,0.6558152702838141,0.28220451010146397,0.12878991462008763,0.05996989768118515,0.45869172582786033,0.2908274686799872,0.16516887705716127,0.08154264563596199,0.5631071452123162
A01,4,5,0.13766218179723885,0.11667201304331126,0.0024637671707878894,0.35153520268457195,0.10860320780828014,0.0901582208206035,0.0,0.2535418749106811,0.2095243151322285,0.1489929770546531,0.0,0.4785013594921453,0.18242939990022863,0.13093020514608103,0.005112988205945079,0.41707109641692164,0.22760468695952887,0.12910870680560385,0.04479168180840354,0.47820781305856874
A01,4,6,0.1779578137698842,0.09829435257428085,0.04435688758313473,0.3987513110889363,0.1550200311342189,0.13930580559590022,0.0,0.5383400650326824,0.38430775951142837,0.25465954137521996,0.0,0.7683523443341901,0.20899655228754968,0.1336641684167748,0.0020537358775582887,0.491873724692547,0.3321960482099554,0.1355063651609704,0.06626882568243986,0.579316758383105
A01,4,8,0.29913632752052016,0.11807719401629364,0.019788722568633812,0.45685764132158496,0.33142586969827936,0.1659212372959342,0.05119181090213625,0.66877536774662,0.3266647598693174,0.2194360421617115,0.0055080662323743045,0.5877634642273402,0.3152749734069511,0.12950313585019557,0.022842104841624442,0.4607904143578381,0.4221287766856247,0.18621676129107695,0.16176423196723672,0.702822615015504
A01,4,9,0.2274579476433351,0.07012756926565823,0.1180118736619017,0.36586245395138317,0.18267600311862922,0.14294805583238676,0.0,0.46746306540743426,0.19972380231529643,0.16421436662029334,0.0,0.5092019163109179,0.3140923951262974,0.08451522077371966,0.1375548172836051,0.4409416063591985,0.4086744146934515,0.2255943952071031,0.012806953882741097,0.6692521907311434
A01,4,10,0.21967549186560253,0.06715432402821092,0.07727812720636555,0.37798828224652314,0.16473246802784386,0.1036729271410762,0.0,0.35606478441989503,0.2869646283143272,0.11578198959486637,0.06522502124504552,0.508187838682982,0.2812042002525679,0.12302305267899456,0.12951747305544206,0.5250525297121711,0.3157441455889178,0.2152273972372089,0.0,0.6747487262103207
A01,4,11,0.24140062971826295,0.09910857482519292,0.06780403556936081,0.39854949194219114,0.179177482429552,0.17362349104514696,0.001321320202678024,0.6065502823719864,0.2907358728061779,0.2356181787894163,0.0,0.6697514776289649,0.22718784075628312,0.15782230291246294,0.006524619997601614,0.48764711847141035,0.4044367852795588,0.11712556610538517,0.16319414083581804,0.5616568308117549
A01,4,12,0.14285617133144823,0.09521477809327028,0.004855253635866205,0.2821573251857853,0.06491854974248093,0.054222825747058945,0.0,0.14875706313641482,0.228922823767526,0.11529139281626154,0.08903537403808655,0.5124890166494549,0.2433370745466073,0.1508753917346932,0.01016454127548467,0.5068837911690764,0.27257457333678814,0.1377395691114977,0.007820956477109961,0.5050876804906401
A01,4,13,0.20882007724083218,0.10566639156302064,0.022270259636728653,0.3624732614760153,0.1704791943959651,0.11779330489135648,0.02417602432322192,0.3878808423585746,0.25732890972939265,0.14593998854603357,0.03769048360011503,0.4880026423865835,0.23579495261126895,0.1352291304740353,0.013114717510803493,0.4819487893291607,0.45046451627799844,0.13699312007882286,0.1465663368632098,0.6740713749569205
A01,4,14,0.19677436552485542,0.0823983119305301,0.07153414275821393,0.37538178499636404,0.17727860176366636,0.11408886058166183,0.019093452387515013,0.40682187619562515,0.2498594729039225,0.18378681240111983,0.0,0.6124981255926482,0.18195842043167076,0.17362079480134598,0.0,0.46607978654591486,0.27460184235933754,0.18476202142282963,0.0,0.5500914627672581
A01,4,15,0.20563062100575893,0.09674073242655255,0.08890197313994223,0.35580222987674276,0.1277817575213708,0.11983162927814477,0.0,0.33929144348657136,0.25045917113836214,0.215247445047441,0.0,0.5983867065520203,0.29728364936766283,0.1012542433282682,0.09078558537383219,0.43175534921619274,0.25880629552961343,0.18886280236871195,0.0,0.5721367436695567
A01,4,16,0.18585878775196002,0.09983166084821882,0.030142754790791378,0.3878201961391282,0.04212523927449976,0.05083437460521409,0.0,0.13207785467743477,0.2970812673004152,0.17480398107067682,0.0,0.6011051288874805,0.3313763486451958,0.10003351519864843,0.16144902197693817,0.5243143487734361,0.37811951801033383,0.1080074080083305,0.10459853699513091,0.5060303540580855
A01,4,17,0.1732130320891784,0.0975983118807866,0.030972159291621084,0.30452797657115704,0.1544815454536485,0.1352534081613111,0.01859092264821619,0.488011076498413,0.1499158171399521,0.16403318120040986,0.0,0.5280988829810215,0.3153822359133025,0.0940979758277407,0.15578291493822377,0.4843803379182517,0.34173162552580305,0.13266526698323555,0.1404320227515668,0.540388267317389
A01,4,18,0.2348261486936753,0.10702464173229105,0.05013624338831283,0.399996238666291,0.1502559819306014,0.08601006758159935,0.026417906913941587,0.28731602229333747,0.2679282741046222,0.1654786412725541,0.0,0.49918793291430547,0.31559958774344615,0.17588621475070382,0.042269513536766855,0.5266738750585206,0.41585522124398905,0.16845099408842035,0.176300973906256,0.6573578693680467
A01,4,19,0.12075576122836792,0.07630804100260545,0.018854807310816728,0.25921040648622634,0.1303667543810149,0.09993121458522278,0.0,0.32541319857249357,0.13764935883451854,0.09149474508220083,0.0,0.27667460957110185,0.22849334718613346,0.1288824697951858,0.012404595076260683,0.40174694845929143,0.19852672729091153,0.20050876418423555,0.0,0.5861514955164082
A01,4,20,0.23741291514533572,0.08855427014274207,0.11019857504824959,0.3815289385907747,0.09428150171955056,0.08248127661455164,0.0,0.31435962190918726,0.2898318934493081,0.19111081013679956,0.0,0.6529325925431296,0.2921268406449862,0.17956821236943063,0.04249634472734979,0.611142703074214,0.4228153578102877,0.14260496610984455,0.19942542399898494,0.6464095497600325
A01,4,22,0.2169920325399323,0.1251530596056555,0.04776915957068235,0.5084758692258459,0.17256104763259403,0.10160034526713604,0.01572065265609936,0.3547733272632606,0.2652889488402333,0.18287315994628092,0.0,0.5033864889159766,0.20324169457896743,0.14744531143302728,0.011498247115164562,0.4569123634545354,0.24356698274245298,0.1411778120939989,0.03656230879703702,0.5350903335888672
A01,4,23,0.22231814790876264,0.04259292010440256,0.16251828515671532,0.30936498615423363,0.20706115340804684,0.1137395721625036,0.014590631064940787,0.346834984831318,0.24598076412807818,0.14139507073187144,0.0,0.4367615783714839,0.1735374786752125,0.11261853782238641,0.0,0.4091122545781914,0.1555432666457934,0.1345723901706116,0.0,0.3542501456263446
A01,4,24,0.17295044565646153,0.07182107123680395,0.05773999254918838,0.302722370083888,0.11580924713762869,0.10387020738173787,0.003501481017541822,0.3516035364947418,0.22087281415564727,0.12338113153662815,0.0715842859922577,0.5282709905094807,0.2304928369093287,0.0908008324867138,0.1013916899000097,0.462571602680337,0.3208578236239018,0.1494240348325571,0.08023566278445934,0.5251182205220083
A01,4,25,0.18437135550073602,0.1046756367569778,0.0,0.35867306058466736,0.14227759577800106,0.08465190719159507,0.0,0.3069661808636442,0.23994774974175787,0.1761246221127537,0.0,0.5037701710990011,0.17681900653708763,0.12879315253038073,0.0,0.3925573215976192,0.3585664485684711,0.1572315351163557,0.0,0.5508246175520429
A01,4,26,0.1644706764802698,0.09808608116943265,0.0,0.36501158016057705,0.10894105894865361,0.11441690781861359,0.0,0.3723024982868629,0.3249015605051587,0.19361541638635102,0.0,0.6502842552367943,0.18867657230226959,0.11062847460835393,0.040757687431487825,0.3892934221875287,0.30135869558208317,0.21581356168516946,0.0,0.5995373405369705
A01,4,27,0.212100010765058,0.08211299238724608,0.04660276735885146,0.2924084703743569,0.12389460343206364,0.08399301837064245,0.0,0.23220986327388568,0.3794306606645172,0.11904269004179698,0.10416677898098155,0.5361765421857344,0.262383096726902,0.08358017510817725,0.12985752884156376,0.39487856805599514,0.27429005688071284,0.17496360733534266,0.0,0.5114647004772924
A01,4,28,0.14313379686913688,0.11544446555305214,0.0030769877612139007,0.3767696116083335,0.07414698356412047,0.08848365698037576,0.0,0.23252243570416217,0.18964920467946364,0.16166195167077171,0.0,0.5124151303681631,0.2479302236345737,0.16335411245107778,0.001540677281002664,0.5829905878469537,0.18102797174978644,0.11340670081147258,0.0,0.3843245987502987
A01,4,29,0.18797682945086522,0.11960062855482757,0.0,0.412394369907004,0.2023878563165692,0.14601909759679735,0.0023137618221999523,0.46055385177914,0.29342527978465444,0.22930563696388984,0.0,0.756150602377761,0.1482684399207591,0.14706356385258912,0.0,0.42597589804959457,0.18986437162755054,0.13050605781490332,0.0,0.38553596073206514
A01,4,30,0.15152247216174614,0.07415822185313284,0.024306608294361185,0.2594429379048366,0.09191760849490159,0.1079641188660888,0.0,0.404026198319526,0.22454938155322854,0.1593917319174731,0.022331635873366413,0.4620421592911476,0.2538161139827494,0.12071156190105224,0.014909603429672671,0.4151088478632948,0.269711237231985,0.20137185444488256,0.0,0.5185457081295546
A01,4,31,0.18892898335316743,0.08511060530785024,0.04947053136947299,0.3201858992032061,0.09358665368907747,0.07741067289368234,0.0,0.27226376235131433,0.31621702042172894,0.18984255878792655,0.0,0.5699525482101143,0.2370354526812474,0.12533182171868593,0.02356467650538225,0.3953192717991526,0.2624811615586867,0.2044030457577525,0.02215805149873516,0.6287116306062425
A01,4,32,0.19216170385667963,0.10313720372401666,0.0,0.33183150449708554,0.1314211958443377,0.12458914801471656,0.0002447805455522462,0.3375675453380597,0.31069908046959643,0.18285022461807474,0.0,0.6926039240571216,0.16544519008373185,0.09506186772361847,0.0,0.3486197815237321,0.3065507201222338,0.14286368070489905,0.03882592765826108,0.50937768367511
A01,4,33,0.21181109101614168,0.06520797691795775,0.05993401224089374,0.3080376664396263,0.16435095485736992,0.1207229570608115,0.0,0.3630204606517699,0.2672107881360394,0.15352653776807626,0.0289740269784852,0.5462850265071291,0.19370760824801747,0.09903151186307556,0.0,0.36557634303871855,0.31643308168152084,0.15279837428832024,0.04181863283817834,0.585875148833423
