Subject,Condition,EEG_Channel_Index,Band,EOG_Left_Beta,EOG_Central_Beta,EOG_Right_Beta,Intercept
A01,Theta_Clean,1,4.0-8.0Hz,0.5181671195592593,0.20573584226413355,0.21427685981579273,-0.003976518819342178
A01,Theta_Clean,2,4.0-8.0Hz,0.4815321523594238,0.21348554198671738,0.2966145768956866,-0.0016966829643200166
A01,Theta_Clean,3,4.0-8.0Hz,0.4649977022416715,0.21522769707475992,0.390455339747928,-0.0034767841828136216
A01,Theta_Clean,4,4.0-8.0Hz,0.41489174323783184,0.21028480457451054,0.4415260792778428,0.00020657902535820802
A01,Theta_Clean,5,4.0-8.0Hz,0.3606810590496502,0.20175992251195873,0.5134455650150513,0.0004636940082922335
A01,Theta_Clean,6,4.0-8.0Hz,0.374288194792895,0.11378028400209672,0.06313260132375792,0.0004701131644844572
A01,Theta_Clean,7,4.0-8.0Hz,0.35749657770505616,0.14467108398213568,0.16153999030941643,-0.007669798146485235
A01,Theta_Clean,8,4.0-8.0Hz,0.3595019352973622,0.16042589616942088,0.2499502796619445,-0.00885317268773053
A01,Theta_Clean,9,4.0-8.0Hz,0.36208102429892636,0.1572022473165269,0.3351864515866204,-0.013579671388664756
A01,Theta_Clean,10,4.0-8.0Hz,0.31672770163855735,0.16037043501004714,0.3871050721585507,-0.007483774202856232
A01,Theta_Clean,11,4.0-8.0Hz,0.24906872106971864,0.139882233625276,0.43741770869504615,-0.0070375292931452015
A01,Theta_Clean,12,4.0-8.0Hz,0.1769408257776044,0.10895510180629944,0.5140391637452282,0.000802484481902022
A01,Theta_Clean,13,4.0-8.0Hz,0.20360935085275506,0.11986285197300367,0.12190621100570534,-0.007212663365854238
A01,Theta_Clean,14,4.0-8.0Hz,0.22727458566828448,0.12818268859486978,0.20111306228981035,-0.011807568590861298
A01,Theta_Clean,15,4.0-8.0Hz,0.21946544044615868,0.12332572552745469,0.26065573548348464,-0.01771451316508607
A01,Theta_Clean,16,4.0-8.0Hz,0.19771355632099483,0.12313771385426489,0.312964946084091,-0.011504558475747292
A01,Theta_Clean,17,4.0-8.0Hz,0.14913208896931968,0.11284665295563778,0.3510814634849579,-0.005820694159446318
A01,Theta_Clean,18,4.0-8.0Hz,0.07791195604736496,0.10256131427634983,0.13311476165784789,-0.0107024465305258
A01,Theta_Clean,19,4.0-8.0Hz,0.09676811068848223,0.10262215698565631,0.19227863887304966,-0.01357035529754751
A01,Theta_Clean,20,4.0-8.0Hz,0.0692066751802926,0.10179330711445223,0.22164388031586776,-0.007862326206154745
A01,Theta_Clean,21,4.0-8.0Hz,-0.03417360390043246,0.09043231570834034,0.11649295328675452,-0.0067690900782445326
A01,Alpha_Mu_Clean,0,8.0-13.0Hz,0.3665386353757891,0.4896849159498623,0.35224286696912704,-0.010703213642971734
A01,Alpha_Mu_Clean,1,8.0-13.0Hz,0.5750135011291287,0.29917151778248835,0.21975097025909363,-0.013373113091468337
A01,Alpha_Mu_Clean,2,8.0-13.0Hz,0.48011081241751324,0.359987724058101,0.31048640219737395,-0.014230614111919013
A01,Alpha_Mu_Clean,3,8.0-13.0Hz,0.40526859548445515,0.391661463595235,0.3940425002598302,-0.01614994802418698
A01,Alpha_Mu_Clean,4,8.0-13.0Hz,0.31498100255796263,0.36525822465281266,0.46442282562127807,-0.014883885529596165
A01,Alpha_Mu_Clean,5,8.0-13.0Hz,0.22895431375791586,0.31174177499304945,0.5611895336561419,-0.014472081717180268
A01,Alpha_Mu_Clean,6,8.0-13.0Hz,0.5162121769084028,0.0628256711013212,0.06798095592613057,-0.008988013339370807
A01,Alpha_Mu_Clean,7,8.0-13.0Hz,0.4566977820259212,0.15366022088702438,0.16426501932902599,-0.013141319475232656
A01,Alpha_Mu_Clean,8,8.0-13.0Hz,0.4224677576691399,0.2337209011842848,0.2890138084014859,-0.01511872721525448
A01,Alpha_Mu_Clean,9,8.0-13.0Hz,0.4004921389998124,0.26469902966949305,0.3965277027776448,-0.017412048189589493
A01,Alpha_Mu_Clean,10,8.0-13.0Hz,0.28617415902022175,0.25046506499212184,0.48359996990829535,-0.01569081868557629
A01,Alpha_Mu_Clean,11,8.0-13.0Hz,0.17526524254072848,0.16953888892090108,0.5902347663699271,-0.015061857586462855
A01,Alpha_Mu_Clean,12,8.0-13.0Hz,0.09646341016119292,0.08351436062471906,0.6956487031750516,-0.010479790427543694
A01,Alpha_Mu_Clean,13,8.0-13.0Hz,0.2761723549758767,0.06963666347957514,0.1268436183738517,-0.011168657640629466
A01,Alpha_Mu_Clean,14,8.0-13.0Hz,0.2955497327084181,0.12771898743123497,0.2555838969213966,-0.013615863226476748
A01,Alpha_Mu_Clean,15,8.0-13.0Hz,0.28353762305059044,0.13963868205682967,0.36987641289203305,-0.015005965333010164
A01,Alpha_Mu_Clean,16,8.0-13.0Hz,0.19803358898854273,0.13054224514719726,0.4771871242230291,-0.014054366524113758
A01,Alpha_Mu_Clean,17,8.0-13.0Hz,0.10018355993076684,0.07528793675693551,0.5752486563572827,-0.013157756023554392
A01,Alpha_Mu_Clean,18,8.0-13.0Hz,0.14284117789122006,0.054510298588438144,0.20148089185413984,-0.009705741476405603
A01,Alpha_Mu_Clean,19,8.0-13.0Hz,0.1453306977055944,0.06564752408497154,0.32698519643075075,-0.010823955294694676
A01,Alpha_Mu_Clean,20,8.0-13.0Hz,0.08400441557831734,0.04863040899797233,0.4205626507247464,-0.01097801243514994
A01,Alpha_Mu_Clean,21,8.0-13.0Hz,0.010868300043947548,0.03180872304382509,0.25829789039382783,-0.008662601290413977
A01,Beta_Clean,0,13.0-30.0Hz,0.09491315675631196,0.5963795541287261,0.0998268224053777,0.0013723924533430285
A01,Beta_Clean,1,13.0-30.0Hz,0.22865249765586612,0.4459071646257788,0.048560882807971203,0.0013220130586487524
A01,Beta_Clean,2,13.0-30.0Hz,0.15277428315581026,0.5077412517898096,0.07638337138496319,0.001474492897255894
A01,Beta_Clean,3,13.0-30.0Hz,0.10959331160514367,0.540539841333709,0.0940698616913842,0.0007057024392209962
A01,Beta_Clean,4,13.0-30.0Hz,0.07230939068994714,0.5015043454955703,0.15936429359193668,0.0010897170686924155
A01,Beta_Clean,5,13.0-30.0Hz,0.04894664111367351,0.4434579873191271,0.23628177822709165,0.0008841064498309669
A01,Beta_Clean,6,13.0-30.0Hz,0.307712553473373,0.21409431673841128,0.030583036775202514,0.0011644970781368679
A01,Beta_Clean,7,13.0-30.0Hz,0.2273715229078743,0.31234538714022564,0.0620149436948957,0.0008337013327902318
A01,Beta_Clean,8,13.0-30.0Hz,0.1618934559599418,0.40076277675830657,0.08667369652790399,0.001031434929717076
A01,Beta_Clean,9,13.0-30.0Hz,0.12616259545129202,0.43636498904329635,0.1262684213014451,0.000712082631162674
A01,Beta_Clean,10,13.0-30.0Hz,0.07761116849493045,0.40539721359348363,0.1829509563662679,0.0013536689073787276
A01,Beta_Clean,11,13.0-30.0Hz,0.05458451544583381,0.31735525248531987,0.2686550933335247,0.0013036866260318744
A01,Beta_Clean,12,13.0-30.0Hz,0.03475008866482679,0.24067046868725767,0.3629109421751323,0.0017010841673433857
A01,Beta_Clean,13,13.0-30.0Hz,0.19502912889937746,0.2088393659772363,0.07550815215614484,-0.00019207776011076374
A01,Beta_Clean,14,13.0-30.0Hz,0.14952184711099495,0.2772657533238245,0.12145000710467384,0.0005881530585973899
A01,Beta_Clean,15,13.0-30.0Hz,0.12362393099449724,0.3119995096571285,0.1393176643601268,0.0006734970644743109
A01,Beta_Clean,16,13.0-30.0Hz,0.08587453102119669,0.2654580165307218,0.2458278196254709,0.0015607486736451857
A01,Beta_Clean,17,13.0-30.0Hz,0.05822898732946258,0.20009048001752455,0.3152407240911216,0.00174510958558231
A01,Beta_Clean,18,13.0-30.0Hz,0.13687785370417624,0.1581323897476302,0.15343032541822801,6.444910375982573e-05
A01,Beta_Clean,19,13.0-30.0Hz,0.11484862063185389,0.18569590946999098,0.19669748041426957,0.0006428409096717281
A01,Beta_Clean,20,13.0-30.0Hz,0.08842772087510183,0.15728936422149403,0.24218954900805778,0.0012408247255325416
A01,Beta_Clean,21,13.0-30.0Hz,0.09494668684249355,0.10252607016217999,0.19575552201214605,-0.0003472950207028889
A01,Gamma_Clean,0,30.0-38.0Hz,0.1125894803752213,0.4378803221189926,0.12777873922358607,0.00023362050106668164
A01,Gamma_Clean,1,30.0-38.0Hz,0.18556216372908155,0.3300313644961658,0.0986926000744512,0.00015071096890753046
A01,Gamma_Clean,2,30.0-38.0Hz,0.14229489409158444,0.36398352825509034,0.1063421746558778,0.00010038136866191081
A01,Gamma_Clean,3,30.0-38.0Hz,0.11781886689018005,0.3726667054991046,0.13060470185835155,8.23840638761621e-05
A01,Gamma_Clean,4,30.0-38.0Hz,0.09655459007142589,0.36253635033806736,0.15701213301599745,0.0002063396280564111
A01,Gamma_Clean,5,30.0-38.0Hz,0.09491278483577724,0.3287727274986176,0.20360086562967103,0.00035375168879051336
A01,Gamma_Clean,6,30.0-38.0Hz,0.23000426727857756,0.24827217757923636,0.08353461788681023,0.00024415123798699216
A01,Gamma_Clean,7,30.0-38.0Hz,0.17839801076475273,0.2721497801594965,0.10655930451784933,6.09312295951664e-05
A01,Gamma_Clean,8,30.0-38.0Hz,0.1408923481968226,0.3021054233218862,0.11483525152555853,9.405799675962488e-06
A01,Gamma_Clean,9,30.0-38.0Hz,0.1215955446393485,0.30865764450075717,0.13757491657099077,-2.2437908202250403e-06
A01,Gamma_Clean,10,30.0-38.0Hz,0.09723806373604955,0.3021473139575781,0.16178409985929945,0.00019729800479969362
A01,Gamma_Clean,11,30.0-38.0Hz,0.0915636490966644,0.2731721240289821,0.20581922961703658,0.0003492993920176327
A01,Gamma_Clean,12,30.0-38.0Hz,0.0708406812030945,0.26197992867536407,0.2647928657754746,0.0006345113565346714
A01,Gamma_Clean,13,30.0-38.0Hz,0.15912717951527908,0.2356053758159119,0.11672301620938266,1.4310807407667267e-05
A01,Gamma_Clean,14,30.0-38.0Hz,0.13051177091846883,0.2502202125312716,0.125293190393297,-1.1646147950803593e-05
A01,Gamma_Clean,15,30.0-38.0Hz,0.11734118799879073,0.24472799743030899,0.1415294750907802,1.5465129706851005e-05
A01,Gamma_Clean,16,30.0-38.0Hz,0.09952433972066767,0.24302408830308303,0.1681170770326179,0.00014859984222862
A01,Gamma_Clean,17,30.0-38.0Hz,0.0859003494856713,0.2351914275842144,0.19831240050324067,0.0002438604521952403
A01,Gamma_Clean,18,30.0-38.0Hz,0.1224367943654418,0.19770401546880176,0.13647084798232756,2.1845210532138552e-05
A01,Gamma_Clean,19,30.0-38.0Hz,0.11153257757373572,0.20337452156061273,0.14617871174011984,2.4392708680220125e-05
A01,Gamma_Clean,20,30.0-38.0Hz,0.10319755996299274,0.19118849591971196,0.16002923842245642,6.614549032755369e-05
A01,Gamma_Clean,21,30.0-38.0Hz,0.09820910131502342,0.16487865660671958,0.15147036044499299,3.947352656811936e-06
A02,All_Clean,0,4-38Hz,0.19561888298177313,0.2596227550103396,0.4442530360208312,-0.0019935125460493306
A02,All_Clean,1,4-38Hz,0.29022709021428894,0.14177246756285072,0.3431814212436002,-0.003689259180404689
A02,All_Clean,2,4-38Hz,0.23648943761921745,0.14287190630634755,0.4419790859268527,-0.0037476061444554234
A02,All_Clean,3,4-38Hz,0.20484545539047833,0.14296110498242337,0.513249339286907,-0.0040709559148533825
A02,All_Clean,4,4-38Hz,0.1670417565929806,0.12804774274931252,0.5477092082460017,-0.0031025151976653924
A02,All_Clean,5,4-38Hz,0.13497246729529933,0.11465956782102188,0.6078446651300647,-0.004156025678473601
A02,All_Clean,6,4-38Hz,0.2942697191283476,0.06534923653758806,0.2150892270698855,0.0023995184627863568
A02,All_Clean,7,4-38Hz,0.2475403525602612,0.07815238454413415,0.34917397440625386,-0.0011565906779471369
A02,All_Clean,8,4-38Hz,0.21171016142739327,0.0863334675332661,0.44935996797091216,-0.0058158436891954995
A02,All_Clean,9,4-38Hz,0.1891395041749348,0.07785372785894351,0.5268741545978324,-0.007008617344027656
A02,All_Clean,10,4-38Hz,0.1572470157754991,0.07621118110995895,0.5651748539666502,-0.005456118131394502
A02,All_Clean,11,4-38Hz,0.1314096205413485,0.0597041667439564,0.6120980121843554,-0.0027307951398146254
A02,All_Clean,12,4-38Hz,0.10045881053606943,0.03844167507669649,0.652325740064377,-0.0006660645040888824
A02,All_Clean,13,4-38Hz,0.18917447634434081,0.05002796941272705,0.363953323341345,-0.0012585552935639077
A02,All_Clean,14,4-38Hz,0.1720652809519766,0.054351897874603206,0.44093428552714026,-0.005356394918609112
A02,All_Clean,15,4-38Hz,0.15657753720157758,0.046207058336747486,0.5014851761109831,-0.006734757770611038
A02,All_Clean,16,4-38Hz,0.1376229004850171,0.04482355581323372,0.5373194353002971,-0.005202488009717546
A02,All_Clean,17,4-38Hz,0.11826703454758757,0.03811916052929182,0.5761203920625302,-0.0027321827299232673
A02,All_Clean,18,4-38Hz,0.13045054843354198,0.03445676669555092,0.40263731233841066,-0.005180685851055252
A02,All_Clean,19,4-38Hz,0.1290891654703645,0.033362912216734486,0.46876485656725586,-0.006430939976702503
A02,All_Clean,20,4-38Hz,0.11220199781782887,0.02841669647645112,0.49580351634671027,-0.0052471729676111
A02,All_Clean,21,4-38Hz,0.0935546400760896,0.020915665789600635,0.42242724592661424,-0.006020585237764955
A02,Theta_Clean,0,4.0-8.0Hz,0.2717864096361412,0.25338630916513194,0.43227753352991444,-0.004478159156653474
A02,Theta_Clean,1,4.0-8.0Hz,0.3664317151514169,0.12916381546498915,0.27977583603388056,-0.006233016029035894
A02,Theta_Clean,2,4.0-8.0Hz,0.2945656930874562,0.12749111380315115,0.39832551969083413,-0.0070311592509381075
A02,Theta_Clean,3,4.0-8.0Hz,0.2509308683175386,0.12610955405251567,0.49540985770273327,-0.007599594791510614
A02,Theta_Clean,4,4.0-8.0Hz,0.2020805343253196,0.11286009869835673,0.5448761912434507,-0.006412360040924962
A02,Theta_Clean,5,4.0-8.0Hz,0.15430826430159242,0.10423201074966115,0.6146043791021045,-0.006204506440103728
A02,Theta_Clean,6,4.0-8.0Hz,0.3164027718413721,0.059514984392974354,0.11034372118932495,0.0003952004753049145
A02,Theta_Clean,7,4.0-8.0Hz,0.24510011994327635,0.07076532471635344,0.2690853055220519,-0.0036114062107480143
A02,Theta_Clean,8,4.0-8.0Hz,0.21029281127031874,0.07415348997664556,0.3930563769213705,-0.008894309633423352
A02,Theta_Clean,9,4.0-8.0Hz,0.1831816060388079,0.06352218867808923,0.4844389001305781,-0.010712995407225537
A02,Theta_Clean,10,4.0-8.0Hz,0.151362640730345,0.06415162117633522,0.5313183347222653,-0.008855252792645337
A02,Theta_Clean,11,4.0-8.0Hz,0.11460955824280286,0.05280268019678119,0.5821878197352781,-0.005426804927983653
A02,Theta_Clean,12,4.0-8.0Hz,0.08497985762728635,0.03383428168759167,0.6287697394010848,-0.0023160757277364196
A02,Theta_Clean,13,4.0-8.0Hz,0.11969671699235122,0.049531574718601895,0.2803767487522682,-0.0029048284201030564
A02,Theta_Clean,14,4.0-8.0Hz,0.12043925529531527,0.04903042796410498,0.37391234266143714,-0.007599144285944861
A02,Theta_Clean,15,4.0-8.0Hz,0.10080953704329894,0.04077116881489362,0.44342939475503207,-0.009354222755012588
A02,Theta_Clean,16,4.0-8.0Hz,0.08674101815510961,0.03996015604967748,0.49052599762581395,-0.007752225884784642
A02,Theta_Clean,17,4.0-8.0Hz,0.06596122357342415,0.035663016103527845,0.5311096560720788,-0.0049959329752439175
A02,Theta_Clean,18,4.0-8.0Hz,0.026387696321728073,0.03794979605026924,0.3391999539930347,-0.005960014197312654
A02,Theta_Clean,19,4.0-8.0Hz,0.03644825798522664,0.03435281611553259,0.40962427464956574,-0.0076929821781116575
A02,Theta_Clean,20,4.0-8.0Hz,0.018296182274004123,0.03184514844317474,0.4406959689500616,-0.0068719804401902234
A02,Theta_Clean,21,4.0-8.0Hz,-0.03732067374317999,0.030620571736611285,0.3620420222241411,-0.006180269579194109
A02,Alpha_Mu_Clean,0,8.0-13.0Hz,0.28907937361926406,0.37852677373721333,0.48630757753854886,-0.003133676182621901
A02,Alpha_Mu_Clean,1,8.0-13.0Hz,0.44634557240379197,0.24835522775964136,0.31102691449461034,-0.00529420898505708
A02,Alpha_Mu_Clean,2,8.0-13.0Hz,0.35043005240416314,0.2697137938451418,0.4688356514314548,-0.004425489767802253
A02,Alpha_Mu_Clean,3,8.0-13.0Hz,0.29625857971538394,0.2829233299576619,0.5717920930970227,-0.003469632467666912
A02,Alpha_Mu_Clean,4,8.0-13.0Hz,0.22180245794856324,0.2549123010359614,0.6523202680488842,-0.002943859171997599
A02,Alpha_Mu_Clean,5,8.0-13.0Hz,0.15033835218615657,0.2270139454060378,0.7355065585338079,-0.003212207234403288
A02,Alpha_Mu_Clean,6,8.0-13.0Hz,0.4546102618983225,0.12310747229388236,0.08852155513879327,-0.004473839734680373
A02,Alpha_Mu_Clean,7,8.0-13.0Hz,0.35590030158101005,0.17739107374936774,0.3209883317484828,-0.005637741329190822
A02,Alpha_Mu_Clean,8,8.0-13.0Hz,0.2908102949626377,0.2084395811757756,0.4967801483978637,-0.005217320376988014
A02,Alpha_Mu_Clean,9,8.0-13.0Hz,0.25050772177792147,0.21454728572959658,0.6123049667980545,-0.004607732575898022
A02,Alpha_Mu_Clean,10,8.0-13.0Hz,0.19119013924324121,0.1938745139799456,0.6876331051132771,-0.003566561642368307
A02,Alpha_Mu_Clean,11,8.0-13.0Hz,0.12970748167960297,0.15429899961097127,0.762729278852672,-0.0028449701407618857
A02,Alpha_Mu_Clean,12,8.0-13.0Hz,0.04742694981295328,0.09525049083377213,0.8367213885919357,-0.0014322316285544567
A02,Alpha_Mu_Clean,13,8.0-13.0Hz,0.22062955999327355,0.14458664481402883,0.3664087353971597,-0.004754325040486617
A02,Alpha_Mu_Clean,14,8.0-13.0Hz,0.20208005716390445,0.16069547467006934,0.5023694060421993,-0.004946245778883066
A02,Alpha_Mu_Clean,15,8.0-13.0Hz,0.1745319097044681,0.15573236686360736,0.6010401380057263,-0.00415226952064829
A02,Alpha_Mu_Clean,16,8.0-13.0Hz,0.13920111979093971,0.14017665440868798,0.6753621338100181,-0.0031197501948965548
A02,Alpha_Mu_Clean,17,8.0-13.0Hz,0.0892736107833611,0.11411589844137404,0.7420083860165848,-0.0018036221062440393
A02,Alpha_Mu_Clean,18,8.0-13.0Hz,0.08798430001200416,0.11583263055261572,0.46830117286579886,-0.0032777619523062513
A02,Alpha_Mu_Clean,19,8.0-13.0Hz,0.10306343644348948,0.11571613279823328,0.5800617470654127,-0.002821728850909109
A02,Alpha_Mu_Clean,20,8.0-13.0Hz,0.07045609647098537,0.09434304676683136,0.6370551163586837,-0.0020024997473610424
A02,Alpha_Mu_Clean,21,8.0-13.0Hz,0.0033398783475825653,0.07373102760061567,0.525321190899225,-0.0014611840998362486
A02,Beta_Clean,0,13.0-30.0Hz,0.16576438344881006,0.2768885304015858,0.37857359778022087,-0.0010505446457301918
A02,Beta_Clean,1,13.0-30.0Hz,0.23778727696917337,0.22116811247720908,0.28213235844989765,-0.00030601624608640087
A02,Beta_Clean,2,13.0-30.0Hz,0.18652086911587049,0.24366016487452719,0.33602310802278135,-0.0008945162851433896
A02,Beta_Clean,3,13.0-30.0Hz,0.16381030602394023,0.24559570604728698,0.3821205832787625,-0.0008673757815058191
A02,Beta_Clean,4,13.0-30.0Hz,0.13719061886882059,0.21226045943304306,0.41331902937084225,-0.0008935815497783541
A02,Beta_Clean,5,13.0-30.0Hz,0.12268553861591311,0.16381147381849148,0.49372642753248874,-0.0011962582057619268
A02,Beta_Clean,6,13.0-30.0Hz,0.24227910630536514,0.15074553830081944,0.2193399085575827,0.0008050308628605998
A02,Beta_Clean,7,13.0-30.0Hz,0.21646200068927088,0.16383493836790625,0.2925707687943238,-0.0002998144654207114
A02,Beta_Clean,8,13.0-30.0Hz,0.17845145353749567,0.19417464660348777,0.33640132756362495,-0.0010865792002033713
A02,Beta_Clean,9,13.0-30.0Hz,0.15833972544522343,0.19288997693333526,0.3895368085589826,-0.0010824793244963913
A02,Beta_Clean,10,13.0-30.0Hz,0.13311902844260817,0.17048379848631273,0.43651710864440757,-0.0011211491765856416
A02,Beta_Clean,11,13.0-30.0Hz,0.12448885726284888,0.11363850661734626,0.5112264856092807,-0.0008878337119261389
A02,Beta_Clean,12,13.0-30.0Hz,0.10169638219793455,0.07607818091009189,0.5658493386400473,-0.0012752968300259887
A02,Beta_Clean,13,13.0-30.0Hz,0.18726704237430256,0.11965367425377693,0.3096817752622955,-0.0006163624059520462
A02,Beta_Clean,14,13.0-30.0Hz,0.16075039578791564,0.14019535292205831,0.34791741855103736,-0.0010758044712070403
A02,Beta_Clean,15,13.0-30.0Hz,0.1509697103353811,0.1254496897858977,0.3967668022195062,-0.000730340490287122
A02,Beta_Clean,16,13.0-30.0Hz,0.1352426486560595,0.11212797604136493,0.42925778435102874,-0.000974881185684956
A02,Beta_Clean,17,13.0-30.0Hz,0.12300536483973205,0.0877743430324166,0.4822838509684639,-0.0010790531664263095
A02,Beta_Clean,18,13.0-30.0Hz,0.15175889017967198,0.0834986782673664,0.3350558622159105,-0.0010052296710065542
A02,Beta_Clean,19,13.0-30.0Hz,0.14336891150291287,0.08917700809979334,0.3809577127383069,-0.0007990754895405781
A02,Beta_Clean,20,13.0-30.0Hz,0.13261435190198542,0.06428726038172367,0.41938355840230973,-0.0005357895515369281
A02,Beta_Clean,21,13.0-30.0Hz,0.13386984422302828,0.039939784483172425,0.3733811288563034,-0.00020905782953512645
A02,Gamma_Clean,0,30.0-38.0Hz,0.14062667352520586,0.05502718137089091,0.47276943116986014,-9.167267036728912e-05
A02,Gamma_Clean,1,30.0-38.0Hz,0.17621712119084088,0.05935559125080758,0.3901715531731041,-8.759114926493423e-05
A02,Gamma_Clean,2,30.0-38.0Hz,0.14721251719098472,0.06572859647640855,0.41588518393980645,-0.00011445047787397836
A02,Gamma_Clean,3,30.0-38.0Hz,0.1321678955259747,0.06404010065273819,0.4383000746339908,-5.428259016281797e-05
A02,Gamma_Clean,4,30.0-38.0Hz,0.1142378914168212,0.05574027325092418,0.43943938176884284,-7.379705017075886e-05
A02,Gamma_Clean,5,30.0-38.0Hz,0.11002596156473116,0.043252551938631256,0.4864386716314122,2.5738061655028454e-06
A02,Gamma_Clean,6,30.0-38.0Hz,0.18205576987328229,0.07241472354720269,0.3438582358244366,-0.000130521301182157
A02,Gamma_Clean,7,30.0-38.0Hz,0.15896878900373354,0.06136091769019314,0.38375677521826157,-8.522697628477168e-05
A02,Gamma_Clean,8,30.0-38.0Hz,0.13830121462272135,0.06359912644854815,0.4005215086024028,-7.60533878933942e-05
A02,Gamma_Clean,9,30.0-38.0Hz,0.12651128916644455,0.062109771852727313,0.4222009807505631,7.613393022852977e-05
A02,Gamma_Clean,10,30.0-38.0Hz,0.11263529551094924,0.05946404635397773,0.4362652726375353,2.7254125486124313e-05
A02,Gamma_Clean,11,30.0-38.0Hz,0.10754001885710371,0.053026883662516455,0.46822100081706863,4.939841480927635e-05
A02,Gamma_Clean,12,30.0-38.0Hz,0.09758095230777451,0.06020168259172237,0.49093775896849734,0.00011303945522258836
A02,Gamma_Clean,13,30.0-38.0Hz,0.14078577459747482,0.05843945055232219,0.3895900574475312,-0.00010347007000383656
A02,Gamma_Clean,14,30.0-38.0Hz,0.1274432633685313,0.058509643902094344,0.3943093603858798,-9.518176537809258e-05
A02,Gamma_Clean,15,30.0-38.0Hz,0.12019576070813229,0.05415089010221524,0.4133161405477497,3.654457839472102e-05
A02,Gamma_Clean,16,30.0-38.0Hz,0.11221038283005604,0.052103836676605175,0.4253161107349689,-7.981943386544885e-05
A02,Gamma_Clean,17,30.0-38.0Hz,0.10701913491300716,0.05754804795793256,0.4442291031703748,-0.00011868492281741958
A02,Gamma_Clean,18,30.0-38.0Hz,0.124279407847479,0.053865832914738176,0.3894838356575613,-0.00020008075697174266
A02,Gamma_Clean,19,30.0-38.0Hz,0.1187506524568915,0.05672375166585236,0.401702107308832,-0.00011517217324484523
A02,Gamma_Clean,20,30.0-38.0Hz,0.11298757620650124,0.05119532657259818,0.40711705889995836,-0.0001412739791147712
A02,Gamma_Clean,21,30.0-38.0Hz,0.11625471741923325,0.05382326670511156,0.3926682175447337,-0.0001786148357206276
A03,All_Clean,0,4-38Hz,0.24525104301951048,0.47013836589541835,0.2608746106195538,0.0012048706469993775
A03,All_Clean,1,4-38Hz,0.4114921835271158,0.3135914336516629,0.17254394982987795,-0.005716550140733375
A03,All_Clean,2,4-38Hz,0.3567750862675817,0.32202748410107584,0.23652382797709454,-0.001790355668563578
A03,All_Clean,3,4-38Hz,0.2986413927010201,0.320947511605354,0.3226482267715197,0.001212689130764059
A03,All_Clean,4,4-38Hz,0.24221159618591825,0.29298723645017366,0.40075586551595366,0.006311895737638448
A03,All_Clean,5,4-38Hz,0.19913252458879138,0.26444444356869856,0.4815030704699155,0.005983141254016571
