Subject,Trial,Class,Channel,Band,Baseline_R2,MI_R2,Change_R2
A01,3,2,C4,Beta,5.009543189471389,25.769767993363978,20.76022480389259
A01,3,2,C4,Gamma,5.1802771846572,19.47169950017702,14.291422315519819
A01,3,2,C6,Delta,0.9753436218755573,35.80864856558886,34.83330494371331
A01,3,2,C6,Theta,51.375705230543865,10.202623549598666,-41.1730816809452
A01,3,2,C6,Alpha_Mu,7.106090545003607,38.02370686940558,30.917616324401976
A01,3,2,C6,Beta,6.00412665179102,24.28201282213529,18.27788617034427
A01,3,2,C6,Gamma,2.9936154188412,21.10074000777693,18.10712458893573
A01,4,1,C5,Delta,66.99796130576969,27.842166415000147,-39.15579489076955
A01,4,1,C5,Theta,20.265497943833587,0.33005611959046055,-19.935441824243128
A01,4,1,C5,Alpha_Mu,18.55117366200568,6.500880529399888,-12.050293132605795
A01,4,1,C5,Beta,9.016698904012909,21.246950516588704,12.230251612575794
A01,4,1,C5,Gamma,19.963454864016217,22.811286546609765,2.847831682593549
A01,4,1,C3,Delta,62.23796611375331,26.520659097152365,-35.71730701660094
A01,4,1,C3,Theta,18.483751642488787,2.72014208828405,-15.763609554204738
A01,4,1,C3,Alpha_Mu,6.610634320313613,8.818133268481688,2.207498948168074
A01,4,1,C3,Beta,12.618403292135405,24.426858710024092,11.808455417888686
A01,4,1,C3,Gamma,26.497963837955574,27.77255330478534,1.2745894668297675
A01,4,1,C1,Delta,63.43668109123873,31.386513702181375,-32.05016738905736
A01,4,1,C1,Theta,19.45499010522298,4.982959835917288,-14.47203026930569
A01,4,1,C1,Alpha_Mu,19.428991706432154,13.321747627551083,-6.1072440788810685
A01,4,1,C1,Beta,15.678224467968194,27.508882105181097,11.830657637212905
A01,4,1,C1,Gamma,16.275348010652014,28.868065874708147,12.592717864056135
A01,4,1,Cz,Delta,66.2386934105603,35.32439774045658,-30.91429567010372
A01,4,1,Cz,Theta,13.872999408910703,6.974661618759336,-6.898337790151365
A01,4,1,Cz,Alpha_Mu,29.676776592582744,19.061267216498536,-10.615509376084209
A01,4,1,Cz,Beta,19.094565153611043,28.388530653051504,9.29396549944046
A01,4,1,Cz,Gamma,20.542632340825918,29.365785417132194,8.823153076306278
A01,4,1,C2,Delta,66.5715869408907,35.94642374971573,-30.625163191174963
A01,4,1,C2,Theta,15.465235225748785,9.19929916132266,-6.265936064426125
A01,4,1,C2,Alpha_Mu,41.551234052999696,24.200898425084905,-17.35033562791479
A01,4,1,C2,Beta,19.652443102484618,26.23364454134641,6.581201438861795
A01,4,1,C2,Gamma,12.601023300022995,21.581788493171196,8.9807651931482
A01,4,1,C4,Delta,67.03949614732385,31.43284851674747,-35.60664763057638
A01,4,1,C4,Theta,13.791423955296711,11.429378779091204,-2.3620451762055072
A01,4,1,C4,Alpha_Mu,29.977579682433543,29.22274210706678,-0.7548375753667624
A01,4,1,C4,Beta,23.06785340155496,23.058404479185757,-0.009448922369204027
A01,4,1,C4,Gamma,16.6735833324811,15.762875688071132,-0.9107076444099693
A01,4,1,C6,Delta,70.94701585074861,32.958923010084426,-37.98809284066418
A01,4,1,C6,Theta,34.04911968402352,25.49902596014443,-8.550093723879094
A01,4,1,C6,Alpha_Mu,36.45797080608809,34.64703348030681,-1.810937325781281
A01,4,1,C6,Beta,22.49907024430643,17.87844795785928,-4.620622286447151
A01,4,1,C6,Gamma,12.255954029438165,14.619344942103984,2.3633909126658192
A01,5,1,C5,Delta,30.283764024390603,54.43329031862745,24.149526294236846
A01,5,1,C5,Theta,34.73035224714892,29.809342348719813,-4.921009898429107
A01,5,1,C5,Alpha_Mu,25.412792235307823,15.708974910165264,-9.70381732514256
A01,5,1,C5,Beta,16.971569749026482,16.094376556281798,-0.8771931927446852
A01,5,1,C5,Gamma,23.03185659948057,42.06392611132112,19.032069511840554
A01,5,1,C3,Delta,23.749654611702375,58.052382268522585,34.30272765682021
A01,5,1,C3,Theta,30.892968098062024,26.869912310842203,-4.02305578721982
A01,5,1,C3,Alpha_Mu,23.81726765661327,10.996398090618554,-12.82086956599472
A01,5,1,C3,Beta,8.488060400687402,16.80608956698465,8.318029166297247
A01,5,1,C3,Gamma,28.592960891073126,43.37761049067387,14.78464959960074
A01,5,1,C1,Delta,30.729170136552497,60.43476368571239,29.705593549159893
A01,5,1,C1,Theta,33.110857485676235,17.147135851271887,-15.963721634404349
A01,5,1,C1,Alpha_Mu,20.494512411539933,18.317195610778757,-2.1773168007611754
A01,5,1,C1,Beta,5.4430225077557015,23.12718325133678,17.684160743581078
A01,5,1,C1,Gamma,21.32972528820304,35.72751118180576,14.397785893602721
A01,5,1,Cz,Delta,50.2252151192915,61.77057399676107,11.54535887746957
A01,5,1,Cz,Theta,35.15609333011987,12.22988264739625,-22.926210682723625
A01,5,1,Cz,Alpha_Mu,15.21864744330469,17.636374424321964,2.4177269810172763
A01,5,1,Cz,Beta,4.545232435910751,23.057993327826566,18.512760891915814
A01,5,1,Cz,Gamma,28.313649277582776,38.962851036773785,10.649201759191007
A01,5,1,C2,Delta,48.24072033925191,60.5963166241074,12.355596284855498
A01,5,1,C2,Theta,39.97118272575809,26.88158217009611,-13.089600555661985
A01,5,1,C2,Alpha_Mu,11.1533201486679,22.352027159556453,11.198707010888553
A01,5,1,C2,Beta,7.0086575114365,29.796125001844732,22.787467490408233
A01,5,1,C2,Gamma,18.182775949284835,31.155430757142344,12.97265480785751
A01,5,1,C4,Delta,47.09537137471067,61.31690460845623,14.221533233745554
A01,5,1,C4,Theta,37.347365431429445,36.22514270224417,-1.1222227291852738
A01,5,1,C4,Alpha_Mu,14.208307612201775,18.332538192595404,4.124230580393629
A01,5,1,C4,Beta,8.000543405876591,26.719103746061123,18.71856034018453
A01,5,1,C4,Gamma,16.925731202466,28.93719023760256,12.011459035136562
A01,5,1,C6,Delta,49.70919328939868,61.620111964980055,11.910918675581373
A01,5,1,C6,Theta,43.576490040172864,51.24924264894963,7.672752608776767
A01,5,1,C6,Alpha_Mu,23.53358508931629,21.96959864019702,-1.56398644911927
A01,5,1,C6,Beta,8.950117859475116,27.15910081038775,18.208982950912635
A01,5,1,C6,Gamma,10.157174890024956,27.162209335414843,17.00503444538989
A01,6,2,C5,Delta,53.79080015724187,39.06552881309862,-14.725271344143254
A01,6,2,C5,Theta,24.36985972380583,45.983464522952985,21.613604799147158
A01,6,2,C5,Alpha_Mu,5.230118159570251,42.300621048761315,37.07050288919106
A01,6,2,C5,Beta,14.74736864049393,19.13266342499449,4.38529478450056
A01,6,2,C5,Gamma,25.373940384476878,39.12970270179217,13.75576231731529
A01,6,2,C3,Delta,52.51352159872249,44.74625123066054,-7.7672703680619515
A01,6,2,C3,Theta,35.933657380053184,42.33493415778432,6.401276777731136
A01,6,2,C3,Alpha_Mu,5.020925945681487,42.78132237525578,37.76039642957429
A01,6,2,C3,Beta,9.91362499531826,23.05969339569006,13.146068400371803
A01,6,2,C3,Gamma,30.35518232393525,46.23384818682291,15.878665862887665
A01,6,2,C1,Delta,48.35698722876602,46.07730703506463,-2.2796801937013944
A01,6,2,C1,Theta,40.37482729892587,37.76913827599848,-2.6056890229273932
A01,6,2,C1,Alpha_Mu,34.97246377370432,43.17439039087678,8.201926617172461
A01,6,2,C1,Beta,15.151052092541285,27.65052517408153,12.499473081540247
A01,6,2,C1,Gamma,26.29267155849735,46.42122328764784,20.12855172915049
A01,6,2,Cz,Delta,45.433778222386664,55.2863841981285,9.852605975741834
A01,6,2,Cz,Theta,52.15877674688917,34.75975783167172,-17.399018915217447
A01,6,2,Cz,Alpha_Mu,50.896910203790654,39.10828653001365,-11.78862367377701
A01,6,2,Cz,Beta,13.842741723441797,26.938204314124526,13.095462590682727
A01,6,2,Cz,Gamma,33.43345823440108,51.018313363015686,17.584855128614606
A01,6,2,C2,Delta,44.73718410727952,51.23122586447978,6.494041757200264
A01,6,2,C2,Theta,57.14175287593124,31.182392002605177,-25.959360873326066
A01,6,2,C2,Alpha_Mu,64.1788883243129,43.112143318345986,-21.0667450059669
A01,6,2,C2,Beta,12.534230141768909,28.256661441552545,15.722431299783635
A01,6,2,C2,Gamma,28.682386969160223,46.3831311326677,17.700744163507476
A01,6,2,C4,Delta,44.511982320529896,53.53728906109265,9.025306740562755
A01,6,2,C4,Theta,66.24945520720745,30.625227926407504,-35.62422728079995
A01,6,2,C4,Alpha_Mu,55.516104609502584,45.92199089863136,-9.594113710871222
A01,6,2,C4,Beta,7.968093293727707,29.254175223056922,21.286081929329214
A01,6,2,C4,Gamma,28.263014272452182,51.58522458788695,23.322210315434766
A01,6,2,C6,Delta,39.544447469120655,56.87767813168657,17.333230662565914
A01,6,2,C6,Theta,68.54997088678267,35.50622060528663,-33.043750281496045
A01,6,2,C6,Alpha_Mu,54.8064674984075,45.86459224571177,-8.94187525269573
A01,6,2,C6,Beta,10.30887133694982,34.98530246075128,24.676431123801457
A01,6,2,C6,Gamma,27.953998320511232,46.89829509449679,18.94429677398556
A01,7,3,C5,Delta,14.947420426655233,30.851267868998654,15.903847442343421
A01,7,3,C5,Theta,45.37356630553653,15.673700679214553,-29.699865626321976
A01,7,3,C5,Alpha_Mu,30.997904835831847,18.535933826358118,-12.461971009473727
A01,7,3,C5,Beta,23.910951160873207,23.819079469144487,-0.09187169172871767
A01,7,3,C5,Gamma,40.30462895705832,36.35928775665829,-3.945341200400032
A01,7,3,C3,Delta,19.22900809372664,23.66828214768636,4.439274053959719
A01,7,3,C3,Theta,39.34439622881777,12.481026548576057,-26.86336968024171
A01,7,3,C3,Alpha_Mu,45.13006187813905,29.498462323495676,-15.631599554643373
A01,7,3,C3,Beta,25.852479769373172,33.14518249295062,7.292702723577449
A01,7,3,C3,Gamma,37.03181584233916,37.14042181537436,0.10860597303520292
A01,7,3,C1,Delta,46.76584948221749,19.170736516055886,-27.595112966161604
A01,7,3,C1,Theta,40.87796235491462,10.14911261883471,-30.728849736079912
A01,7,3,C1,Alpha_Mu,38.166081129583915,47.54891915969679,9.382838030112872
A01,7,3,C1,Beta,29.9969629444516,38.18066301335962,8.183700068908017
A01,7,3,C1,Gamma,38.10377058216903,36.72858616672335,-1.3751844154456738
A01,7,3,Cz,Delta,45.496940006524596,23.96864991899398,-21.52829008753062
A01,7,3,Cz,Theta,35.99700623792318,10.947339111139353,-25.049667126783824
A01,7,3,Cz,Alpha_Mu,30.101054858557408,52.05973459065598,21.958679732098574
A01,7,3,Cz,Beta,32.00483356051952,36.78633790762822,4.781504347108701
A01,7,3,Cz,Gamma,41.26773676672428,37.39764742578904,-3.8700893409352455
A01,7,3,C2,Delta,52.50628235406175,30.104303300880176,-22.401979053181577
A01,7,3,C2,Theta,40.72181771186963,6.718103076718862,-34.00371463515077
A01,7,3,C2,Alpha_Mu,22.432438142739453,48.55306255388968,26.120624411150228
A01,7,3,C2,Beta,25.266704935716156,27.84255019580817,2.5758452600920134
A01,7,3,C2,Gamma,39.42222817230968,25.783380006693623,-13.638848165616057
A01,7,3,C4,Delta,52.52364674739438,37.95769577288255,-14.565950974511832
A01,7,3,C4,Theta,35.44560672530997,8.78647738064796,-26.659129344662013
A01,7,3,C4,Alpha_Mu,20.251250453779246,41.26858679645202,21.017336342672778
A01,7,3,C4,Beta,21.406600987355738,20.611402743166618,-0.7951982441891214
A01,7,3,C4,Gamma,39.620273045830764,18.99258924536229,-20.62768380046848
A01,7,3,C6,Delta,63.21744699161582,54.573073686024664,-8.644373305591158
A01,7,3,C6,Theta,37.447647645268,23.660227915954668,-13.787419729313333
A01,7,3,C6,Alpha_Mu,33.491371495688405,47.75852228021764,14.267150784529237
A01,7,3,C6,Beta,26.107910682563606,17.051959546484806,-9.0559511360788
A01,7,3,C6,Gamma,40.28329690339542,19.468866160671183,-20.814430742724234
A01,8,4,C5,Delta,70.10330244141763,33.212332665650436,-36.89096977576719
A01,8,4,C5,Theta,71.46157137821578,63.737070421882436,-7.724500956333347
A01,8,4,C5,Alpha_Mu,29.222967382594522,28.704236970954643,-0.5187304116398783
A01,8,4,C5,Beta,11.750592101065338,27.968025048209245,16.217432947143905
A01,8,4,C5,Gamma,20.235371937332836,44.11404754988567,23.878675612552836
A01,8,4,C3,Delta,67.81430081589261,45.78238226571811,-22.031918550174503
A01,8,4,C3,Theta,74.61587111454388,69.75108322474817,-4.864787889795696
A01,8,4,C3,Alpha_Mu,36.05769083213598,36.96759444533979,0.9099036132038107
A01,8,4,C3,Beta,21.119895943310784,32.34371381572586,11.223817872415076
A01,8,4,C3,Gamma,22.72137340280278,40.57193573115182,17.85056232834904
A01,8,4,C1,Delta,64.09359754142348,46.34036411725737,-17.753233424166105
A01,8,4,C1,Theta,71.57985179425923,69.25062595025115,-2.329225844008076
A01,8,4,C1,Alpha_Mu,35.87572079997382,56.086384654740364,20.21066385476654
A01,8,4,C1,Beta,16.265051887247793,33.73641368773191,17.471361800484118
A01,8,4,C1,Gamma,14.784540909638244,34.80596042410487,20.021419514466622
A01,8,4,Cz,Delta,54.13853673232592,49.92852867443155,-4.210008057894365
A01,8,4,Cz,Theta,55.83280903627619,67.07629796940046,11.243488933124269
A01,8,4,Cz,Alpha_Mu,37.36243854110507,60.440253326496006,23.077814785390938
A01,8,4,Cz,Beta,17.926158222717913,33.60048824737972,15.67433002466181
A01,8,4,Cz,Gamma,14.054609024901609,35.59496862888967,21.54035960398806
A01,8,4,C2,Delta,54.25872404239479,48.664035598358524,-5.594688444036267
A01,8,4,C2,Theta,52.500137341442276,74.31445393015358,21.814316588711304
A01,8,4,C2,Alpha_Mu,33.21910432964991,53.026489467276065,19.807385137626156
A01,8,4,C2,Beta,15.521535582439894,28.19482169752653,12.673286115086634
A01,8,4,C2,Gamma,10.070657063360699,25.38254930018199,15.31189223682129
A01,8,4,C4,Delta,45.69158751221292,39.59266651227195,-6.098920999940971
A01,8,4,C4,Theta,36.95803416358534,75.23166555054857,38.27363138696324
A01,8,4,C4,Alpha_Mu,30.104490042660746,40.064146666147046,9.959656623486302
A01,8,4,C4,Beta,19.89336007188518,21.62559687890334,1.7322368070181615
A01,8,4,C4,Gamma,10.37831897559448,18.498125778495613,8.119806802901131
A01,8,4,C6,Delta,39.9785225148856,26.684624060544692,-13.293898454340901
A01,8,4,C6,Theta,29.223751533941954,52.665034874970765,23.441283341028807
A01,8,4,C6,Alpha_Mu,26.74763825245494,42.333910935992115,15.586272683537173
A01,8,4,C6,Beta,18.40061721769143,22.841972644155195,4.441355426463767
A01,8,4,C6,Gamma,12.12850175633834,13.525820059165838,1.3973183028274994
A01,9,2,C5,Delta,15.726416530819709,14.654403657086345,-1.0720128737333634
A01,9,2,C5,Theta,14.295776845060681,17.209719301331617,2.913942456270935
A01,9,2,C5,Alpha_Mu,27.93118195555506,50.83931615824127,22.908134202686202
A01,9,2,C5,Beta,8.278051597439251,21.813727672221006,13.535676074781755
A01,9,2,C5,Gamma,41.14179072343484,38.36609707842662,-2.775693645008215
A01,9,2,C3,Delta,18.843826680389654,24.52697316568765,5.683146485297996
A01,9,2,C3,Theta,18.408781209647927,10.144485534100145,-8.264295675547784
A01,9,2,C3,Alpha_Mu,40.82575906255729,53.277307925317274,12.451548862759987
A01,9,2,C3,Beta,12.291663796221952,25.887587681132363,13.59592388491041
A01,9,2,C3,Gamma,41.3595455682222,45.317347742198976,3.9578021739767766
A01,9,2,C1,Delta,20.320431877432597,29.309133129127453,8.988701251694852
A01,9,2,C1,Theta,23.7450669676602,5.160618027583197,-18.584448940077003
A01,9,2,C1,Alpha_Mu,58.38127843127401,55.15066731068327,-3.230611120590743
A01,9,2,C1,Beta,18.989091665933877,30.319576600125043,11.330484934191166
A01,9,2,C1,Gamma,41.588135949352235,49.29499407998292,7.706858130630689
A01,9,2,Cz,Delta,20.88544231247432,37.04792309411482,16.162480781640497
A01,9,2,Cz,Theta,31.742185324405025,9.601824955968553,-22.140360368436475
A01,9,2,Cz,Alpha_Mu,56.534284598052785,52.26956455262346,-4.264720045429327
A01,9,2,Cz,Beta,18.078838327108226,33.09887435594495,15.020036028836724
A01,9,2,Cz,Gamma,41.97892426333236,54.62052810021686,12.641603836884496
A01,9,2,C2,Delta,19.39539219683818,46.13396015051531,26.738567953677126
A01,9,2,C2,Theta,36.80911341899867,6.114413146110098,-30.694700272888575
A01,9,2,C2,Alpha_Mu,58.79883415200442,56.53723646278599,-2.261597689218431
A01,9,2,C2,Beta,10.938113335742727,34.852475250796644,23.914361915053917
A01,9,2,C2,Gamma,34.58001487774142,50.40351847763853,15.823503599897116
A01,9,2,C4,Delta,18.61579715920566,53.138631226412755,34.5228340672071
A01,9,2,C4,Theta,45.88092540293722,9.231050819326448,-36.649874583610774
A01,9,2,C4,Alpha_Mu,44.676301880205806,51.756124943652374,7.079823063446566
A01,9,2,C4,Beta,3.668286222979744,33.679440160167076,30.01115393718733
A01,9,2,C4,Gamma,30.059998609225026,47.1054063682984,17.04540775907337
A01,9,2,C6,Delta,15.365249825669046,55.88426340770265,40.5190135820336
A01,9,2,C6,Theta,55.47840559543309,14.27972809912712,-41.19867749630597
A01,9,2,C6,Alpha_Mu,57.297985320769044,58.56884100768405,1.2708556869150067
A01,9,2,C6,Beta,8.447668500352101,34.26171208373291,25.81404358338081
A01,9,2,C6,Gamma,35.21601852473694,43.75088699952446,8.534868474787526
A01,10,3,C5,Delta,28.34802740853688,74.26197710942681,45.91394970088993
A01,10,3,C5,Theta,58.20355755912141,62.78704442527798,4.583486866156572
A01,10,3,C5,Alpha_Mu,11.123779316837702,32.94282456508777,21.81904524825007
A01,10,3,C5,Beta,21.32406067000656,23.589430043702908,2.2653693736963465
A01,10,3,C5,Gamma,19.8749201761488,31.646145341330257,11.771225165181454
A01,10,3,C3,Delta,20.59482489405673,61.309892028380794,40.715067134324066
A01,10,3,C3,Theta,59.31224450157989,62.623052151510805,3.3108076499309136
A01,10,3,C3,Alpha_Mu,11.633648172042744,28.57193896383223,16.93829079178949
A01,10,3,C3,Beta,17.199511470729746,25.66381172463442,8.464300253904678
A01,10,3,C3,Gamma,26.566927898722348,32.16881164913345,5.601883750411107
A01,10,3,C1,Delta,15.979328859587195,61.87646358238468,45.89713472279748
A01,10,3,C1,Theta,68.08706791026772,54.8917933892321,-13.195274521035616
A01,10,3,C1,Alpha_Mu,30.26918351284791,22.084637467995393,-8.184546044852514
A01,10,3,C1,Beta,21.497483104165916,25.72521530064963,4.227732196483713
A01,10,3,C1,Gamma,18.02328254994582,39.675858780897165,21.652576230951347
A01,10,3,Cz,Delta,12.267765015752907,51.38037508322609,39.112610067473184
A01,10,3,Cz,Theta,73.54666799606665,47.508658335968576,-26.038009660098062
A01,10,3,Cz,Alpha_Mu,39.24917644697994,22.47043854576658,-16.778737901213358
A01,10,3,Cz,Beta,20.964513756943028,29.051865044794113,8.087351287851085
A01,10,3,Cz,Gamma,22.704649644531806,40.634874156597064,17.930224512065262
A01,10,3,C2,Delta,5.138969813924133,64.82300505889997,59.68403524497583
A01,10,3,C2,Theta,82.51209389097076,46.35587054906739,-36.15622334190337
A01,10,3,C2,Alpha_Mu,49.05400380078855,27.205317109439154,-21.848686691349396
A01,10,3,C2,Beta,18.44058849127319,27.533308884622375,9.092720393349186
A01,10,3,C2,Gamma,18.443629377243408,41.56332145977281,23.119692082529397
A01,10,3,C4,Delta,3.4299224384449323,62.93652673805047,59.506604299605534
A01,10,3,C4,Theta,84.96035598585357,46.907882464859284,-38.052473520994276
A01,10,3,C4,Alpha_Mu,52.56437207511138,37.59991622704649,-14.964455848064883
A01,10,3,C4,Beta,15.695531634044912,25.560166331758417,9.864634697713504
A01,10,3,C4,Gamma,27.647724044764832,34.157233458965074,6.509509414200243
A01,10,3,C6,Delta,18.095261048808375,77.90276665888078,59.8075056100724
A01,10,3,C6,Theta,90.11195569194463,51.804414679087806,-38.30754101285683
A01,10,3,C6,Alpha_Mu,67.04315441343121,47.29719662505659,-19.745957788374625
A01,10,3,C6,Beta,26.932551440997532,27.484483780841295,0.5519323398437637
