Subject,Channel,Band,Window_Start_s,Window_End_s,Window_Center_s,Raw_ERD_ERS_percent,Clean_ERD_ERS_percent,Delta_ERD_ERS_percent,Delta_Accuracy,Delta_F1
A01,C3,Beta,6.144,6.64,6.392,8.13222302427494,8.97637741580759,0.8441543915326505,-0.0249110320284697,-0.027914278507571
A01,C3,Beta,6.24,6.736,6.488,6.874148697498864,10.649974277050784,3.77582557955192,-0.0249110320284697,-0.027914278507571
A01,C3,Beta,6.336,6.832,6.584,15.07678730814298,17.720010057017404,2.643222748874422,-0.0249110320284697,-0.027914278507571
A01,C3,Beta,6.432,6.928,6.68,16.650400404618424,16.13089214022942,-0.5195082643890038,-0.0249110320284697,-0.027914278507571
A01,C3,Beta,6.528,7.024,6.776,13.18454828410182,13.133055844646991,-0.0514924394548265,-0.0249110320284697,-0.027914278507571
A01,C3,Beta,6.624,7.12,6.872,13.185409835627164,15.551405173333762,2.365995337706601,-0.0249110320284697,-0.027914278507571
A01,C3,Beta,6.72,7.216,6.968,17.240331891521247,17.914823952050348,0.6744920605291036,-0.0249110320284697,-0.027914278507571
A01,C3,Beta,6.816,7.312,7.064,16.12114332643645,13.380635575584767,-2.7405077508516804,-0.0249110320284697,-0.027914278507571
A01,C3,Beta,6.912,7.408,7.16,14.008411691031291,12.242975828060446,-1.7654358629708438,-0.0249110320284697,-0.027914278507571
A01,C3,Beta,7.008,7.504,7.256,23.83737121884081,24.548480833055947,0.711109614215131,-0.0249110320284697,-0.027914278507571
A01,Cz,Mu,0.0,0.496,0.248,217.37500121743068,282.948114937466,65.57311372003532,-0.0249110320284697,-0.027914278507571
A01,Cz,Mu,0.096,0.592,0.344,132.5669928851825,162.27707098796378,29.71007810278132,-0.0249110320284697,-0.027914278507571
A01,Cz,Mu,0.192,0.688,0.44,51.7120440302154,66.74286884277346,15.03082481255808,-0.0249110320284697,-0.027914278507571
A01,Cz,Mu,0.288,0.784,0.536,19.245800727367183,28.406544705825905,9.16074397845872,-0.0249110320284697,-0.027914278507571
A01,Cz,Mu,0.384,0.88,0.632,11.629630566605956,15.719806101765004,4.090175535159049,-0.0249110320284697,-0.027914278507571
A01,Cz,Mu,0.48,0.976,0.728,23.03968316584329,23.90916134810135,0.8694781822580587,-0.0249110320284697,-0.027914278507571
A01,Cz,Mu,0.576,1.072,0.824,44.8512583000479,49.16836143828663,4.317103138238716,-0.0249110320284697,-0.027914278507571
A01,Cz,Mu,0.672,1.168,0.92,72.6982831461806,73.54472409176589,0.8464409455852734,-0.0249110320284697,-0.027914278507571
A01,Cz,Mu,0.768,1.264,1.016,85.45190697673598,80.09126151311216,-5.360645463623808,-0.0249110320284697,-0.027914278507571
A01,Cz,Mu,0.864,1.36,1.112,102.06108258215296,101.81713610081412,-0.2439464813388242,-0.0249110320284697,-0.027914278507571
A01,Cz,Mu,0.96,1.456,1.208,100.49909023099144,102.24188990354187,1.742799672550437,-0.0249110320284697,-0.027914278507571
A01,Cz,Mu,1.056,1.552,1.304,73.99548851164185,74.88400802533245,0.8885195136906006,-0.0249110320284697,-0.027914278507571
A01,Cz,Mu,1.152,1.648,1.4,65.9959181511234,70.29372326840185,4.297805117278429,-0.0249110320284697,-0.027914278507571
A01,Cz,Mu,1.248,1.744,1.496,68.32779669669986,72.08889391699351,3.761097220293645,-0.0249110320284697,-0.027914278507571
A01,Cz,Mu,1.344,1.84,1.592,73.47955984174055,76.92170529847704,3.442145456736477,-0.0249110320284697,-0.027914278507571
A01,Cz,Mu,1.44,1.936,1.688,77.82460534224361,82.95412132257243,5.129515980328821,-0.0249110320284697,-0.027914278507571
A01,Cz,Mu,1.536,2.032,1.784,75.80406110812956,82.54678578354348,6.742724675413924,-0.0249110320284697,-0.027914278507571
A01,Cz,Mu,1.632,2.128,1.88,65.26207088340264,73.19808232102369,7.936011437621066,-0.0249110320284697,-0.027914278507571
A01,Cz,Mu,1.728,2.224,1.976,68.21869031490918,81.70124192481039,13.482551609901195,-0.0249110320284697,-0.027914278507571
A01,Cz,Mu,1.824,2.32,2.072,79.82801321120009,106.34931858874096,26.52130537754089,-0.0249110320284697,-0.027914278507571
A01,Cz,Mu,1.92,2.416,2.168,100.9033496718402,137.14853886999788,36.24518919815765,-0.0249110320284697,-0.027914278507571
A01,Cz,Mu,2.016,2.512,2.264,120.05982580641128,148.1427588108703,28.08293300445903,-0.0249110320284697,-0.027914278507571
A01,Cz,Mu,2.112,2.608,2.36,110.25076932925882,128.27519989260023,18.02443056334144,-0.0249110320284697,-0.027914278507571
A01,Cz,Mu,2.208,2.704,2.456,83.81694349755375,97.23773395937276,13.420790461819012,-0.0249110320284697,-0.027914278507571
A01,Cz,Mu,2.304,2.8,2.552,50.32973291949812,64.3901115983835,14.060378678885376,-0.0249110320284697,-0.027914278507571
A01,Cz,Mu,2.4,2.896,2.648,41.345356704934126,56.77247041482779,15.427113709893655,-0.0249110320284697,-0.027914278507571
A01,Cz,Mu,2.496,2.992,2.744,59.85133856933279,78.74073711619324,18.889398546860445,-0.0249110320284697,-0.027914278507571
A01,Cz,Mu,2.592,3.088,2.84,78.0608505887522,96.86152269845792,18.800672109705733,-0.0249110320284697,-0.027914278507571
A01,Cz,Mu,2.688,3.184,2.936,78.1811442643508,86.84350467339212,8.662360409041325,-0.0249110320284697,-0.027914278507571
A01,Cz,Mu,2.784,3.28,3.032,71.31885637823693,89.47926019206571,18.16040381382877,-0.0249110320284697,-0.027914278507571
A01,Cz,Mu,2.88,3.376,3.128,89.36540604015401,116.38058452466134,27.015178484507345,-0.0249110320284697,-0.027914278507571
A01,Cz,Mu,2.976,3.472,3.224,93.67413169151676,108.5397585042457,14.865626812728916,-0.0249110320284697,-0.027914278507571
A01,Cz,Mu,3.072,3.568,3.32,72.97529614565315,89.03115159333366,16.055855447680507,-0.0249110320284697,-0.027914278507571
A01,Cz,Mu,3.168,3.664,3.416,71.03484099380476,97.40192061515036,26.367079621345567,-0.0249110320284697,-0.027914278507571
A01,Cz,Mu,3.264,3.76,3.512,68.8633379755704,88.02121022537955,19.15787224980917,-0.0249110320284697,-0.027914278507571
A01,Cz,Mu,3.36,3.856,3.608,58.21659325693503,66.35015751518043,8.133564258245404,-0.0249110320284697,-0.027914278507571
A01,Cz,Mu,3.456,3.952,3.704,48.87159239419538,56.073493686118816,7.201901291923424,-0.0249110320284697,-0.027914278507571
A01,Cz,Mu,3.552,4.048,3.8,50.752847256671366,61.57891720034678,10.826069943675408,-0.0249110320284697,-0.027914278507571
A01,Cz,Mu,3.648,4.144,3.896,62.25943137967938,74.32882956806014,12.069398188380768,-0.0249110320284697,-0.027914278507571
A01,Cz,Mu,3.744,4.24,3.992,73.11692223967474,87.81930668098784,14.702384441313098,-0.0249110320284697,-0.027914278507571
A01,Cz,Mu,3.84,4.336,4.088,82.13243527105517,92.72114415112183,10.588708880066674,-0.0249110320284697,-0.027914278507571
A01,Cz,Mu,3.936,4.432,4.184,74.63959205511513,86.20283894413356,11.56324688901842,-0.0249110320284697,-0.027914278507571
A01,Cz,Mu,4.032,4.528,4.28,68.28138194755093,82.67497282533124,14.393590877780309,-0.0249110320284697,-0.027914278507571
A01,Cz,Mu,4.128,4.624,4.376,85.31985823322333,101.93650290431572,16.616644671092374,-0.0249110320284697,-0.027914278507571
A01,Cz,Mu,4.224,4.72,4.472,91.75239275007544,108.85047371180724,17.098080961731803,-0.0249110320284697,-0.027914278507571
A01,Cz,Mu,4.32,4.816,4.568,82.7760129693876,95.46206794831345,12.686054978925862,-0.0249110320284697,-0.027914278507571
A01,Cz,Mu,4.416,4.912,4.664,79.48244933581097,98.1692725810834,18.686823245272407,-0.0249110320284697,-0.027914278507571
A01,Cz,Mu,4.512,5.008,4.76,75.90423440787887,95.1483006867668,19.24406627888792,-0.0249110320284697,-0.027914278507571
A01,Cz,Mu,4.608,5.104,4.856,84.74932572578855,101.18714579114896,16.43782006536041,-0.0249110320284697,-0.027914278507571
A01,Cz,Mu,4.704,5.2,4.952,90.83088668215508,117.29173781636877,26.46085113421365,-0.0249110320284697,-0.027914278507571
A01,Cz,Mu,4.8,5.296,5.048,87.68750753182043,117.48728057865344,29.79977304683299,-0.0249110320284697,-0.027914278507571
A01,Cz,Mu,4.896,5.392,5.144,92.21842684401896,112.87342796333874,20.655001119319795,-0.0249110320284697,-0.027914278507571
A01,Cz,Mu,4.992,5.488,5.24,86.312841334198,104.1630654851987,17.850224151000713,-0.0249110320284697,-0.027914278507571
A01,Cz,Mu,5.088,5.584,5.336,75.82094388244103,90.39016406530747,14.569220182866474,-0.0249110320284697,-0.027914278507571
A01,Cz,Mu,5.184,5.68,5.432,70.75787209915913,79.22727597512375,8.469403875964622,-0.0249110320284697,-0.027914278507571
A01,Cz,Mu,5.28,5.776,5.528,71.27565550382107,76.50390261207991,5.228247108258851,-0.0249110320284697,-0.027914278507571
A01,Cz,Mu,5.376,5.872,5.624,70.0937407841399,76.99276073878465,6.899019954644748,-0.0249110320284697,-0.027914278507571
A01,Cz,Mu,5.472,5.968,5.72,85.23286613930402,96.01413355160771,10.781267412303706,-0.0249110320284697,-0.027914278507571
A01,Cz,Mu,5.568,6.064,5.816,94.95945928893372,107.42495645737824,12.465497168444516,-0.0249110320284697,-0.027914278507571
A01,Cz,Mu,5.664,6.16,5.912,93.41832908785952,111.69224218874588,18.27391310088633,-0.0249110320284697,-0.027914278507571
A01,Cz,Mu,5.76,6.256,6.008,85.61657992112484,107.84846017244264,22.231880251317797,-0.0249110320284697,-0.027914278507571
