Subject,Class_ID,Class,Channel,Band,N_Trials,Raw_ERD_ERS_percent,Clean_ERD_ERS_percent,Delta_ERD_ERS_percent,Delta_Accuracy,Delta_F1
A02,4,Tongue,C4,Beta,72,15.904791336447635,0.7413693704999446,-15.16342196594769,-0.0388692579505299,-0.0270823723691391
A03,1,Left_Hand,C3,Mu,67,12.29747208949279,23.13371867214593,10.83624658265314,-0.0036630036630036,-0.0015693192651327
A03,2,Right_Hand,C3,Mu,70,-12.1336341665058,-42.20425458911437,-30.07062042260858,-0.0036630036630036,-0.0015693192651327
A03,3,Feet,C3,Mu,68,63.21648528393202,95.12625932808815,31.909774044156155,-0.0036630036630036,-0.0015693192651327
A03,4,Tongue,C3,Mu,68,55.5778186822796,55.48285241085384,-0.0949662714257593,-0.0036630036630036,-0.0015693192651327
A03,1,Left_Hand,C3,Beta,67,2.273752712966103,-5.635307991326818,-7.90906070429292,-0.0036630036630036,-0.0015693192651327
A03,2,Right_Hand,C3,Beta,70,8.725618310027414,-7.4707142275347636,-16.196332537562178,-0.0036630036630036,-0.0015693192651327
A03,3,Feet,C3,Beta,68,9.496384253262589,4.493624803474384,-5.002759449788204,-0.0036630036630036,-0.0015693192651327
A03,4,Tongue,C3,Beta,68,12.040242353380076,10.330219702449856,-1.7100226509302174,-0.0036630036630036,-0.0015693192651327
A03,1,Left_Hand,Cz,Mu,67,99.66335039665124,75.4183858403127,-24.244964556338577,-0.0036630036630036,-0.0015693192651327
A03,2,Right_Hand,Cz,Mu,70,73.73559404763678,61.92090386360351,-11.814690184033283,-0.0036630036630036,-0.0015693192651327
A03,3,Feet,Cz,Mu,68,130.0092852477155,125.64760511917996,-4.361680128535522,-0.0036630036630036,-0.0015693192651327
A03,4,Tongue,Cz,Mu,68,83.55309003305635,120.59245926574306,37.0393692326867,-0.0036630036630036,-0.0015693192651327
A03,1,Left_Hand,Cz,Beta,67,-5.668376315207243,-14.800586483901633,-9.132210168694389,-0.0036630036630036,-0.0015693192651327
A03,2,Right_Hand,Cz,Beta,70,8.013882717876056,-7.96432697750868,-15.978209695384738,-0.0036630036630036,-0.0015693192651327
A03,3,Feet,Cz,Beta,68,11.30574629604032,-0.3389373771029733,-11.644683673143296,-0.0036630036630036,-0.0015693192651327
A03,4,Tongue,Cz,Beta,68,11.6229942553627,4.410991761061431,-7.212002494301268,-0.0036630036630036,-0.0015693192651327
A03,1,Left_Hand,C4,Mu,67,34.927929609887364,16.438191863908695,-18.489737745978672,-0.0036630036630036,-0.0015693192651327
A03,2,Right_Hand,C4,Mu,70,60.65913774261077,64.00850988693988,3.349372144329108,-0.0036630036630036,-0.0015693192651327
A03,3,Feet,C4,Mu,68,85.45562258863295,123.40412782242387,37.94850523379095,-0.0036630036630036,-0.0015693192651327
A03,4,Tongue,C4,Mu,68,99.1846017249731,113.43131783749924,14.246716112526125,-0.0036630036630036,-0.0015693192651327
A03,1,Left_Hand,C4,Beta,67,-2.291305782138092,-14.418102128980443,-12.126796346842353,-0.0036630036630036,-0.0015693192651327
A03,2,Right_Hand,C4,Beta,70,2.946378709273002,-9.774454980867423,-12.720833690140426,-0.0036630036630036,-0.0015693192651327
A03,3,Feet,C4,Beta,68,15.851709758996076,5.754693756833947,-10.09701600216213,-0.0036630036630036,-0.0015693192651327
A03,4,Tongue,C4,Beta,68,11.593608486325062,14.249983425763336,2.6563749394382747,-0.0036630036630036,-0.0015693192651327
A04,1,Left_Hand,C3,Mu,59,105.10458829346568,86.67459838426115,-18.429989909204533,-0.0263157894736841,-0.0274821218015374
A04,2,Right_Hand,C3,Mu,57,102.92476974558602,82.73586817492915,-20.188901570656856,-0.0263157894736841,-0.0274821218015374
A04,3,Feet,C3,Mu,59,167.90225615110623,147.2405218999161,-20.66173425119014,-0.0263157894736841,-0.0274821218015374
A04,4,Tongue,C3,Mu,53,132.23982847890252,119.36856897965627,-12.87125949924624,-0.0263157894736841,-0.0274821218015374
A04,1,Left_Hand,C3,Beta,59,2.5716035681293024,0.5567805961010374,-2.014822972028265,-0.0263157894736841,-0.0274821218015374
A04,2,Right_Hand,C3,Beta,57,2.4970022568541785,0.3742146893866729,-2.1227875674675047,-0.0263157894736841,-0.0274821218015374
A04,3,Feet,C3,Beta,59,15.922043306728389,18.06498104536901,2.1429377386406228,-0.0263157894736841,-0.0274821218015374
A04,4,Tongue,C3,Beta,53,17.03851731543982,15.953996818911351,-1.084520496528466,-0.0263157894736841,-0.0274821218015374
A04,1,Left_Hand,Cz,Mu,59,87.2291391323014,77.51347835134142,-9.715660780959992,-0.0263157894736841,-0.0274821218015374
A04,2,Right_Hand,Cz,Mu,57,99.20655146153312,76.43305287417115,-22.773498587361964,-0.0263157894736841,-0.0274821218015374
A04,3,Feet,Cz,Mu,59,192.45025805093945,178.1024536840565,-14.347804366882944,-0.0263157894736841,-0.0274821218015374
A04,4,Tongue,Cz,Mu,53,121.88842897949542,99.11623607510757,-22.77219290438786,-0.0263157894736841,-0.0274821218015374
A04,1,Left_Hand,Cz,Beta,59,-0.2780296678400073,-5.813025241642409,-5.534995573802402,-0.0263157894736841,-0.0274821218015374
A04,2,Right_Hand,Cz,Beta,57,6.076502416225778,3.3956944293018188,-2.6808079869239574,-0.0263157894736841,-0.0274821218015374
A04,3,Feet,Cz,Beta,59,23.684047555383543,24.334345596182555,0.6502980407990172,-0.0263157894736841,-0.0274821218015374
A04,4,Tongue,Cz,Beta,53,37.56371573179977,40.732876857435926,3.169161125636157,-0.0263157894736841,-0.0274821218015374
A04,1,Left_Hand,C4,Mu,59,87.99532405179805,92.23741038063324,4.242086328835159,-0.0263157894736841,-0.0274821218015374
A04,2,Right_Hand,C4,Mu,57,99.33841749959588,92.09919533047142,-7.239222169124465,-0.0263157894736841,-0.0274821218015374
A04,3,Feet,C4,Mu,59,201.78857685664704,184.82062305241004,-16.96795380423695,-0.0263157894736841,-0.0274821218015374
A04,4,Tongue,C4,Mu,53,113.3468697040983,102.89419737222016,-10.452672331878158,-0.0263157894736841,-0.0274821218015374
A04,1,Left_Hand,C4,Beta,59,7.427227383893984,9.367429082652444,1.9402016987584585,-0.0263157894736841,-0.0274821218015374
A04,2,Right_Hand,C4,Beta,57,20.507568817267515,21.129345720124107,0.6217769028565898,-0.0263157894736841,-0.0274821218015374
A04,3,Feet,C4,Beta,59,39.82813842003245,42.29399068005135,2.4658522600189032,-0.0263157894736841,-0.0274821218015374
A04,4,Tongue,C4,Beta,53,50.71518756576946,54.68321409642687,3.9680265306574114,-0.0263157894736841,-0.0274821218015374
A05,1,Left_Hand,C3,Mu,70,52.46392495815415,78.21288579145657,25.74896083330243,0.0217391304347825,0.0625057563718594
A05,2,Right_Hand,C3,Mu,65,64.21407432700842,108.36894425736875,44.15486993036035,0.0217391304347825,0.0625057563718594
A05,3,Feet,C3,Mu,72,56.95249159682486,88.43536754605869,31.48287594923382,0.0217391304347825,0.0625057563718594
A05,4,Tongue,C3,Mu,69,80.84690562529718,131.4439592156206,50.59705359032342,0.0217391304347825,0.0625057563718594
A05,1,Left_Hand,C3,Beta,70,10.493548885829204,8.093039399104384,-2.400509486724818,0.0217391304347825,0.0625057563718594
A05,2,Right_Hand,C3,Beta,65,1.204574226646421,4.098102390442948,2.8935281637965264,0.0217391304347825,0.0625057563718594
A05,3,Feet,C3,Beta,72,8.265484261212338,9.548838586241787,1.2833543250294477,0.0217391304347825,0.0625057563718594
A05,4,Tongue,C3,Beta,69,9.043819528460984,7.85151460172278,-1.192304926738205,0.0217391304347825,0.0625057563718594
A05,1,Left_Hand,Cz,Mu,70,53.67829921635092,89.07143036280829,35.39313114645736,0.0217391304347825,0.0625057563718594
A05,2,Right_Hand,Cz,Mu,65,77.94128158174674,98.62457011239174,20.683288530644987,0.0217391304347825,0.0625057563718594
A05,3,Feet,Cz,Mu,72,45.26919364699021,55.51462293126151,10.2454292842713,0.0217391304347825,0.0625057563718594
A05,4,Tongue,Cz,Mu,69,64.85129480105542,76.05130582173841,11.200011020682998,0.0217391304347825,0.0625057563718594
A05,1,Left_Hand,Cz,Beta,70,10.619135758947282,7.418379098181629,-3.200756660765653,0.0217391304347825,0.0625057563718594
A05,2,Right_Hand,Cz,Beta,65,-0.930731204377046,0.5742933608138875,1.5050245651909333,0.0217391304347825,0.0625057563718594
A05,3,Feet,Cz,Beta,72,7.9006343128500305,8.581824813652792,0.6811905008027629,0.0217391304347825,0.0625057563718594
A05,4,Tongue,Cz,Beta,69,7.80541283830791,5.56207632195067,-2.2433365163572394,0.0217391304347825,0.0625057563718594
A05,1,Left_Hand,C4,Mu,70,61.17804232585268,107.04175970960584,45.86371738375316,0.0217391304347825,0.0625057563718594
A05,2,Right_Hand,C4,Mu,65,80.3373436097526,111.29960795531665,30.96226434556405,0.0217391304347825,0.0625057563718594
A05,3,Feet,C4,Mu,72,68.13539961243856,86.43216206362766,18.296762451189103,0.0217391304347825,0.0625057563718594
A05,4,Tongue,C4,Mu,69,62.00661012293636,69.98984859507486,7.983238472138504,0.0217391304347825,0.0625057563718594
A05,1,Left_Hand,C4,Beta,70,10.114003826299395,6.339814859283825,-3.7741889670155713,0.0217391304347825,0.0625057563718594
A05,2,Right_Hand,C4,Beta,65,-2.0162791519438623,0.7199193367817411,2.7361984887256035,0.0217391304347825,0.0625057563718594
A05,3,Feet,C4,Beta,72,7.652766989143002,8.917283438177195,1.2645164490341945,0.0217391304347825,0.0625057563718594
A05,4,Tongue,C4,Beta,69,7.6939875773459265,8.757887559860809,1.0638999825148825,0.0217391304347825,0.0625057563718594
A06,1,Left_Hand,C3,Mu,53,150.3921896650915,135.68939691501063,-14.70279275008088,0.0,0.0024605276447511
A06,2,Right_Hand,C3,Mu,55,119.31192463441754,110.43068603988633,-8.881238594531185,0.0,0.0024605276447511
A06,3,Feet,C3,Mu,54,203.87064250379137,179.7285691313007,-24.14207337249069,0.0,0.0024605276447511
A06,4,Tongue,C3,Mu,53,157.304804466818,80.59067109828389,-76.71413336853412,0.0,0.0024605276447511
A06,1,Left_Hand,C3,Beta,53,12.492570735349448,8.513091012678876,-3.979479722670573,0.0,0.0024605276447511
A06,2,Right_Hand,C3,Beta,55,-3.985739308138373,-1.863672334074416,2.122066974063956,0.0,0.0024605276447511
A06,3,Feet,C3,Beta,54,29.769839456707366,41.13197925805376,11.362139801346393,0.0,0.0024605276447511
A06,4,Tongue,C3,Beta,53,15.89891522152689,13.93682444155016,-1.962090779976733,0.0,0.0024605276447511
A06,1,Left_Hand,Cz,Mu,53,150.05852257437235,155.2434767101038,5.184954135731445,0.0,0.0024605276447511
A06,2,Right_Hand,Cz,Mu,55,193.2684090269653,177.89691932653085,-15.371489700434497,0.0,0.0024605276447511
A06,3,Feet,Cz,Mu,54,185.88456847703748,169.3127074857309,-16.5718609913066,0.0,0.0024605276447511
A06,4,Tongue,Cz,Mu,53,200.5507842582784,172.53025394811138,-28.02053031016703,0.0,0.0024605276447511
A06,1,Left_Hand,Cz,Beta,53,5.434990889304488,-3.5773495278713456,-9.012340417175832,0.0,0.0024605276447511
A06,2,Right_Hand,Cz,Beta,55,-0.4804398291045136,-7.554621892246592,-7.074182063142079,0.0,0.0024605276447511
A06,3,Feet,Cz,Beta,54,8.660804908924183,12.390845562414484,3.730040653490304,0.0,0.0024605276447511
A06,4,Tongue,Cz,Beta,53,0.2901573407263216,-7.797725834858682,-8.087883175585004,0.0,0.0024605276447511
A06,1,Left_Hand,C4,Mu,53,61.28873536563177,27.999887651035248,-33.288847714596535,0.0,0.0024605276447511
A06,2,Right_Hand,C4,Mu,55,92.6463839960382,102.6466511950381,10.000267198999897,0.0,0.0024605276447511
A06,3,Feet,C4,Mu,54,113.14503249571256,77.62765119469113,-35.51738130102142,0.0,0.0024605276447511
A06,4,Tongue,C4,Mu,53,65.38100048083068,32.14431096449096,-33.23668951633972,0.0,0.0024605276447511
A06,1,Left_Hand,C4,Beta,53,12.636730195074716,4.222236768628047,-8.414493426446667,0.0,0.0024605276447511
A06,2,Right_Hand,C4,Beta,55,17.281583284999453,16.856041486615787,-0.4255417983836666,0.0,0.0024605276447511
A06,3,Feet,C4,Beta,54,28.76267610233034,42.77322936871356,14.01055326638321,0.0,0.0024605276447511
A06,4,Tongue,C4,Beta,53,19.25973527331491,17.51199095052897,-1.747744322785941,0.0,0.0024605276447511
A07,1,Left_Hand,C3,Mu,71,50.64812417131907,34.648040087387045,-16.000084083932027,0.0613718411552346,0.0659035397796197
A07,2,Right_Hand,C3,Mu,69,82.76822643476507,64.77810286289413,-17.990123571870942,0.0613718411552346,0.0659035397796197
A07,3,Feet,C3,Mu,71,92.3556306274016,95.4198708645652,3.064240237163586,0.0613718411552346,0.0659035397796197
A07,4,Tongue,C3,Mu,66,88.79274538286455,94.9234093817828,6.130663998918251,0.0613718411552346,0.0659035397796197
A07,1,Left_Hand,C3,Beta,71,-21.84302208628173,-29.80824380471616,-7.96522171843442,0.0613718411552346,0.0659035397796197
A07,2,Right_Hand,C3,Beta,69,-27.76905126115138,-37.65816447560768,-9.889113214456302,0.0613718411552346,0.0659035397796197
A07,3,Feet,C3,Beta,71,-9.33190168624984,-14.0966653303356,-4.764763644085756,0.0613718411552346,0.0659035397796197
A07,4,Tongue,C3,Beta,66,-10.089904558463935,-14.569297169813067,-4.479392611349131,0.0613718411552346,0.0659035397796197
A07,1,Left_Hand,Cz,Mu,71,86.29459403849215,78.89517786976464,-7.3994161687275,0.0613718411552346,0.0659035397796197
A07,2,Right_Hand,Cz,Mu,69,91.6891706209051,96.67947533638488,4.990304715479744,0.0613718411552346,0.0659035397796197
A07,3,Feet,Cz,Mu,71,116.41270361885414,130.82480287727162,14.4120992584175,0.0613718411552346,0.0659035397796197
A07,4,Tongue,Cz,Mu,66,108.19907344843604,118.24635540206911,10.047281953633096,0.0613718411552346,0.0659035397796197
A07,1,Left_Hand,Cz,Beta,71,-11.372531676695704,-17.76227095702177,-6.389739280326067,0.0613718411552346,0.0659035397796197
A07,2,Right_Hand,Cz,Beta,69,-18.99395736958592,-28.51695389851232,-9.522996528926395,0.0613718411552346,0.0659035397796197
A07,3,Feet,Cz,Beta,71,-29.681484636320192,-35.71286230174784,-6.031377665427642,0.0613718411552346,0.0659035397796197
A07,4,Tongue,Cz,Beta,66,-14.618406069974682,-21.443025122187432,-6.824619052212753,0.0613718411552346,0.0659035397796197
A07,1,Left_Hand,C4,Mu,71,48.92533181938477,37.74386033909807,-11.1814714802867,0.0613718411552346,0.0659035397796197
A07,2,Right_Hand,C4,Mu,69,75.49835734112625,69.57976199326748,-5.918595347858767,0.0613718411552346,0.0659035397796197
A07,3,Feet,C4,Mu,71,101.49168154867054,103.94497571662376,2.4532941679532456,0.0613718411552346,0.0659035397796197
A07,4,Tongue,C4,Mu,66,132.47472099845714,129.5562616245233,-2.918459373933815,0.0613718411552346,0.0659035397796197
A07,1,Left_Hand,C4,Beta,71,-20.11392182694077,-29.94049132577121,-9.82656949883044,0.0613718411552346,0.0659035397796197
A07,2,Right_Hand,C4,Beta,69,-5.516989695957839,-14.552829760268082,-9.035840064310245,0.0613718411552346,0.0659035397796197
A07,3,Feet,C4,Beta,71,-4.804715306554612,-8.346618367964911,-3.541903061410298,0.0613718411552346,0.0659035397796197
A07,4,Tongue,C4,Beta,66,-4.302812472037446,-10.214543809387449,-5.911731337350002,0.0613718411552346,0.0659035397796197
A08,1,Left_Hand,C3,Mu,66,86.25965490390627,51.69207971392395,-34.567575189982314,0.0,-0.0021923887083538
A08,2,Right_Hand,C3,Mu,68,113.33847111642476,36.14101798510221,-77.19745313132256,0.0,-0.0021923887083538
A08,3,Feet,C3,Mu,69,86.26288400907836,50.08584463510957,-36.17703937396879,0.0,-0.0021923887083538
A08,4,Tongue,C3,Mu,68,106.23938716249651,80.38106153519313,-25.858325627303397,0.0,-0.0021923887083538
A08,1,Left_Hand,C3,Beta,66,-0.4674621431901823,-3.315929615381445,-2.8484674721912624,0.0,-0.0021923887083538
A08,2,Right_Hand,C3,Beta,68,2.715131250229326,-2.981208351684038,-5.6963396019133645,0.0,-0.0021923887083538
A08,3,Feet,C3,Beta,69,17.341124840551206,2.4012820031352136,-14.939842837415997,0.0,-0.0021923887083538
A08,4,Tongue,C3,Beta,68,13.309992640902053,16.975425479923853,3.665432839021797,0.0,-0.0021923887083538
A08,1,Left_Hand,Cz,Mu,66,79.83806173521667,40.1272381653054,-39.71082356991128,0.0,-0.0021923887083538
A08,2,Right_Hand,Cz,Mu,68,81.14796499392736,60.4186945787728,-20.72927041515456,0.0,-0.0021923887083538
A08,3,Feet,Cz,Mu,69,63.84636042991015,91.37809394567032,27.53173351576019,0.0,-0.0021923887083538
A08,4,Tongue,Cz,Mu,68,194.78932103571245,188.14834526537064,-6.640975770341842,0.0,-0.0021923887083538
A08,1,Left_Hand,Cz,Beta,66,-1.1413341535453887,-8.024816330746527,-6.883482177201138,0.0,-0.0021923887083538
A08,2,Right_Hand,Cz,Beta,68,4.878369651622177,3.147710556097764,-1.730659095524413,0.0,-0.0021923887083538
A08,3,Feet,Cz,Beta,69,22.142353054967124,-1.5468297898465269,-23.689182844813647,0.0,-0.0021923887083538
A08,4,Tongue,Cz,Beta,68,19.90368824620154,22.934326464288727,3.030638218087188,0.0,-0.0021923887083538
A08,1,Left_Hand,C4,Mu,66,61.71212782898641,4.820018482188452,-56.89210934679795,0.0,-0.0021923887083538
A08,2,Right_Hand,C4,Mu,68,59.91956558734024,38.409190688267415,-21.510374899072826,0.0,-0.0021923887083538
A08,3,Feet,C4,Mu,69,65.08342985431631,94.35786541118124,29.274435556864933,0.0,-0.0021923887083538
A08,4,Tongue,C4,Mu,68,212.6699488249091,163.29329630915657,-49.3766525157525,0.0,-0.0021923887083538
A08,1,Left_Hand,C4,Beta,66,-1.5379094078035596,-9.7849842708926,-8.247074863089038,0.0,-0.0021923887083538
A08,2,Right_Hand,C4,Beta,68,6.650191846416936,6.393166432723049,-0.2570254136938851,0.0,-0.0021923887083538
A08,3,Feet,C4,Beta,69,15.749214844162822,-0.0235267872841333,-15.772741631446952,0.0,-0.0021923887083538
A08,4,Tongue,C4,Beta,68,9.354797629303572,2.7620931406347675,-6.592704488668804,0.0,-0.0021923887083538
A09,1,Left_Hand,C3,Mu,65,36.41345979966621,20.510344924926805,-15.903114874739405,-0.0189393939393939,-0.0152709976238667
A09,2,Right_Hand,C3,Mu,65,125.5755222790191,161.5070037735536,35.93148149453453,-0.0189393939393939,-0.0152709976238667
A09,3,Feet,C3,Mu,69,69.51252247807832,64.91626180487252,-4.5962606732058,-0.0189393939393939,-0.0152709976238667
A09,4,Tongue,C3,Mu,65,148.55810247070252,140.67343932189974,-7.884663148802795,-0.0189393939393939,-0.0152709976238667
A09,1,Left_Hand,C3,Beta,65,-12.198531076452472,-15.896283013514427,-3.6977519370619567,-0.0189393939393939,-0.0152709976238667
A09,2,Right_Hand,C3,Beta,65,2.484453384122742,-0.2537696019634973,-2.7382229860862397,-0.0189393939393939,-0.0152709976238667
A09,3,Feet,C3,Beta,69,7.926798889948239,8.201574939418059,0.2747760494698194,-0.0189393939393939,-0.0152709976238667
A09,4,Tongue,C3,Beta,65,44.927389565981215,56.35699947403226,11.429609908051036,-0.0189393939393939,-0.0152709976238667
A09,1,Left_Hand,Cz,Mu,65,46.98087126289068,46.27180128993747,-0.7090699729531934,-0.0189393939393939,-0.0152709976238667
A09,2,Right_Hand,Cz,Mu,65,89.73151710947639,83.2084842695126,-6.523032839963808,-0.0189393939393939,-0.0152709976238667
A09,3,Feet,Cz,Mu,69,80.13837354868474,64.18881590339168,-15.949557645293044,-0.0189393939393939,-0.0152709976238667
A09,4,Tongue,Cz,Mu,65,186.52576075999949,177.4798825685149,-9.045878191484563,-0.0189393939393939,-0.0152709976238667
A09,1,Left_Hand,Cz,Beta,65,-11.694177018445748,-15.43861658763256,-3.7444395691868126,-0.0189393939393939,-0.0152709976238667
A09,2,Right_Hand,Cz,Beta,65,-5.683706499657956,-10.297405110224698,-4.613698610566742,-0.0189393939393939,-0.0152709976238667
A09,3,Feet,Cz,Beta,69,7.080755689502468,-1.4526125961738057,-8.533368285676273,-0.0189393939393939,-0.0152709976238667
A09,4,Tongue,Cz,Beta,65,16.856387569237906,18.710126981654398,1.8537394124164903,-0.0189393939393939,-0.0152709976238667
A09,1,Left_Hand,C4,Mu,65,-11.60666528054188,-35.811975036339014,-24.20530975579713,-0.0189393939393939,-0.0152709976238667
A09,2,Right_Hand,C4,Mu,65,67.22201335822012,60.03522010976133,-7.186793248458787,-0.0189393939393939,-0.0152709976238667
A09,3,Feet,C4,Mu,69,73.05568156473922,61.70792061411276,-11.347760950626473,-0.0189393939393939,-0.0152709976238667
A09,4,Tongue,C4,Mu,65,112.1322923536223,110.4960987677478,-1.6361935858745358,-0.0189393939393939,-0.0152709976238667
A09,1,Left_Hand,C4,Beta,65,-30.304079743066232,-34.82804921116092,-4.523969468094685,-0.0189393939393939,-0.0152709976238667
A09,2,Right_Hand,C4,Beta,65,0.1050733124922795,3.41785467143183,3.3127813589395503,-0.0189393939393939,-0.0152709976238667
A09,3,Feet,C4,Beta,69,-0.3697700276416759,-8.868334849041352,-8.498564821399675,-0.0189393939393939,-0.0152709976238667
A09,4,Tongue,C4,Beta,65,11.4383908310455,19.146521251081754,7.708130420036256,-0.0189393939393939,-0.0152709976238667
