Subject,Run,Trial,Onset,True_Class,Window_Index,Window_Start_s,Window_End_s,Overall_Central_R2,Theta_Central_R2,Alpha_Mu_Central_R2,Beta_Central_R2,Gamma_Central_R2
A01,3,2,2254,2,14,3.472,3.972,0.2563030184575399,0.0135405287535537,0.5425478807951799,0.3667619807388341,0.3787029334375918
A01,3,3,4172,2,0,0.0,0.5,0.0941646460456052,0.02218168549063,0.5256799723175261,0.0642919912729726,0.0
A01,3,3,4172,2,1,0.248,0.748,0.2193971346000814,0.1666692418242198,0.4349216635423333,0.1775595767686967,0.0
A01,3,3,4172,2,2,0.496,0.996,0.3003972678134219,0.4162753615073534,0.4115946136435379,0.1278523054313532,0.0418145262619193
A01,3,3,4172,2,3,0.744,1.244,0.2350389601748714,0.3499881270002642,0.1975531441856242,0.2239279769006367,0.1865006725452584
A01,3,3,4172,2,4,0.992,1.492,0.1123758809449062,0.1462277917923187,0.18241543797742,0.0824250086683788,0.2731748963203319
A01,3,3,4172,2,5,1.24,1.74,0.0842451069633294,0.0850696288303702,0.264011916933323,0.0,0.1875599054974887
A01,3,3,4172,2,6,1.488,1.988,0.0241894125628092,0.1413745943722955,0.3225474340781672,0.0,0.0591561273370574
A01,3,3,4172,2,7,1.736,2.236,0.0625087065116928,0.0738772072115028,0.1482188228416938,0.0214507276357639,0.0285027087818446
A01,3,3,4172,2,8,1.984,2.484,0.108577892686912,0.0974345873054146,0.187823320890548,0.1029576667834664,0.0220167082753273
A01,3,3,4172,2,9,2.232,2.732,0.1299721710194678,0.068320180656821,0.3111347825865964,0.1372982304503169,0.0700021472773199
A01,3,3,4172,2,10,2.48,2.98,0.116575073363728,0.0019073263735104,0.1216356267118974,0.2464212682012804,0.0647440215718691
A01,3,3,4172,2,11,2.728,3.228,0.0020077364231057,0.0463518131189944,0.0392138731629127,0.0401006029251041,0.0703217971884867
A01,3,3,4172,2,12,2.976,3.476,0.1971216375176994,0.2596832856234658,0.480143649941337,0.1297220276348849,0.1497069376570277
A01,3,3,4172,2,13,3.224,3.724,0.235899326000347,0.2749635528839363,0.2374994325405353,0.2131729971352305,0.4202562108120245
A01,3,3,4172,2,14,3.472,3.972,0.1206448816661935,0.2398274223672499,0.0493481288073212,0.2234786257919222,0.2601899530550565
A01,3,4,6124,1,0,0.0,0.5,0.0318081467625252,0.0131300940365358,0.0171194083081188,0.3072357465968103,0.1331178257176221
A01,3,4,6124,1,1,0.248,0.748,0.2519154571583124,0.3036608228138241,0.0011197283682781,0.3643209568696762,0.2088634871975073
A01,3,4,6124,1,2,0.496,0.996,0.5061792209397263,0.7329105444449644,0.2304373090391451,0.1268163879893775,0.1209918930245043
A01,3,4,6124,1,3,0.744,1.244,0.2814737792434206,0.5211143911721126,0.5090656268042062,0.2426018435585308,0.22490054497488
A01,3,4,6124,1,4,0.992,1.492,0.2969199689643679,0.1625427511279689,0.5886622722070661,0.3112130247385237,0.1081071999041777
A01,3,4,6124,1,5,1.24,1.74,0.3072492824841171,0.1412679744159775,0.632427421348494,0.3095701576716548,0.068059409628254
A01,3,4,6124,1,6,1.488,1.988,0.1695149322430523,0.062776509582305,0.4127005467018336,0.1331770199959992,0.2614546225803561
A01,3,4,6124,1,7,1.736,2.236,0.0638981591614098,0.0096274462936095,0.1813331412395014,0.1107584719205993,0.0784025138567045
A01,3,4,6124,1,8,1.984,2.484,0.1470479866549986,0.1906508045426287,0.422666478176179,0.1375555656149389,0.0
A01,3,4,6124,1,9,2.232,2.732,0.2864107273159108,0.2265936211064087,0.5317805580879235,0.2278351792783005,0.0471976022167893
A01,3,4,6124,1,10,2.48,2.98,0.3381802398579006,0.2761028712051355,0.6087505778347759,0.2850782344085321,0.4333532085571189
A01,3,4,6124,1,11,2.728,3.228,0.3126173473771175,0.2414608362639816,0.6187140360748743,0.2759337090402152,0.430050752413427
A01,3,4,6124,1,12,2.976,3.476,0.2585900414763776,0.1222303243204042,0.4234414126364517,0.2326975802661877,0.1682433253086361
A01,3,4,6124,1,13,3.224,3.724,0.1254502479077165,0.0,0.2527871598778544,0.2994164759908411,0.0180747047202717
A01,3,4,6124,1,14,3.472,3.972,0.1404992875254017,0.0,0.2303948546470584,0.30446010773302,0.0049190953549737
A01,3,5,8132,2,0,0.0,0.5,0.2962365791902036,0.2408798648006441,0.4449804650023711,0.0956176115636166,0.031820298648676
A01,3,5,8132,2,1,0.248,0.748,0.2087789125161314,0.0947915279831659,0.3058461555736382,0.0350207654012746,0.1773640259590275
A01,3,5,8132,2,2,0.496,0.996,0.1661035554292993,0.1010289449258643,0.196480290943746,0.1151455651589492,0.3257536269232198
A01,3,5,8132,2,3,0.744,1.244,0.1816779551203211,0.2615010939456216,0.0030074668604462,0.2145838847232342,0.1984917774524215
A01,3,5,8132,2,4,0.992,1.492,0.0533546411967233,0.1573031794856873,0.0932280304041959,0.0597112931720913,0.0840741375208841
A01,3,5,8132,2,5,1.24,1.74,0.061253510587991,0.1390346811621648,0.2865174692955694,0.0402860933394181,0.0302602456243663
A01,3,5,8132,2,6,1.488,1.988,0.0618503288108814,0.274490548546649,0.2067166757470502,0.0081536278698082,0.0435589690129638
A01,3,5,8132,2,7,1.736,2.236,0.216974006763098,0.2070545454094794,0.1869568846936454,0.0061520207556187,0.3549180419984121
A01,3,5,8132,2,8,1.984,2.484,0.3507449908469925,0.3064709180242239,0.435700237108365,0.1339213355724506,0.1221420821452372
A01,3,5,8132,2,9,2.232,2.732,0.2062917849023389,0.2124303138965569,0.5046400471894188,0.0856150770175023,0.0298852338335879
A01,3,5,8132,2,10,2.48,2.98,0.0,0.0,0.2954180066881663,0.0338119492686147,0.2707694804977447
A01,3,5,8132,2,11,2.728,3.228,0.0151325027764469,0.0,0.1688790548109989,0.0580708850540818,0.3275443870401212
A01,3,5,8132,2,12,2.976,3.476,0.2501217892375233,0.1703516757877157,0.2222651116467626,0.250170658627555,0.3379024670639379
A01,3,5,8132,2,13,3.224,3.724,0.2862592209789868,0.2443620891581356,0.4749173881386413,0.2529586465714783,0.1286991296224848
A01,3,5,8132,2,14,3.472,3.972,0.2049152130938414,0.1045586776982853,0.5379540093913313,0.1844567827738941,0.0637780753079389
A01,3,6,10243,1,0,0.0,0.5,0.0,0.0525995743345419,0.0,0.0288517405890829,0.0808568194688971
A01,3,6,10243,1,1,0.248,0.748,0.1578941520671831,0.0137164076767434,0.4675411299958214,0.0,0.0313838712297961
A01,3,6,10243,1,2,0.496,0.996,0.1790455833148146,0.0067586994287376,0.5226920618510685,0.0045002788994306,0.0066399778688448
A01,3,6,10243,1,3,0.744,1.244,0.0697727044979863,0.0514199844431648,0.0649726680099025,0.2309422440294708,0.2468632831177734
A01,3,6,10243,1,4,0.992,1.492,0.2900156774997019,0.36896710527439,0.3908787780558977,0.2659109544493759,0.2376595899479158
A01,3,6,10243,1,5,1.24,1.74,0.3149619825073783,0.3320010255691894,0.5574296449093388,0.2493561349136628,0.1576480299518783
A01,3,6,10243,1,6,1.488,1.988,0.2552278710634392,0.2293896792067168,0.5961103639790107,0.0421260127481151,0.0808918054749646
A01,3,6,10243,1,7,1.736,2.236,0.2333988463159906,0.3276161134471005,0.4300658144159178,0.037519693894646,0.0222329154911156
A01,3,6,10243,1,8,1.984,2.484,0.2287315631209154,0.3137990523269641,0.0942708454618902,0.2585196055445339,0.027524678137753
A01,3,6,10243,1,9,2.232,2.732,0.0865996008340913,0.1790484063200489,0.076174317148624,0.0420964579146626,0.242267028014431
A01,3,6,10243,1,10,2.48,2.98,0.0891655570490407,0.3510571646977254,0.4815699792785559,0.0,0.0185369400406607
A01,3,6,10243,1,11,2.728,3.228,0.1381851579522339,0.1910168060037805,0.5098198046660575,0.0160465439799581,0.0
A01,3,6,10243,1,12,2.976,3.476,0.1424132050706591,0.0142701827350104,0.4664888727777955,0.0981029695515385,0.0703835782974223
A01,3,6,10243,1,13,3.224,3.724,0.187111578593318,0.0246092887159545,0.4511218138827894,0.3215405452755936,0.2151751978100987
A01,3,6,10243,1,14,3.472,3.972,0.3953526088845691,0.0817377380836516,0.5230920257028687,0.4889835957582412,0.2046620174431601
A01,3,7,12160,2,0,0.0,0.5,0.1301234646223065,0.0349325570760743,0.2924326342074608,0.3188093708487229,0.0
A01,3,7,12160,2,1,0.248,0.748,0.308917300973912,0.3112549791280221,0.455280623824282,0.2306664872643662,0.0647240000116361
A01,3,7,12160,2,2,0.496,0.996,0.2178003724066277,0.2591312069762848,0.1099242380000695,0.3184136960328577,0.2038187589203763
A01,3,7,12160,2,3,0.744,1.244,0.3444166277747288,0.5504024477248658,0.2107017594066207,0.3409674046023868,0.3159773133309076
A01,3,7,12160,2,4,0.992,1.492,0.4148511783985894,0.7714371315843412,0.416791408011995,0.1700260273992884,0.2478940781137734
A01,3,7,12160,2,5,1.24,1.74,0.2241229942986476,0.5815872238689982,0.3220227949650634,0.07160524747339,0.1492185720566575
A01,3,7,12160,2,6,1.488,1.988,0.0535576708599918,0.06050885670236,0.0205795330426316,0.0924084766652824,0.1561288173420595
A01,3,7,12160,2,7,1.736,2.236,0.0133194482407656,0.0654874795921188,0.0197285695716896,0.002999525600377,0.0006588885464738
A01,3,7,12160,2,8,1.984,2.484,0.1893763796467616,0.2250861750215588,0.3105456529213312,0.072907300355708,0.0
A01,3,7,12160,2,9,2.232,2.732,0.3322139213210456,0.3186447531889808,0.5177689885993538,0.1049052088679411,0.2050592691528779
A01,3,7,12160,2,10,2.48,2.98,0.1953228171331307,0.3556615184543261,0.248472330116884,0.1688640305159021,0.0823261199155629
A01,3,7,12160,2,11,2.728,3.228,0.1350332953192191,0.0254568606945653,0.2346384605975117,0.1186602935621357,0.0224735353875326
A01,3,7,12160,2,12,2.976,3.476,0.1371849340067545,0.0708154385746215,0.2867619460850107,0.1362038155278829,0.1559459496088554
A01,3,7,12160,2,13,3.224,3.724,0.1702373815796058,0.1545330136882962,0.4346183903795431,0.2674750138125137,0.2996149228880365
A01,3,7,12160,2,14,3.472,3.972,0.2612910889475738,0.3430109024917641,0.390148380037389,0.3813276876488687,0.0325684804959755
A01,3,8,14210,3,0,0.0,0.5,0.2205043575100266,0.4230548247470447,0.264137144216708,0.2126335361304078,0.2067242429278265
A01,3,8,14210,3,1,0.248,0.748,0.0673922582849989,0.0452909705772099,0.1768791205044264,0.1587483254636332,0.0835067867343117
A01,3,8,14210,3,2,0.496,0.996,0.1369171493108901,0.0868081459719285,0.3186779368567156,0.0815980026766263,0.3513285604927857
A01,3,8,14210,3,3,0.744,1.244,0.2719722300624239,0.3345718482319154,0.4043529954764691,0.2089311665310524,0.4252698307402804
A01,3,8,14210,3,4,0.992,1.492,0.2787032220044607,0.2791481493360535,0.3085222582944511,0.3866073020581398,0.07430722580384
A01,3,8,14210,3,5,1.24,1.74,0.1378670730352086,0.0577320932899781,0.1680532530023642,0.3119894514469815,0.0245524216726236
A01,3,8,14210,3,6,1.488,1.988,0.1428084789239747,0.1063189697412455,0.370135956755534,0.0405686274989932,0.1416047002960621
A01,3,8,14210,3,7,1.736,2.236,0.1441910774797737,0.1489473314646892,0.3290014833945787,0.1166264007758769,0.3303194113684893
A01,3,8,14210,3,8,1.984,2.484,0.2258891116561785,0.111946541484135,0.3731326039020704,0.2520065497706577,0.4627508949719843
A01,3,8,14210,3,9,2.232,2.732,0.2791956728386279,0.0935226841868702,0.5377069081166861,0.2484488347762966,0.3850793772909194
A01,3,8,14210,3,10,2.48,2.98,0.2009577371971298,0.0408345115225878,0.4079474552795902,0.1885126622959992,0.2532605447079221
A01,3,8,14210,3,11,2.728,3.228,0.2404231789542861,0.2444758231181087,0.2745582994789045,0.2355706556284784,0.2049290723427061
A01,3,8,14210,3,12,2.976,3.476,0.2313727632898296,0.2594429953615794,0.2095997873100195,0.2983807074864174,0.3545350099784006
A01,3,8,14210,3,13,3.224,3.724,0.1725175156350287,0.0753228541395461,0.2155491680034281,0.3408575143552939,0.3272607747779926
A01,3,8,14210,3,14,3.472,3.972,0.3426136029949195,0.1600475412751981,0.0559994342769209,0.4273479701094392,0.2290806036180266
A01,3,9,16141,2,0,0.0,0.5,0.1577141286115593,0.3698674107713104,0.0952271772254221,0.0,0.0
A01,3,9,16141,2,1,0.248,0.748,0.1914005682243629,0.3557992997945846,0.0018488299159878,0.1726498894892365,0.0010096977636993
A01,3,9,16141,2,2,0.496,0.996,0.1400902272484516,0.1659069627189303,0.0001595683197532,0.1904136732438523,0.0431258002462181
A01,3,9,16141,2,3,0.744,1.244,0.0320971098760466,0.1472915351239192,0.0,0.1314331622773901,0.1042512087752819
A01,3,9,16141,2,4,0.992,1.492,0.1029061611280429,0.3386250714595492,0.0,0.3934621407068822,0.0746876276115007
A01,3,9,16141,2,5,1.24,1.74,0.1897677815614399,0.2746002430723336,0.3787359491790927,0.2429697058110476,0.0675214618805218
A01,3,9,16141,2,6,1.488,1.988,0.166895496342555,0.2280806923796065,0.5073025166908859,0.0579673325549194,0.1066935102377853
A01,3,9,16141,2,7,1.736,2.236,0.0106001055978383,0.0,0.3401672538218488,0.0,0.2558479967526719
A01,3,9,16141,2,8,1.984,2.484,0.0055206503868159,0.0,0.3993236244638442,0.0437711795288874,0.0592933878896171
A01,3,9,16141,2,9,2.232,2.732,0.2192321042521718,0.1046312564986449,0.4740809012283273,0.2236007029606172,0.0575907060809893
A01,3,9,16141,2,10,2.48,2.98,0.2051755687202889,0.0526571508270797,0.0725448227217717,0.3608665889795239,0.2228033999504143
A01,3,9,16141,2,11,2.728,3.228,0.1398433421468242,0.0241943147179845,0.1227066440655197,0.1394304073503149,0.2008058405296733
A01,3,9,16141,2,12,2.976,3.476,0.1007084879896835,0.0450077851832236,0.3071610014529841,0.0521887468769339,0.2977281317975483
A01,3,9,16141,2,13,3.224,3.724,0.165141718688846,0.0408670278828455,0.1026112055119545,0.3593658709760702,0.3013100801938369
A01,3,9,16141,2,14,3.472,3.972,0.1960006682010159,0.0375740724087224,0.1507391767034631,0.3088100251282539,0.2535765626720813
A01,3,10,18139,4,0,0.0,0.5,0.2872488121060617,0.3538129381531992,0.4440073378717322,0.1237913782189282,0.0094601181006644
A01,3,10,18139,4,1,0.248,0.748,0.3296680258884676,0.3626631918820484,0.5450583491398985,0.1561167456793574,0.1027948845009873
A01,3,10,18139,4,2,0.496,0.996,0.2402600343860486,0.2939121256411562,0.531080390455391,0.2272309858217927,0.021861050220314
A01,3,10,18139,4,3,0.744,1.244,0.142172432137743,0.1508586062497192,0.2948765797253965,0.3162002344530645,0.0
A01,3,10,18139,4,4,0.992,1.492,0.1653802062581135,0.1647677818502221,0.2021328967314346,0.1375424584152253,0.3215989842228398
A01,3,10,18139,4,5,1.24,1.74,0.1230138334312027,0.1925079535471225,0.1153308230042084,0.1126915700773121,0.4107834868028996
A01,3,10,18139,4,6,1.488,1.988,0.0565471423820168,0.0,0.076875443401924,0.1601452992430518,0.3613205779457991
A01,3,10,18139,4,7,1.736,2.236,0.107362397752513,0.0901068823516911,0.2586022721517382,0.0056191299386744,0.5209738111960455
A01,3,10,18139,4,8,1.984,2.484,0.2469685104425314,0.1955749815277609,0.2907874925810835,0.1973145754701596,0.4674175654639561
A01,3,10,18139,4,9,2.232,2.732,0.3555034054331151,0.2089447713935685,0.2963220534442644,0.4684128088029812,0.0254734039439216
A01,3,10,18139,4,10,2.48,2.98,0.2751958205876667,0.270410805498274,0.3143132211263796,0.3289558500153448,0.0977465298972553
A01,3,10,18139,4,11,2.728,3.228,0.2050353967796388,0.0770837344389617,0.3308396180344549,0.239019361881146,0.3416188236461884
A01,3,10,18139,4,12,2.976,3.476,0.0778892114371995,0.0071007718585998,0.2741683748881783,0.0699140550195309,0.4219658261555165
A01,3,10,18139,4,13,3.224,3.724,0.042420508170164,0.0,0.2351322488934568,0.0715774517045494,0.2112302475364
A01,3,10,18139,4,14,3.472,3.972,0.0887458629610665,0.0503756438837167,0.2547397320897837,0.0796764254124039,0.2182583404306009
A01,3,11,20045,1,0,0.0,0.5,0.0336874166017536,0.0,0.0463316081610384,0.2516275917624725,0.1794305324950349
A01,3,11,20045,1,1,0.248,0.748,0.0072180808715455,0.0,0.0049652413671983,0.1835011868946914,0.1084395950052715
A01,3,11,20045,1,2,0.496,0.996,0.0650853389660515,0.0,0.1323343640010946,0.3339213252008673,0.1043633664618883
A01,3,11,20045,1,3,0.744,1.244,0.1520188739369937,6.330121239403066e-05,0.4013464988665505,0.1744577558806617,0.2298251111442436
A01,3,11,20045,1,4,0.992,1.492,0.1313469787361178,0.0921376196705653,0.4029067817681649,0.0139660204630205,0.1658317483180248
A01,3,11,20045,1,5,1.24,1.74,0.1264832181846273,0.072400045649717,0.1786538627438226,0.2305069737606253,0.0226807418604493
A01,3,11,20045,1,6,1.488,1.988,0.2875215536082436,0.3333970535794973,0.2234407208372598,0.28033307925774,0.1332354623518543
A01,3,11,20045,1,7,1.736,2.236,0.3526278496854382,0.3984569248532827,0.3117490198859473,0.2562513035069009,0.1821586395182382
A01,3,11,20045,1,8,1.984,2.484,0.0350061291463652,0.0445759659244894,0.0441152855966102,0.1358972825833674,0.4319344988644672
A01,3,11,20045,1,9,2.232,2.732,0.0175683005457385,0.0143338016108513,0.079850361137371,0.0740500754155734,0.4634736476709273
A01,3,11,20045,1,10,2.48,2.98,0.1150678401318719,0.0132793668747,0.3973589714431255,0.1121916427587933,0.1958599274069526
A01,3,11,20045,1,11,2.728,3.228,0.0,0.0,0.386364680365121,0.0008206009095905,0.0761713908186377
A01,3,11,20045,1,12,2.976,3.476,0.2089724602031356,0.147397067731122,0.1216602420425468,0.3540141688803183,0.0506921486779412
A01,3,11,20045,1,13,3.224,3.724,0.3511482281448525,0.2973726924157183,0.1989525769689339,0.449615132957973,0.0531721344494323
A01,3,11,20045,1,14,3.472,3.972,0.2673067808962607,0.3001951680566595,0.2929763358515235,0.2860369361095825,0.246858636187748
A01,3,12,21940,3,0,0.0,0.5,0.2342639417544418,0.2293601227436182,0.0464883022668527,0.1816155153080843,0.3390334566837683
A01,3,12,21940,3,1,0.248,0.748,0.088745079004877,0.0392328800271672,0.362170924110849,0.1953206649686026,0.5272164405869699
A01,3,12,21940,3,2,0.496,0.996,0.2018174247085609,0.0799321046337994,0.1330122870295814,0.3231664012222647,0.3149329980181434
A01,3,12,21940,3,3,0.744,1.244,0.1937904866697642,0.1199832781088385,0.1803038297302677,0.3449173016720666,0.0954333983061774
A01,3,12,21940,3,4,0.992,1.492,0.2349917147101907,0.0699230187386877,0.3156404488895227,0.30088863018986,0.2026391474731509
A01,3,12,21940,3,5,1.24,1.74,0.2026161395153312,0.2443856304372584,0.2053871093328884,0.0797567206933395,0.1923082276016177
A01,3,12,21940,3,6,1.488,1.988,0.2125360431399854,0.3033688727442392,0.0538513833678831,0.0,0.3364919238041567
A01,3,12,21940,3,7,1.736,2.236,0.2273633392441915,0.2598797715378386,0.0118884231717064,0.2506106603377246,0.2685985109995535
A01,3,12,21940,3,8,1.984,2.484,0.1269045510881179,0.127319722878855,0.0,0.2647114916775983,0.2116638400706579
A01,3,12,21940,3,9,2.232,2.732,0.1611516837718309,0.0,0.0,0.4354950800312815,0.2255308355262757
A01,3,12,21940,3,10,2.48,2.98,0.211972523373311,0.0,0.2024596110307568,0.4625068382169409,0.1205275581567219
A01,3,12,21940,3,11,2.728,3.228,0.2880955178903147,0.1736177526365523,0.1988219402832986,0.4161420869376117,0.1487819149501111
A01,3,12,21940,3,12,2.976,3.476,0.1933199110362127,0.3307099615598038,0.0755242058133006,0.3489004340577758,0.236557521781563
A01,3,12,21940,3,13,3.224,3.724,0.1306623446228932,0.1168742639653624,0.1064378877377289,0.2992042060006913,0.4445614490023682
A01,3,12,21940,3,14,3.472,3.972,0.2138507415727797,0.0167308847435058,0.219737925969971,0.3018917986010231,0.5203490329127675
A01,3,13,23912,2,0,0.0,0.5,0.0889740957242964,0.1665773482862494,0.0269042407339259,0.0320034749499754,0.2242635744551449
A01,3,13,23912,2,1,0.248,0.748,0.0451349825773009,0.253082467964499,0.0290262781553633,0.0489780714976212,0.1272041111155318
A01,3,13,23912,2,2,0.496,0.996,0.2966643090550788,0.4790727051154712,0.3918846069547691,0.133498066654973,0.0038160129938691
A01,3,13,23912,2,3,0.744,1.244,0.3607899300630833,0.3560081928323382,0.4628196840240707,0.3315556344970914,0.0919906022148459
A01,3,13,23912,2,4,0.992,1.492,0.2303793786339256,0.3757147864875332,0.0724923959811075,0.2559397370304999,0.2125618616252276
A01,3,13,23912,2,5,1.24,1.74,0.2228390705254278,0.4058970083700947,0.0120033231347262,0.2164472797740965,0.3240519469489796
A01,3,13,23912,2,6,1.488,1.988,0.2691089443395501,0.2106870257232389,0.2683932989239203,0.2893414427858123,0.1866542098659163
A01,3,13,23912,2,7,1.736,2.236,0.1949784054604695,0.127989190344223,0.3513735408872764,0.3507878115262651,0.1138335182271837
A01,3,13,23912,2,8,1.984,2.484,0.1317562984079594,0.0778465251373988,0.1438434127093075,0.3872540428140085,0.3133435925427382
A01,3,13,23912,2,9,2.232,2.732,0.1523978244073894,0.0574682438655996,0.2239082899617434,0.2986828987659518,0.4008464712801242
A01,3,13,23912,2,10,2.48,2.98,0.2810143091014442,0.0822691070100528,0.3678107990876434,0.4551823666502039,0.4634897852568448
A01,3,13,23912,2,11,2.728,3.228,0.3791310098701693,0.1579196704704309,0.6128995870410879,0.3567015388017322,0.369860796674152
A01,3,13,23912,2,12,2.976,3.476,0.3461159810673948,0.1477322076327929,0.6179051264938005,0.3179134919171846,0.1733423569023753
A01,3,13,23912,2,13,3.224,3.724,0.1921891513524359,0.1207746710141376,0.2074201135554871,0.3361857665507736,0.105354261006532
A01,3,13,23912,2,14,3.472,3.972,0.1618995325001999,0.0767668531758228,0.2269425787133921,0.2341842522657367,0.2170442048511244
A01,3,14,25856,1,0,0.0,0.5,0.329724839000641,0.2680466334619264,0.3488478772482967,0.3960961487868045,0.0915359761293387
A01,3,14,25856,1,1,0.248,0.748,0.0328028060864731,0.0101646674709019,0.0212797411272513,0.0876709757093761,0.343725167648123
A01,3,14,25856,1,2,0.496,0.996,0.0157770713025292,0.0,0.0,0.2167697073187092,0.3146637347032214
A01,3,14,25856,1,3,0.744,1.244,0.1733231566778317,0.3418182820922587,0.0688513397984082,0.286082387519341,0.2204178750408751
A01,3,14,25856,1,4,0.992,1.492,0.3922816325373971,0.576768474924552,0.4039569485810616,0.3695445113051976,0.3743278651100467
A01,3,14,25856,1,5,1.24,1.74,0.3464359751640348,0.3861269620827259,0.3435202885842826,0.4460941424986662,0.4182042076320825
A01,3,14,25856,1,6,1.488,1.988,0.2074730151659321,0.3391490834091806,0.27101933781103,0.1566713851958149,0.4518753097385642
A01,3,14,25856,1,7,1.736,2.236,0.2798645941647563,0.4319542986989951,0.3010973896678274,0.122091818775473,0.3719909128834425
A01,3,14,25856,1,8,1.984,2.484,0.3438463269604296,0.2772528365201522,0.4391883302561551,0.2620415269946771,0.4561278039336523
A01,3,14,25856,1,9,2.232,2.732,0.2879132158238334,0.0768341123840145,0.4462953676675339,0.2487827508285474,0.558103897522353
A01,3,14,25856,1,10,2.48,2.98,0.1488270986470118,0.0832769060026506,0.2953330377751361,0.2158544985661593,0.549996173261806
A01,3,14,25856,1,11,2.728,3.228,0.2557822055193766,0.135499744145127,0.3818652718918565,0.2452991442164685,0.4146431515707294
A01,3,14,25856,1,12,2.976,3.476,0.2967638695158547,0.0620322256832909,0.4318824173586023,0.3955385681090751,0.4918002684812187
A01,3,14,25856,1,13,3.224,3.724,0.320372404351078,0.0744558492011944,0.6057143827346586,0.4242676306832235,0.465673365139244
A01,3,14,25856,1,14,3.472,3.972,0.3427931419927256,0.1867471912319081,0.5242165973620019,0.4720102718503089,0.2893824468628963
A01,3,15,27823,4,0,0.0,0.5,0.1446692709284879,0.0352078610914616,0.2571041981841819,0.1316326562146856,0.0
