Subject,Band,Channel,R2,R2_percent
A05,Alpha_Mu,Cz,0.2830189182656851,28.301891826568514
A05,Alpha_Mu,C2,0.3140585336782362,31.40585336782362
A05,Alpha_Mu,C4,0.3562962275891711,35.629622758917115
A05,Alpha_Mu,C6,0.4262729896873608,42.627298968736085
A05,Beta,C5,0.3092933781292973,30.92933781292973
A05,Beta,C3,0.3351431173666356,33.51431173666356
A05,Beta,C1,0.3644973751416012,36.44973751416012
A05,Beta,Cz,0.3819242578970668,38.19242578970668
A05,Beta,C2,0.4097150094955099,40.971500949550986
A05,Beta,C4,0.4395224876262122,43.95224876262122
A05,Beta,C6,0.482641183372679,48.2641183372679
A05,Gamma,C5,0.255173354464178,25.5173354464178
A05,Gamma,C3,0.2457601148644966,24.576011486449666
A05,Gamma,C1,0.2422060276430636,24.220602764306363
A05,Gamma,Cz,0.2470630037506678,24.706300375066785
A05,Gamma,C2,0.2657683034650981,26.576830346509816
A05,Gamma,C4,0.2841605002674194,28.416050026741942
A05,Gamma,C6,0.3069315050918108,30.69315050918108
A06,Delta,C5,0.267286055413632,26.728605541363205
A06,Delta,C3,0.1905234461451111,19.05234461451112
A06,Delta,C1,0.1821062097905107,18.210620979051072
A06,Delta,Cz,0.1727571735032037,17.275717350320374
A06,Delta,C2,0.2271797103646931,22.717971036469308
A06,Delta,C4,0.2925442146524984,29.254421465249848
A06,Delta,C6,0.4349710911431503,43.49710911431504
A06,Theta,C5,0.2730666513019819,27.306665130198198
A06,Theta,C3,0.2221561180003348,22.21561180003349
A06,Theta,C1,0.2174890548357808,21.748905483578085
A06,Theta,Cz,0.2129450499863063,21.29450499863064
A06,Theta,C2,0.2521233329250931,25.212333292509317
A06,Theta,C4,0.2911287558684313,29.11287558684313
A06,Theta,C6,0.3737157093189948,37.37157093189948
A06,Alpha_Mu,C5,0.245073593695938,24.507359369593807
A06,Alpha_Mu,C3,0.2065399652321818,20.653996523218183
A06,Alpha_Mu,C1,0.3492176108336958,34.92176108336958
A06,Alpha_Mu,Cz,0.4542198065529321,45.42198065529321
A06,Alpha_Mu,C2,0.4402677888910533,44.02677888910533
A06,Alpha_Mu,C4,0.3247190895554155,32.47190895554155
A06,Alpha_Mu,C6,0.4302827411532345,43.02827411532345
A06,Beta,C5,0.3735010029944113,37.35010029944114
A06,Beta,C3,0.3174814290103226,31.74814290103226
A06,Beta,C1,0.3745376952936268,37.45376952936268
A06,Beta,Cz,0.3846039379254017,38.460393792540174
A06,Beta,C2,0.3874501138172606,38.74501138172606
A06,Beta,C4,0.3362592878346159,33.62592878346159
A06,Beta,C6,0.4356193028286023,43.56193028286023
A06,Gamma,C5,0.5126216679651618,51.26216679651618
A06,Gamma,C3,0.5822944255758082,58.229442557580825
A06,Gamma,C1,0.5812945778590981,58.12945778590981
A06,Gamma,Cz,0.5488197381749531,54.88197381749531
A06,Gamma,C2,0.581685055363937,58.1685055363937
A06,Gamma,C4,0.575525595460568,57.552559546056806
A06,Gamma,C6,0.5403054577025006,54.03054577025006
A07,Delta,C5,0.6311353137050575,63.11353137050575
A07,Delta,C3,0.5601158368486419,56.011583684864185
A07,Delta,C1,0.5150997848123208,51.50997848123208
A07,Delta,Cz,0.5145208419290748,51.45208419290748
A07,Delta,C2,0.5946296392496426,59.46296392496426
A07,Delta,C4,0.6734648870131303,67.34648870131304
A07,Delta,C6,0.7739788101829917,77.39788101829917
A07,Theta,C5,0.2364655483182777,23.64655483182777
A07,Theta,C3,0.2161613362638778,21.61613362638778
A07,Theta,C1,0.2093795685682551,20.93795685682551
A07,Theta,Cz,0.2104180140767855,21.041801407678552
A07,Theta,C2,0.265045816014536,26.5045816014536
A07,Theta,C4,0.3346020838069481,33.46020838069481
A07,Theta,C6,0.4516304180231297,45.163041802312975
A07,Alpha_Mu,C5,0.2204551312303833,22.04551312303833
A07,Alpha_Mu,C3,0.252625573323423,25.262557332342304
A07,Alpha_Mu,C1,0.3268538153962761,32.68538153962761
A07,Alpha_Mu,Cz,0.3775034018842174,37.75034018842174
A07,Alpha_Mu,C2,0.4163674628938949,41.63674628938949
A07,Alpha_Mu,C4,0.436412465235835,43.6412465235835
A07,Alpha_Mu,C6,0.5170661300874871,51.70661300874871
A07,Beta,C5,0.1499740244399019,14.997402443990191
A07,Beta,C3,0.1182478751667416,11.824787516674162
A07,Beta,C1,0.1491396292753378,14.913962927533786
A07,Beta,Cz,0.1594025592283832,15.94025592283832
A07,Beta,C2,0.2168731199187438,21.68731199187438
A07,Beta,C4,0.2469873995164496,24.698739951644967
A07,Beta,C6,0.3231270635583939,32.3127063558394
A07,Gamma,C5,0.1553356362765143,15.533563627651436
A07,Gamma,C3,0.0974283196516139,9.742831965161391
A07,Gamma,C1,0.073250431470371,7.3250431470371025
A07,Gamma,Cz,0.0715636209416291,7.156362094162915
A07,Gamma,C2,0.1168292694496198,11.68292694496198
A07,Gamma,C4,0.1634396403030367,16.34396403030367
A07,Gamma,C6,0.1948595747048729,19.485957470487293
A08,Delta,C5,0.5637472082484789,56.37472082484789
A08,Delta,C3,0.5079998399750096,50.799983997500966
A08,Delta,C1,0.4725975119638465,47.25975119638465
A08,Delta,Cz,0.4645556372813362,46.45556372813362
A08,Delta,C2,0.5728040766248946,57.280407662489466
A08,Delta,C4,0.6863997365904588,68.63997365904588
A08,Delta,C6,0.7720551749041429,77.2055174904143
A08,Theta,C5,0.3546810884906392,35.46810884906392
A08,Theta,C3,0.3172630284518253,31.72630284518253
A08,Theta,C1,0.2867023707356353,28.67023707356353
A08,Theta,Cz,0.265419239567926,26.5419239567926
A08,Theta,C2,0.324858596447182,32.485859644718204
A08,Theta,C4,0.3952391230956543,39.52391230956543
A08,Theta,C6,0.4690721942756074,46.90721942756074
A08,Alpha_Mu,C5,0.3577603682535375,35.77603682535375
A08,Alpha_Mu,C3,0.4732130348076606,47.32130348076606
A08,Alpha_Mu,C1,0.5864808603928684,58.64808603928684
A08,Alpha_Mu,Cz,0.6074042611619019,60.74042611619019
A08,Alpha_Mu,C2,0.6153256361899744,61.53256361899744
A08,Alpha_Mu,C4,0.5656008606795944,56.56008606795944
A08,Alpha_Mu,C6,0.5662309102218466,56.62309102218466
A08,Beta,C5,0.6164433482247644,61.644334822476445
A08,Beta,C3,0.5778452268705268,57.78452268705267
A08,Beta,C1,0.5635565474104804,56.35565474104804
A08,Beta,Cz,0.5516906196389584,55.16906196389584
A08,Beta,C2,0.5939701922180978,59.39701922180978
A08,Beta,C4,0.6271600487769942,62.71600487769942
A08,Beta,C6,0.6798232627257189,67.9823262725719
A08,Gamma,C5,0.7562575573643445,75.62575573643446
A08,Gamma,C3,0.7593125496705626,75.93125496705626
A08,Gamma,C1,0.7444439470277281,74.44439470277281
A08,Gamma,Cz,0.7263289403043325,72.63289403043325
A08,Gamma,C2,0.7534696603043461,75.34696603043461
A08,Gamma,C4,0.7775672421573452,77.75672421573452
A08,Gamma,C6,0.7908574919218674,79.08574919218674
A09,Delta,C5,0.4432379904156183,44.32379904156183
A09,Delta,C3,0.3271476197046746,32.714761970467464
A09,Delta,C1,0.2664015408380423,26.640154083804237
A09,Delta,Cz,0.2250945794831453,22.509457948314537
A09,Delta,C2,0.282743306169554,28.2743306169554
A09,Delta,C4,0.3374512142387003,33.74512142387003
A09,Delta,C6,0.4209387121681397,42.09387121681397
A09,Theta,C5,0.2528127699062029,25.28127699062029
A09,Theta,C3,0.2038911887448162,20.389118874481625
A09,Theta,C1,0.2014753926581053,20.147539265810533
A09,Theta,Cz,0.195173030236092,19.5173030236092
A09,Theta,C2,0.2578952263807712,25.789522638077123
A09,Theta,C4,0.3159910858174691,31.599108581746915
A09,Theta,C6,0.4170027998965124,41.70027998965124
A09,Alpha_Mu,C5,0.1495521963414633,14.955219634146331
A09,Alpha_Mu,C3,0.1083723088821295,10.837230888212956
A09,Alpha_Mu,C1,0.2580243188551568,25.802431885515688
A09,Alpha_Mu,Cz,0.3759667080191007,37.59667080191007
A09,Alpha_Mu,C2,0.4595027091810918,45.95027091810918
A09,Alpha_Mu,C4,0.4147823254462865,41.47823254462865
A09,Alpha_Mu,C6,0.5247515578101358,52.475155781013584
A09,Beta,C5,0.4648138295006296,46.481382950062965
A09,Beta,C3,0.3900353220038339,39.0035322003834
A09,Beta,C1,0.4972843362525322,49.72843362525322
A09,Beta,Cz,0.5156000390741035,51.56000390741035
A09,Beta,C2,0.5236151521465027,52.36151521465027
A09,Beta,C4,0.4605461900656268,46.05461900656268
A09,Beta,C6,0.5457609520485605,54.576095204856045
A09,Gamma,C5,0.7151105499342532,71.51105499342532
A09,Gamma,C3,0.6673989439810257,66.73989439810258
A09,Gamma,C1,0.739408998584005,73.9408998584005
A09,Gamma,Cz,0.7639582031443055,76.39582031443055
A09,Gamma,C2,0.7550417668189224,75.50417668189225
A09,Gamma,C4,0.6613004929163406,66.13004929163407
A09,Gamma,C6,0.6779348197841999,67.79348197841999
