Subject,Run,Trial,True_Class,Band,Baseline_R2,MI_R2,Change_R2,fs
A01,4,30,3,Alpha_Mu,0.2849805185289226,0.186569189564284,-0.0984113289646385,250.0
A01,4,30,3,Beta,0.211254178129471,0.3611325876722498,0.1498784095427788,250.0
A01,4,30,3,Gamma,0.3314613328744782,0.2351403588687631,-0.096320974005715,250.0
A01,4,31,1,Theta,0.1056640183606301,0.5107089884635455,0.4050449701029153,250.0
A01,4,31,1,Alpha_Mu,0.223864792136017,0.4901516485443414,0.2662868564083244,250.0
A01,4,31,1,Beta,0.2224332164492631,0.3188673976114201,0.0964341811621569,250.0
A01,4,31,1,Gamma,0.1756474509525603,0.3446948597419964,0.169047408789436,250.0
A01,4,32,2,Theta,0.3123354459764025,0.1151856773005981,-0.1971497686758043,250.0
A01,4,32,2,Alpha_Mu,0.6917313304560666,0.5659917073692207,-0.1257396230868459,250.0
A01,4,32,2,Beta,0.200205354187827,0.3384244974286116,0.1382191432407845,250.0
A01,4,32,2,Gamma,0.2555116927051442,0.1898177287929194,-0.0656939639122247,250.0
A01,4,33,1,Theta,0.3166965269922754,0.4258187409136718,0.1091222139213963,250.0
A01,4,33,1,Alpha_Mu,0.5659639316656561,0.3626964573985282,-0.2032674742671278,250.0
A01,4,33,1,Beta,0.2591610388295406,0.2459881175191127,-0.0131729213104279,250.0
A01,4,33,1,Gamma,0.3467116349800849,0.2258134441791528,-0.1208981908009321,250.0
A01,4,34,2,Theta,0.3729383406354327,0.270042771079913,-0.1028955695555197,250.0
A01,4,34,2,Alpha_Mu,0.2621521421631088,0.2854832481987439,0.023331106035635,250.0
A01,4,34,2,Beta,0.2325626053439847,0.1232175453991291,-0.1093450599448556,250.0
A01,4,34,2,Gamma,0.3565869486429937,0.4233769271332085,0.0667899784902148,250.0
A01,4,35,2,Theta,0.2942213886398065,0.1641223199510819,-0.1300990686887246,250.0
A01,4,35,2,Alpha_Mu,0.4156952952968847,0.3733046816005742,-0.0423906136963105,250.0
A01,4,35,2,Beta,0.2147466316052799,0.2881056221699961,0.0733589905647162,250.0
A01,4,35,2,Gamma,0.2841081946673349,0.1582375210242376,-0.1258706736430972,250.0
A01,4,36,1,Theta,0.3525056010565641,0.4874247958737737,0.1349191948172096,250.0
A01,4,36,1,Alpha_Mu,0.2478544432402361,0.5004071780066967,0.2525527347664604,250.0
A01,4,36,1,Beta,0.198168631569436,0.3047541101035961,0.10658547853416,250.0
A01,4,36,1,Gamma,0.1545360239551595,0.2519901778196917,0.0974541538645321,250.0
A01,4,37,2,Theta,0.3263824463736337,0.1652155922531814,-0.1611668541204522,250.0
A01,4,37,2,Alpha_Mu,0.3985073818039138,0.5768012136311251,0.1782938318272113,250.0
A01,4,37,2,Beta,0.268335694120032,0.2940909683055168,0.0257552741854847,250.0
A01,4,37,2,Gamma,0.1754900153766417,0.3603648832940845,0.1848748679174428,250.0
A01,4,38,3,Theta,0.2464249970707575,0.3863227449682879,0.1398977478975303,250.0
A01,4,38,3,Alpha_Mu,0.4142333443407707,0.2948773838585334,-0.1193559604822372,250.0
A01,4,38,3,Beta,0.2207102171487076,0.2164648735071568,-0.0042453436415508,250.0
A01,4,38,3,Gamma,0.2258703424271906,0.4243943857947386,0.198524043367548,250.0
A01,4,39,2,Theta,0.6907973754873039,0.3149090095161568,-0.375888365971147,250.0
A01,4,39,2,Alpha_Mu,0.2373401614522397,0.3918153339449712,0.1544751724927314,250.0
A01,4,39,2,Beta,0.1604741001610638,0.283565324198283,0.1230912240372191,250.0
A01,4,39,2,Gamma,0.2741341233857287,0.2502459669263129,-0.0238881564594157,250.0
A01,4,40,3,Theta,0.1271970218347994,0.4971563986063863,0.3699593767715869,250.0
A01,4,40,3,Alpha_Mu,0.3306920632301195,0.3378579278787752,0.0071658646486557,250.0
A01,4,40,3,Beta,0.3855815251837619,0.0893164594715909,-0.2962650657121709,250.0
A01,4,40,3,Gamma,0.3675668245899665,0.0757897043107576,-0.2917771202792089,250.0
A01,4,41,3,Theta,0.4338042696646444,0.3329106360859084,-0.1008936335787359,250.0
A01,4,41,3,Alpha_Mu,0.1920254429727329,0.432915060294848,0.2408896173221151,250.0
A01,4,41,3,Beta,0.1527191842646888,0.2371311916580379,0.0844120073933491,250.0
A01,4,41,3,Gamma,0.3229448005145033,0.2000341484106259,-0.1229106521038774,250.0
A01,4,42,4,Theta,0.1948204122260904,0.3067593626091808,0.1119389503830903,250.0
A01,4,42,4,Alpha_Mu,0.3676061238926016,0.167347155365086,-0.2002589685275156,250.0
A01,4,42,4,Beta,0.1225222856569094,0.2540036830702578,0.1314813974133483,250.0
A01,4,42,4,Gamma,0.2461242059843001,0.1844782513677596,-0.0616459546165404,250.0
A01,4,43,3,Theta,0.1672153528516336,0.5157563989449676,0.348541046093334,250.0
A01,4,43,3,Alpha_Mu,0.3068701521255392,0.3904974778821247,0.0836273257565854,250.0
A01,4,43,3,Beta,0.1698701255968279,0.278471544403404,0.108601418806576,250.0
A01,4,43,3,Gamma,0.327413463139163,0.244499514151665,-0.0829139489874979,250.0
A01,4,44,3,Theta,0.6453100758674325,0.3854694047541001,-0.2598406711133323,250.0
A01,4,44,3,Alpha_Mu,0.2991495669747935,0.2489536177330626,-0.0501959492417308,250.0
A01,4,44,3,Beta,0.2919358896451503,0.2334478595688136,-0.0584880300763367,250.0
A01,4,44,3,Gamma,0.1272908086576711,0.2084154891176171,0.0811246804599459,250.0
A01,4,45,4,Theta,0.2077732395792605,0.2182521338791778,0.0104788942999172,250.0
A01,4,45,4,Alpha_Mu,0.5433645126162964,0.3300092810225885,-0.2133552315937079,250.0
A01,4,45,4,Beta,0.2751389751451287,0.1757140562199453,-0.0994249189251834,250.0
A01,4,45,4,Gamma,0.2492583525872114,0.1021050975885074,-0.1471532549987039,250.0
A01,4,46,4,Theta,0.3361946615569043,0.2647572339868262,-0.0714374275700781,250.0
A01,4,46,4,Alpha_Mu,0.6254084532165518,0.3586800850205466,-0.2667283681960051,250.0
A01,4,46,4,Beta,0.1773644526087502,0.2195952895997982,0.0422308369910479,250.0
A01,4,46,4,Gamma,0.2809725826589094,0.2257366180986404,-0.0552359645602689,250.0
A01,4,47,4,Theta,0.5473376798245357,0.242300080741397,-0.3050375990831387,250.0
A01,4,47,4,Alpha_Mu,0.2156607714310817,0.5523235818162818,0.3366628103852001,250.0
A01,4,47,4,Beta,0.1159308133338486,0.3606745483926084,0.2447437350587597,250.0
A01,4,47,4,Gamma,0.2569675062100027,0.1769478577167948,-0.0800196484932079,250.0
A01,4,48,4,Theta,0.0973718675430307,0.2612558447629217,0.1638839772198909,250.0
A01,4,48,4,Alpha_Mu,0.2931288052113053,0.3643684312999867,0.0712396260886814,250.0
A01,4,48,4,Beta,0.3574299315857243,0.2753038869570802,-0.082126044628644,250.0
A01,4,48,4,Gamma,0.3441906967995319,0.2898085408844611,-0.0543821559150708,250.0
A01,5,1,4,Theta,0.8076957646276554,0.1231769801727068,-0.6845187844549485,250.0
A01,5,1,4,Alpha_Mu,0.7455580843795957,0.4551503969499566,-0.290407687429639,250.0
A01,5,1,4,Beta,0.4151237591775857,0.2053334760839532,-0.2097902830936324,250.0
A01,5,1,4,Gamma,0.687998021960002,0.5696539184359629,-0.1183441035240391,250.0
A01,5,2,3,Theta,0.5559645780979617,0.2929363586425708,-0.2630282194553909,250.0
A01,5,2,3,Alpha_Mu,0.4069494894350579,0.2226399698541908,-0.1843095195808671,250.0
A01,5,2,3,Beta,0.2558366119882543,0.3904841132876693,0.134647501299415,250.0
A01,5,2,3,Gamma,0.2619609724475196,0.5127946323017581,0.2508336598542385,250.0
A01,5,3,2,Theta,0.1355683442362348,0.1743302643404993,0.0387619201042645,250.0
A01,5,3,2,Alpha_Mu,0.1952294215402135,0.4775914851318453,0.2823620635916317,250.0
A01,5,3,2,Beta,0.3840237110254519,0.324194130538691,-0.0598295804867609,250.0
A01,5,3,2,Gamma,0.6997739020944342,0.4535368690696296,-0.2462370330248046,250.0
A01,5,4,1,Theta,0.5152296686389398,0.3426808364575313,-0.1725488321814084,250.0
A01,5,4,1,Alpha_Mu,0.2559011570343132,0.3730890964763806,0.1171879394420673,250.0
A01,5,4,1,Beta,0.3793863760517212,0.2837360833797487,-0.0956502926719724,250.0
A01,5,4,1,Gamma,0.3998371961011705,0.2676954711985086,-0.1321417249026619,250.0
A01,5,5,1,Theta,0.2945149135393318,0.1704174299881756,-0.1240974835511562,250.0
A01,5,5,1,Alpha_Mu,0.2669733218597458,0.2161008574251664,-0.0508724644345794,250.0
A01,5,5,1,Beta,0.1832225650556307,0.2803530405814369,0.0971304755258061,250.0
A01,5,5,1,Gamma,0.1851603192959054,0.2646594877040143,0.0794991684081088,250.0
A01,5,6,2,Theta,0.445663189601541,0.2989833062606002,-0.1466798833409407,250.0
A01,5,6,2,Alpha_Mu,0.126681206459165,0.6266559804957524,0.4999747740365874,250.0
A01,5,6,2,Beta,0.3019512091718991,0.1848593303080291,-0.11709187886387,250.0
A01,5,6,2,Gamma,0.390386740339638,0.2589017480241656,-0.1314849923154724,250.0
A01,5,7,3,Theta,0.184639467068287,0.3592169277257845,0.1745774606574975,250.0
A01,5,7,3,Alpha_Mu,0.6414112207623035,0.3205308180499622,-0.3208804027123412,250.0
A01,5,7,3,Beta,0.3487971397017561,0.5846475961128211,0.235850456411065,250.0
A01,5,7,3,Gamma,0.4080171760217775,0.7616837635221412,0.3536665875003636,250.0
A01,5,8,4,Theta,0.4193326372235376,0.0843976310651849,-0.3349350061583526,250.0
A01,5,8,4,Alpha_Mu,0.3009339452682742,0.553798755863282,0.2528648105950077,250.0
A01,5,8,4,Beta,0.3014687797371985,0.5374013053810575,0.2359325256438589,250.0
A01,5,8,4,Gamma,0.5765762198329882,0.5861005521294907,0.0095243322965025,250.0
A01,5,9,2,Theta,0.3966453974170588,0.3593533439707976,-0.0372920534462611,250.0
A01,5,9,2,Alpha_Mu,0.2414806822036384,0.35173324312156,0.1102525609179216,250.0
A01,5,9,2,Beta,0.3768372284812508,0.4024936719413362,0.0256564434600854,250.0
A01,5,9,2,Gamma,0.5922141967148253,0.575275650837143,-0.0169385458776822,250.0
A01,5,10,3,Theta,0.1603689510244154,0.4123574006690181,0.2519884496446026,250.0
A01,5,10,3,Alpha_Mu,0.6616771759044033,0.3743109995687234,-0.2873661763356799,250.0
A01,5,10,3,Beta,0.394891140849669,0.3124378909353559,-0.082453249914313,250.0
A01,5,10,3,Gamma,0.2979512147326164,0.4632644652862909,0.1653132505536744,250.0
A01,5,11,1,Theta,0.1086826293726445,0.1401231004134509,0.0314404710408064,250.0
A01,5,11,1,Alpha_Mu,0.3857030212137377,0.5449452937558162,0.1592422725420785,250.0
A01,5,11,1,Beta,0.2429561215503686,0.3655639747325607,0.122607853182192,250.0
A01,5,11,1,Gamma,0.4824691729701939,0.4301643130146932,-0.0523048599555007,250.0
A01,5,12,1,Theta,0.0984574738176186,0.3587104433501747,0.2602529695325561,250.0
A01,5,12,1,Alpha_Mu,0.3720863371110426,0.3057808542520239,-0.0663054828590187,250.0
A01,5,12,1,Beta,0.1894056786357185,0.4580903151874918,0.2686846365517733,250.0
A01,5,12,1,Gamma,0.2934646851699201,0.4304477587158856,0.1369830735459654,250.0
A01,5,13,1,Theta,0.5452145246864788,0.3303382510207015,-0.2148762736657772,250.0
A01,5,13,1,Alpha_Mu,0.2295769381077833,0.4619118565035151,0.2323349183957317,250.0
A01,5,13,1,Beta,0.2727404249291631,0.2971770683539526,0.0244366434247894,250.0
A01,5,13,1,Gamma,0.6288759427789979,0.5096961419832897,-0.1191798007957082,250.0
A01,5,14,4,Theta,0.3092671966367342,0.3874679925706504,0.0782007959339162,250.0
A01,5,14,4,Alpha_Mu,0.5747345061798826,0.4202291698305917,-0.1545053363492909,250.0
A01,5,14,4,Beta,0.1796404734340018,0.3898603761883047,0.2102199027543028,250.0
A01,5,14,4,Gamma,0.2065925517280324,0.5415484024959575,0.3349558507679251,250.0
A01,5,15,2,Theta,0.2745704838748329,0.2577761550353832,-0.0167943288394496,250.0
A01,5,15,2,Alpha_Mu,0.4826522763236189,0.1422523689618911,-0.3403999073617277,250.0
A01,5,15,2,Beta,0.3475443280791697,0.2592302179949789,-0.0883141100841907,250.0
A01,5,15,2,Gamma,0.2626488376568963,0.5887595045305531,0.3261106668736568,250.0
A01,5,16,2,Theta,0.3157389018964176,0.1784502516833561,-0.1372886502130615,250.0
A01,5,16,2,Alpha_Mu,0.501242844964139,0.2317122684704835,-0.2695305764936554,250.0
A01,5,16,2,Beta,0.3042600723356366,0.3471746006932653,0.0429145283576287,250.0
A01,5,16,2,Gamma,0.5621334155819576,0.4816388074204403,-0.0804946081615172,250.0
A01,5,17,1,Theta,0.4222241686164436,0.2041097482269182,-0.2181144203895253,250.0
A01,5,17,1,Alpha_Mu,0.2684042910177615,0.4003493670218775,0.131945076004116,250.0
A01,5,17,1,Beta,0.3582977173815531,0.4326562022527339,0.0743584848711808,250.0
A01,5,17,1,Gamma,0.2504358561553576,0.6241623799478864,0.3737265237925287,250.0
A01,5,18,1,Theta,0.2660293468630202,0.3677241919855394,0.1016948451225191,250.0
A01,5,18,1,Alpha_Mu,0.2574116466252931,0.6271343385924771,0.369722691967184,250.0
A01,5,18,1,Beta,0.3882004614442689,0.5303171897450866,0.1421167283008176,250.0
A01,5,18,1,Gamma,0.2507849064402291,0.6294857104117461,0.3787008039715169,250.0
A01,5,19,3,Theta,0.2085006778068048,0.4766850052089967,0.2681843274021918,250.0
A01,5,19,3,Alpha_Mu,0.2537916050570099,0.1665649064089318,-0.087226698648078,250.0
A01,5,19,3,Beta,0.1919802129981653,0.2404817920072144,0.048501579009049,250.0
A01,5,19,3,Gamma,0.101398524614623,0.4152848871363608,0.3138863625217378,250.0
A01,5,20,1,Theta,0.3142561130654352,0.070887455916653,-0.2433686571487822,250.0
A01,5,20,1,Alpha_Mu,0.26523186840894,0.6847296395409106,0.4194977711319705,250.0
A01,5,20,1,Beta,0.4192355075595309,0.3403526872670716,-0.0788828202924592,250.0
A01,5,20,1,Gamma,0.595035350762888,0.4560131097056344,-0.1390222410572535,250.0
A01,5,21,2,Theta,0.2345099113581515,0.2368770232879892,0.0023671119298377,250.0
A01,5,21,2,Alpha_Mu,0.2424645481148724,0.4062493231513237,0.1637847750364513,250.0
A01,5,21,2,Beta,0.4574653639681634,0.4894196773981077,0.0319543134299442,250.0
A01,5,21,2,Gamma,0.5250960447365289,0.7842269330410849,0.259130888304556,250.0
A01,5,22,4,Theta,0.2886317565952569,0.4784913768709452,0.1898596202756883,250.0
A01,5,22,4,Alpha_Mu,0.3319898111207631,0.4001561961940781,0.068166385073315,250.0
A01,5,22,4,Beta,0.2057808218559654,0.2741441562128513,0.0683633343568858,250.0
A01,5,22,4,Gamma,0.266977019955176,0.2900644673271152,0.0230874473719392,250.0
A01,5,23,4,Theta,0.4167950214887109,0.3618202928672335,-0.0549747286214774,250.0
A01,5,23,4,Alpha_Mu,0.3641111088884013,0.5060881406428844,0.141977031754483,250.0
A01,5,23,4,Beta,0.2678804342204651,0.313483972087397,0.0456035378669318,250.0
A01,5,23,4,Gamma,0.1480502502761014,0.2430031163353758,0.0949528660592743,250.0
A01,5,24,3,Theta,0.3523202571035765,0.1538905785558767,-0.1984296785476998,250.0
A01,5,24,3,Alpha_Mu,0.4645749192929452,0.2402697944803476,-0.2243051248125975,250.0
A01,5,24,3,Beta,0.3349617766717073,0.2796138648389182,-0.055347911832789,250.0
A01,5,24,3,Gamma,0.3697563077072214,0.4298740528309097,0.0601177451236883,250.0
A01,5,25,1,Theta,0.4693215634900718,0.2676078036458229,-0.2017137598442488,250.0
A01,5,25,1,Alpha_Mu,0.2262564536727854,0.4329835443013699,0.2067270906285845,250.0
A01,5,25,1,Beta,0.3080277681197921,0.3611727514507877,0.0531449833309955,250.0
A01,5,25,1,Gamma,0.3644394221319543,0.364394651836078,-4.477029587629522e-05,250.0
A01,5,26,4,Theta,0.092322222705762,0.393469251228534,0.301147028522772,250.0
A01,5,26,4,Alpha_Mu,0.4132115398256495,0.5738325881747011,0.1606210483490515,250.0
A01,5,26,4,Beta,0.1985188254313889,0.3851609793544423,0.1866421539230534,250.0
A01,5,26,4,Gamma,0.2086913024968665,0.5072389837490375,0.298547681252171,250.0
A01,5,27,4,Theta,0.4216612868174661,0.394269172503904,-0.0273921143135621,250.0
A01,5,27,4,Alpha_Mu,0.4836813504646067,0.5561699313163475,0.0724885808517407,250.0
A01,5,27,4,Beta,0.4061628468623869,0.3436540814936554,-0.0625087653687315,250.0
A01,5,27,4,Gamma,0.3266223374583193,0.3979826226584146,0.0713602852000953,250.0
A01,5,28,2,Theta,0.1192626870539922,0.3760410583537018,0.2567783712997096,250.0
A01,5,28,2,Alpha_Mu,0.4154775183422328,0.4892301099957524,0.0737525916535196,250.0
A01,5,28,2,Beta,0.2307787652139913,0.2477350320287926,0.0169562668148012,250.0
A01,5,28,2,Gamma,0.2301445125360787,0.1915181507998583,-0.0386263617362204,250.0
A01,5,29,4,Theta,0.296530027956684,0.5608801580077766,0.2643501300510926,250.0
