Run,Trial,Onset_pred,True_Class_pred,Subject,Predicted_Class,Correct,Model,Inference_ms,Onset_eog,True_Class_eog,C5_Theta_R2,C3_Theta_R2,C1_Theta_R2,Cz_Theta_R2,C2_Theta_R2,C4_Theta_R2,C6_Theta_R2,Central_Theta_R2,C5_Alpha_Mu_R2,C3_Alpha_Mu_R2,C1_Alpha_Mu_R2,Cz_Alpha_Mu_R2,C2_Alpha_Mu_R2,C4_Alpha_Mu_R2,C6_Alpha_Mu_R2,Central_Alpha_Mu_R2,C5_Beta_R2,C3_Beta_R2,C1_Beta_R2,Cz_Beta_R2,C2_Beta_R2,C4_Beta_R2,C6_Beta_R2,Central_Beta_R2,C5_Gamma_R2,C3_Gamma_R2,C1_Gamma_R2,Cz_Gamma_R2,C2_Gamma_R2,C4_Gamma_R2,C6_Gamma_R2,Central_Gamma_R2,Central_Overall_EOG_R2
3,11,20045,1,A01,2,0,EEGNet,26.963472366333008,20045,1,10.862193711634871,17.784092974032173,24.04862081784901,26.536309726687712,33.59808404732226,37.96428645118931,45.054431866532,27.978288513606763,7.470750789755187,27.46380162311286,39.54332913622651,43.8090697302193,34.73933711873748,23.72559156620978,42.33091593789441,31.2975422717365,21.28241565675652,23.27557562225332,25.7249276987524,26.392898360988998,23.32031415972782,21.874899073769072,28.23052896831286,24.30022279150871,13.6790165222606,12.783168166868895,21.91663066264124,18.10465114804125,28.48547437037302,25.855416852145584,25.217193863292607,20.863078797946173,26.109783093699534
3,12,21940,3,A01,4,0,EEGNet,26.963472366333008,21940,3,45.3807142586104,53.734621533002766,50.20180492615052,46.07226573977565,44.47596100014111,46.4416890079486,51.64309803521907,48.27859350012116,19.245373534969133,25.20542155907688,31.612476167558057,29.01511374577913,14.204073711949828,13.39004080662588,38.55523989464446,24.46110563151476,28.76398949453553,30.652398606529584,30.791014592914845,31.353196468452182,31.44334477181765,31.5746854698298,40.69804623556303,32.18238223423466,30.95136796182068,28.10514615347557,34.58550722477376,32.0278961872764,38.082066858968645,33.017896014315674,32.13408056168562,32.70056585175948,34.405661804407515
3,13,23912,2,A01,2,1,EEGNet,26.963472366333008,23912,2,38.48037865535042,41.67034646099103,45.82351908428584,45.89152549743056,46.177314911495294,45.40152038795125,53.00798719080628,45.20751316975867,27.69259059332644,31.36475776239697,33.79406483344975,37.3400684475265,39.38811011784467,37.69879922489435,44.46361018496755,35.9631430234866,23.860240687719315,25.44095542797049,32.661977700641856,34.515857696889164,36.5719489459572,31.968050238617145,32.46142889268048,31.06863708435366,18.277846477124427,26.119653855042515,30.401625073986505,28.67766197811745,24.362622621188923,21.52098189942908,16.70284442607104,23.72331947585142,33.990653188362586
3,14,25856,1,A01,4,0,EEGNet,26.963472366333008,25856,1,34.09630453988019,39.92270453902012,45.347768497232224,45.551726670261885,43.23754769253432,36.37485247971991,44.96694119751295,41.35683508802309,14.323749792174231,24.843306800018105,41.48098152141524,47.02381602995136,53.8464893265048,51.10017353087135,55.5071426642604,41.16080852359936,16.7505776807519,29.38870104635909,30.5691848600852,34.226136478281376,31.38854041100272,33.46639329250583,49.87288247012,32.23748803415801,41.39647146263062,47.44866579226278,50.28465151071111,49.23763908199479,44.95006682436199,46.08350641396501,35.95840903841532,45.05134430347738,39.95161898731446
3,15,27823,4,A01,4,1,EEGNet,26.963472366333008,27823,4,3.498045705741537,6.257858826214613,13.434954949934951,14.431024450372998,18.87022745375728,17.117046989365026,35.73523388413435,15.620627465645825,7.839660671869053,19.835470761619774,38.55355370665027,49.69527405149032,42.2305433261311,31.064034787267445,44.19187645171755,33.344344822392216,21.066449934564734,26.273689123360853,25.690387975823626,27.10596678757977,24.7111192967317,24.059619648059936,26.399918132543565,25.04387869980917,25.85689029713347,32.24353746224428,29.707840130027808,29.311670945110837,29.76968197384694,32.516069830806096,33.30227896971106,30.38685280126864,26.098925947278964
3,16,29943,4,A01,4,1,EEGNet,26.963472366333008,29943,4,18.08866416418541,12.522754354177613,9.662867573808107,6.501303481230036,16.692173724021085,22.53587684358047,39.77715908671322,17.96868560395942,27.809268008147512,27.97317296555149,38.948271585835,41.62480458061106,39.132913425602034,40.95767649255985,53.785324814114176,38.60449026748873,28.670573429503843,35.287893557351865,35.74738180819139,35.90217413050755,32.15607273425337,32.42182444115146,36.47498475855502,33.80870069421636,22.741280713425084,26.37824636103836,26.357758034655166,27.607571697374567,25.245738469525985,25.141502502253942,23.79894565702605,25.324434776471307,28.92657783553395
3,17,31951,4,A01,4,1,EEGNet,26.963472366333008,31951,4,1.7607690507178475,5.32148993491931,9.11039162682995,9.747975066987523,9.68872759687024,10.74687125601531,28.926500770705957,10.757532186149447,4.582033501204408,14.892104371790548,35.23896329271034,47.27284938701772,43.27291958862395,34.471863036768035,39.99773653141921,31.389781387076315,16.253437654211233,20.147711176875216,27.155152613982537,31.071698676734684,34.018527970278726,29.8275575216328,33.35226341592241,27.403764147091085,39.70168808449925,45.85583935118754,45.41102446926308,49.68542469028988,44.58344211197684,40.76287666450333,39.752516819014936,43.678973170104975,28.30751272260545
3,18,34017,4,A01,4,1,EEGNet,26.963472366333008,34017,4,41.35237170844466,42.76129185089719,45.83210084462645,47.39829742466618,48.06696901777746,49.27608652704617,59.04737949599487,47.67635669563614,8.371528832468645,17.51139386927051,27.06487307210933,31.285949145724175,36.521972166695214,45.45745102704208,54.40328010412123,31.516635459633022,17.408907827771547,25.94834069747733,29.807065020878444,30.624251410891368,24.623217317739837,24.09191181327195,27.74076838522052,25.749208924750143,11.12489747496993,9.470970941383472,7.128887446720766,11.689129861623336,16.012414365156925,19.80721567135005,14.475138992404355,12.815522107658406,29.43943079691943
3,21,40189,3,A01,3,1,EEGNet,26.963472366333008,40189,3,5.221392290704252,5.005605600355468,5.6634262689125965,9.200728872074848,11.256464407062127,13.270871406855878,17.02626387640568,9.520678960338692,11.92760964815962,9.644510944836291,19.02107954128731,25.31370018017849,33.985275116339444,40.9472465440616,53.56405798257219,27.771925708205,13.38873638656195,11.096758074121526,13.200328947754691,11.705100428849658,11.31835713055831,10.820573875684214,22.867279710849697,13.485304936340006,43.304603463937255,49.68279981710013,40.68742670657208,45.33329625634944,38.39037949992915,40.92540841375765,37.07972296220071,42.20051958854949,23.244607298358297
3,22,42269,2,A01,2,1,EEGNet,26.963472366333008,42269,2,7.328433048405325,12.113143347434296,18.576597735798728,19.26241993809688,23.809446928542656,22.95970465496372,33.77966712619334,19.68991611134785,8.652948787891345,12.999198588209016,32.84271774411489,43.30239697009846,46.21412752837769,36.65136094225567,38.33389931326126,31.28523569631548,24.45167303750872,31.52370650144165,34.27599711478753,34.63389508857722,35.16669008373204,32.79472952660338,30.357917881156396,31.886372747686703,48.71218497765347,62.621546899879135,45.648514841711794,47.04608370011785,31.062964801461856,32.94558674279134,33.24162956222605,43.0397873608345,31.47532797904613
3,23,44181,1,A01,4,0,EEGNet,26.963472366333008,44181,1,11.14818653163705,15.289600268746216,18.678167401969592,21.12467141959826,21.579127999016716,23.775044260768382,38.50679127414693,21.44308416512616,1.5572539259527618,5.615918626310624,15.204831885609016,22.69629277776809,31.205734873183523,37.68833999053653,60.78411453837184,24.964640945390343,9.047271611464202,16.283329529558156,15.237013767722862,20.81897545563633,16.826117421930633,18.4593009577234,16.817181287862105,16.21274143312824,15.72177396395804,20.13755082288729,18.339450353994856,24.04142856208493,20.729111735026173,22.741113618810104,11.026572479066854,18.962428790832604,20.39572383361934
3,24,46212,1,A01,3,0,EEGNet,26.963472366333008,46212,1,10.054303328825064,9.216607531038743,10.030346522463663,14.917149441996012,18.84578471889602,24.28097588065221,35.87664462917367,17.603116007577913,13.366569347270708,19.531452046495435,27.785334132608053,38.57706603641865,49.55018625274702,52.91880616333133,59.32363263047413,37.29329237276362,19.979434206953872,16.95856789332667,16.6735267095341,13.190327624360776,11.223217337094429,8.652797584745663,17.513008593701286,14.884411421388114,11.764389507323523,20.44820189443072,17.689346823146813,22.42593918274841,18.81870759700962,23.48119241009291,20.799329589649474,19.34672957205735,22.281887343446748
3,25,48165,3,A01,4,0,EEGNet,26.963472366333008,48165,3,13.978133884626454,14.163320497672728,15.655367277288567,14.169138244007708,9.709311436369797,9.53157952042889,18.383810884067152,13.655808820637327,8.829068858682277,15.075789650329485,32.29069396702249,42.69149898040463,31.424859594963948,17.215166485276214,24.41061766562853,24.562527886043934,25.02954406920536,25.972229144294857,28.130735287143292,26.44078534497144,21.59787469019164,17.520264473390956,20.221300796545822,23.55896197224905,6.555260479367542,13.400186670784898,17.548212400957098,16.37448189668529,8.693965952256367,1.4369953755220433,6.581405912326465,10.084358383985672,17.965414265729
3,26,50126,4,A01,4,1,EEGNet,26.963472366333008,50126,4,11.66433954797883,12.260004626794396,11.51478396900476,6.764308566342503,5.219754660860509,1.3957023563589743,9.465395688116518,8.326327059350927,9.340608923202709,6.538818823633907,16.25940624337051,27.694743174743497,34.45328605169613,40.076054671689946,54.89559844687314,27.036930905029976,16.262925859064513,18.327573269710552,22.192034062754598,24.130383584733615,25.21424394048769,24.478227935626307,27.05533224937526,22.522960128821797,24.659656490057568,25.794864757555224,34.58758834359793,27.90863913342284,21.51530057297516,15.161708324887313,18.86703653449613,24.070684879570308,20.48922574319325
3,27,52230,1,A01,1,1,EEGNet,26.963472366333008,52230,1,11.226927444915791,10.24338699827132,10.976808249497536,8.936759904717807,9.658996533576758,12.983216143295971,24.63966870347659,12.6665377111074,26.60708412157213,31.388366404561552,42.88563381089183,47.38205485044615,48.24522069573719,43.80974902144191,43.067914496518526,40.48371762873848,14.657046406163056,19.536104656116205,25.581109506159397,24.765738839625328,23.832376131951705,16.8774543259396,14.841393649809486,20.013031930823537,13.890029202070764,11.855065358919358,13.7178842155687,13.92752720134187,16.366786500220996,14.870843756019136,18.433834219131,14.723138636181687,21.97160647671277
3,28,54234,3,A01,3,1,EEGNet,26.963472366333008,54234,3,20.46933468673465,12.867717169496071,12.854761987904052,11.630719310922975,11.261834777495247,11.039983889259531,38.730830043797006,16.979311695087077,29.619422119675697,30.14370178902792,34.973932944149,37.6905399977932,34.75707248275479,25.280901287759526,34.805693405478344,32.46732343237693,15.462808530310824,19.76459879184851,23.2512616808052,26.65909540711765,25.88789695688035,23.174479909350165,28.08231963049195,23.18320870097209,24.99977944583398,26.55249374803006,23.68715520425941,21.58677637048887,16.20866977865203,14.473377939738985,12.340311223566625,19.978366244367137,23.152052518200808
3,29,56209,3,A01,4,0,EEGNet,26.963472366333008,56209,3,35.332028565427024,20.118217430379083,21.38375058025132,20.0944506237344,24.00264710489698,19.15581745645527,27.721016863948712,23.97256123215611,3.1536674187196634,7.684780239242372,23.426533649133685,34.90096336235731,40.72847584046517,32.72004354997961,45.00242208196382,26.802412305980237,18.40145482916692,24.8353492009907,32.94523115732114,32.71773163808358,33.30204169771184,31.144912062345853,33.667474846198274,29.57345649025976,15.334466806454827,14.966536095772442,14.619245455244522,19.19544948740645,22.199390043573278,28.146234820812843,23.367821103130392,19.68987768748496,25.00957692897027
3,30,58235,3,A01,4,0,EEGNet,26.963472366333008,58235,3,38.49045703928077,33.29006212268993,37.96078628877984,40.013757299672136,36.7743057537417,31.846798792863563,35.74700574222586,36.30331043417912,20.426968778694032,29.836993380854626,29.935917716681654,29.49642694692759,31.003219605873632,32.926146779932665,38.38801243824881,30.287669378173288,17.145156518964132,21.29409751535317,26.38381673026847,29.5284037764284,31.837329173915897,31.095562356584328,30.75147913553897,26.862263601007623,24.42511503405488,34.86034141364118,31.04519363329929,29.562944254050272,24.01669698615102,26.957327882727377,28.683969288616307,28.507369784648617,30.49015329950216
3,31,60306,1,A01,2,0,EEGNet,26.963472366333008,60306,1,14.766031026041391,19.983207363394463,17.30451218430804,17.644648457539613,15.476732655660552,9.255591186093849,9.53551491588771,14.852319684132231,13.23551050783446,20.276897712748895,28.45203737178814,29.22441857445056,42.84246135839629,44.36954525834349,63.7449596682331,34.59226149311356,19.147445199695834,24.369158561924475,28.02987690900929,29.604294575543733,36.04182402332854,38.41172198078988,38.32014342129075,30.560637810226076,29.09419179726364,22.428441504171303,24.585053221720436,21.66257417266063,21.442077245309,16.655589481938005,14.20309248241528,21.438717129354043,25.36098402920648
3,32,62413,2,A01,2,1,EEGNet,26.963472366333008,62413,2,26.65608901751466,17.62192238303174,17.51114794370062,15.435819365113968,22.71142799980964,30.69865001642341,48.693809777722,25.61840950047372,47.46309736156176,53.266698855575314,55.28605199642027,57.338407382846135,63.044947469608445,64.6928846427105,75.74314529497765,59.547890429100015,15.10186332218998,21.15158999404654,24.158090926789168,25.452367127219976,27.40001320682908,27.092999282725337,23.94101105222096,23.47113355886015,12.160476110159411,16.284370547432193,17.533144602664898,18.45315830046689,19.186136653457208,23.370201968665672,21.31846050035151,18.329421240456824,31.74171368222268
3,33,64505,1,A01,1,1,EEGNet,26.963472366333008,64505,1,17.79397612642577,11.338492149115154,10.94987696919173,8.02595610987289,18.384688094862444,34.04767227579622,60.123837755321375,22.95207135436937,33.49087588526145,40.17422107698635,50.51402777840295,55.35209704273991,57.75405057984594,56.25649367344997,55.7558158587355,49.89965455648887,23.20299325955627,24.783679864599307,25.287979700214724,26.091816677063296,30.15045063132681,32.472676697672995,33.79203012491187,27.968803850763607,17.273020625550718,19.97258799749051,22.958907707099407,32.27661240465175,33.51732876473326,40.39599498940471,30.87442951579977,28.18126885781859,32.250449654860105
3,35,68639,2,A01,2,1,EEGNet,26.963472366333008,68639,2,23.340764497802947,34.66122639626832,36.55557511179223,36.907903318159576,36.27258272582584,32.955370942831685,37.45945487167898,34.021839694908515,5.833560181370823,12.871884846669202,31.34338948702493,41.25185333953384,42.28170512459337,40.624782856070674,43.90507953600432,31.15889362446674,31.488382626708,31.623215542757357,31.64126934761705,26.997095214263467,26.12632884166668,18.69175881641836,24.961064842773272,27.361302176029167,28.18494627989984,21.140309339309105,18.709776873113427,14.98881815552453,20.643794181446708,18.801762259666056,23.224683841719617,20.81344156152561,28.338869264232507
3,36,70703,1,A01,1,1,EEGNet,26.963472366333008,70703,1,33.14530686289064,31.408923836223536,28.50591292740421,26.936617617816427,22.4457861234706,17.69098592365933,19.137103304646107,25.610090942301543,12.369966237332363,24.067788552166142,37.72284511238808,43.19900443569621,44.99898994137984,39.24190233045588,45.44289778673091,35.29191348516421,9.805447026638417,15.929434100484086,20.35843345138336,19.049509940320377,17.014735824854043,14.1401673759858,17.809173471670757,16.30098588447669,19.24942874735428,21.129948525751185,16.389134922276106,13.730768074213708,10.810656638022632,10.411318153837067,10.066017915935731,14.541038996770103,22.93600732717813
3,37,72723,2,A01,2,1,EEGNet,26.963472366333008,72723,2,36.71696315419243,29.6474124388598,28.14238971788403,25.15214679358573,31.78581247387967,31.07760152548814,40.37477734917051,31.84244335043719,1.7071475541233672,15.415547903937876,40.418970936752274,48.38344081077568,50.8911777379341,47.3085769666575,44.9579395601224,35.58325735290046,30.282569194225985,27.031350438824298,27.684959507155305,26.89238132445097,30.161319101074923,31.868716671067777,39.25031675266885,30.453087569924016,20.27745331369012,23.260797809796586,19.40947048893682,20.898578024806657,19.7401870061196,25.06879847428325,25.88602372961647,22.07732983532136,29.98902952714576
3,38,74695,3,A01,4,0,EEGNet,26.963472366333008,74695,3,32.374410586401815,31.52271923971427,24.23367124168856,17.060431470155144,19.559534726177752,18.37012867078768,33.73188004442744,25.264682282764667,13.042426179470812,7.899260352107063,31.46088771260304,54.93686673643021,58.885414610710754,41.08653705421603,47.04478477816907,36.33659677481528,12.3908224562183,15.79315163167343,21.14635437609045,27.640609828537237,28.71848417796915,29.73645308578613,29.854741450867184,23.61151671530598,7.558542904662824,18.338266476727505,21.95887576719032,20.37410925199874,17.873563991944017,17.12015577438266,16.728629276632212,17.13602049193404,25.58720406620499
3,39,76658,2,A01,2,1,EEGNet,26.963472366333008,76658,2,47.17822217025539,32.87921546686113,29.961395744242413,23.201537675901697,37.13953960449672,44.59260656742167,55.52378842101684,38.63947223574226,6.277123572437915,3.029579671055027,4.417961770016743,8.315852678211522,6.977308677122074,7.064855182622775,17.094800250230392,7.596783114528064,9.263538038315213,12.14095000565818,13.359166469634964,13.366883097360006,12.85616575851617,14.062418389708151,14.066349684655988,12.730781634835523,20.14694315000252,24.11233453474065,25.94995962514568,26.56931774954363,29.505848377236653,31.09023587176753,34.76453184139717,27.448453021404838,21.60387250162767
3,40,78583,3,A01,1,0,EEGNet,26.963472366333008,78583,3,9.856924826054891,7.703404531305235,10.31440922939243,11.762010629193654,10.44563168936552,13.109324339764106,27.827060930045167,13.002680882160142,5.673023717724856,6.587470399756123,14.744186947285288,18.76554902223993,18.897647948577003,18.35043076199714,24.794996542261792,15.401900762834591,20.464973689352973,19.584463700342823,24.47318489740452,24.458407827331254,27.08013982745197,28.52167313452695,34.48640837503474,25.581321635920744,19.95646024676727,14.66431534064474,15.387103357280209,14.921592490526791,16.868145861835128,17.63255044107065,27.959804373315144,18.19856744449142,18.046117681351724
3,41,80664,3,A01,3,1,EEGNet,26.963472366333008,80664,3,18.15552904957346,14.525253734063014,19.66413348292796,27.93881782829215,43.570511246800606,52.91025685964086,62.3940750175674,34.16551103126649,13.789196807939696,20.129093091266103,33.43518774522447,38.95948493503182,37.38519828975311,31.68090308935918,38.230767359277664,30.51569018826458,12.405571019934614,17.88786136637889,21.091444812079573,22.223754779185235,24.069083531878565,24.223785113858654,28.63829971914096,21.505685763208067,21.49226872800496,22.628941478309617,24.735199516836804,25.05228160776005,23.340687686895254,19.34683505536817,21.669964119306805,22.60945402749738,27.19908525255913
3,42,82642,4,A01,4,1,EEGNet,26.963472366333008,82642,4,21.190903094450142,26.19845038868373,30.16724274002618,31.073392152689728,33.50326242936335,33.93578701034517,44.41959144878066,31.49837560919128,5.924329983226251,12.76603502338849,40.845735406664176,43.64963887467249,44.87772027786681,34.33942667369504,55.07630199910771,33.925598319802994,17.35122559351573,17.27920262899154,17.84266262882689,17.77847141611283,20.029943332025237,19.27271704553501,21.0513490369102,18.657938811702493,30.10074476704507,22.73901775244539,23.61044679198442,14.95333376517144,20.895918526423472,19.600704130045365,22.64408933416584,22.07775072389728,26.53991586614851
3,43,84632,3,A01,3,1,EEGNet,26.963472366333008,84632,3,11.723004739255847,12.750791460233025,17.937965991650184,19.02354859560922,15.271733835003188,13.483064683595414,21.784022758239686,15.99630458051237,11.661338485824055,18.445863176497845,41.2512944109838,50.06880958996405,46.66286354780825,31.0932134485031,35.34937386862246,33.50467950402908,18.460350080490105,15.7997248792607,13.769901975804457,13.741331963066994,18.659447402941943,22.092914927455777,32.8898121952611,19.34478334632587,26.47402482046436,32.72471914241867,33.87951192391328,28.070011620470822,31.767040237152838,30.96472534186784,32.246216956306576,30.87517857751348,24.9302365020952
3,44,86751,3,A01,3,1,EEGNet,26.963472366333008,86751,3,35.957462225056936,37.47529399505131,41.58665252491254,46.85493968904666,49.77660776886754,47.78417922512196,53.16567878636151,44.65725917348835,6.790972251750816,13.75763330735744,32.307684186979,37.68800421638765,37.43756317952075,30.41581702727759,37.73296120012558,28.0186621956284,13.184778607870784,14.947211629179256,20.431765137311608,21.547220481868745,23.384744304927573,23.88109049306576,29.95514727537704,21.047422561371537,13.224250621398848,14.315762954418364,19.597575686376317,12.7836027948676,18.05935729139023,13.880238103971276,26.152803366451383,16.859084402696286,27.64560708329614
3,45,88657,4,A01,4,1,EEGNet,26.963472366333008,88657,4,22.11173514639939,19.714643523770714,17.99781291689665,17.155851503260276,17.29588122609783,21.21760800343968,35.86345360353994,21.622426560486357,22.14113222110544,37.55065333839936,54.3991674234471,57.77811773594548,57.89479471757824,51.42033369594577,53.084030089630296,47.75260417457881,7.565877159177303,12.528203334623688,17.797906355189074,21.122587315023026,28.35192457729139,32.02882716280503,32.11163969773643,21.643852228835133,28.994023631268885,17.759549145833542,18.42387033360505,14.85254683933338,17.7906751851475,18.01944033176398,16.491852576007194,18.904565434708505,27.4808620996522
3,46,90585,4,A01,4,1,EEGNet,26.963472366333008,90585,4,13.826136584685178,14.424609940849296,15.65291927611684,12.90172331999976,16.619694246632232,16.403068076824756,27.6639805667916,16.784590287414236,19.628535340220772,34.04244314281391,54.82232279034689,61.22682054752461,65.16713923827537,62.313530048198174,56.02700230572696,50.461113344729526,15.381880185522936,13.45038654728803,20.563645253481965,20.81851975613361,27.69522695146224,27.8636778704909,34.65954015359664,22.91898238828233,25.22804623358078,26.766342004075227,24.228767841274447,23.152202740630155,20.47686487057036,19.241311408613605,13.638009598067502,21.818792099544584,27.995869529992667
