Subject,Trial_Index,True_Class_ID,True_Class,Raw_Prediction,Raw_Predicted_Class,Clean_Prediction,Clean_Predicted_Class,Raw_Margin,Clean_Margin,Delta_Margin,Raw_Correct,Clean_Correct,Raw_Competitor,Clean_Competitor,Raw_Status,Clean_Status,Outcome_Transition
A01,29,1,Right_Hand,1,Right_Hand,1,Right_Hand,1.138821721076965,1.0130119323730469,-0.1258097887039184,True,True,0,0,Correct,Correct,Correct_to_Correct
A01,30,0,Left_Hand,1,Right_Hand,1,Right_Hand,-0.4126596450805664,-0.4253742098808288,-0.0127145648002624,False,False,1,1,Incorrect,Incorrect,Incorrect_to_Incorrect
A01,31,1,Right_Hand,1,Right_Hand,1,Right_Hand,1.2286542654037476,1.2408838272094729,0.012229561805725,True,True,0,0,Correct,Correct,Correct_to_Correct
A01,32,0,Left_Hand,0,Left_Hand,0,Left_Hand,0.8657986521720886,0.9355831146240234,0.0697844624519348,True,True,1,1,Correct,Correct,Correct_to_Correct
A01,33,1,Right_Hand,1,Right_Hand,1,Right_Hand,1.4334063529968262,1.225616693496704,-0.207789659500122,True,True,0,0,Correct,Correct,Correct_to_Correct
A01,34,2,Feet,3,Tongue,3,Tongue,-2.8091237545013428,-2.843847274780273,-0.0347235202789306,False,False,3,3,Incorrect,Incorrect,Incorrect_to_Incorrect
A01,35,1,Right_Hand,1,Right_Hand,1,Right_Hand,1.0200245380401611,1.1021382808685305,0.0821137428283691,True,True,0,0,Correct,Correct,Correct_to_Correct
A01,36,2,Feet,0,Left_Hand,0,Left_Hand,-1.4701279401779177,-1.673612356185913,-0.2034844160079956,False,False,0,0,Incorrect,Incorrect,Incorrect_to_Incorrect
A01,37,2,Feet,2,Feet,2,Feet,0.8253673911094666,1.1550430059432983,0.3296756148338318,True,True,3,3,Correct,Correct,Correct_to_Correct
A01,38,3,Tongue,3,Tongue,3,Tongue,1.220195770263672,1.3542078733444214,0.1340121030807495,True,True,2,2,Correct,Correct,Correct_to_Correct
A01,39,2,Feet,2,Feet,2,Feet,0.1179733276367187,0.092371642589569,-0.0256016850471496,True,True,3,3,Correct,Correct,Correct_to_Correct
A01,40,2,Feet,2,Feet,2,Feet,0.5141820907592773,0.3586759567260742,-0.1555061340332031,True,True,3,3,Correct,Correct,Correct_to_Correct
A01,41,3,Tongue,3,Tongue,3,Tongue,0.6801228523254395,0.599643349647522,-0.0804795026779174,True,True,2,2,Correct,Correct,Correct_to_Correct
A01,42,3,Tongue,3,Tongue,3,Tongue,0.1070834994316101,0.2356200218200683,0.1285365223884582,True,True,2,2,Correct,Correct,Correct_to_Correct
A01,43,3,Tongue,3,Tongue,3,Tongue,1.919641375541687,1.8718568086624143,-0.0477845668792724,True,True,2,2,Correct,Correct,Correct_to_Correct
A01,44,3,Tongue,3,Tongue,3,Tongue,0.3048747777938843,0.1685996055603027,-0.1362751722335815,True,True,2,2,Correct,Correct,Correct_to_Correct
A01,45,3,Tongue,1,Right_Hand,1,Right_Hand,-1.742621660232544,-1.934650421142578,-0.1920287609100341,False,False,1,1,Incorrect,Incorrect,Incorrect_to_Incorrect
A01,46,2,Feet,3,Tongue,3,Tongue,-1.898404717445373,-1.913554310798645,-0.0151495933532714,False,False,3,3,Incorrect,Incorrect,Incorrect_to_Incorrect
A01,47,1,Right_Hand,1,Right_Hand,1,Right_Hand,0.4261608123779297,0.151127815246582,-0.2750329971313476,True,True,0,0,Correct,Correct,Correct_to_Correct
A01,48,0,Left_Hand,0,Left_Hand,0,Left_Hand,0.1754088401794433,0.181470513343811,0.0060616731643676,True,True,1,1,Correct,Correct,Correct_to_Correct
A01,49,0,Left_Hand,3,Tongue,3,Tongue,-2.238637924194336,-1.8985825777053835,0.3400553464889526,False,False,3,3,Incorrect,Incorrect,Incorrect_to_Incorrect
A01,50,1,Right_Hand,1,Right_Hand,1,Right_Hand,1.0420244932174685,0.8274509906768799,-0.2145735025405883,True,True,0,0,Correct,Correct,Correct_to_Correct
A01,51,3,Tongue,3,Tongue,3,Tongue,0.7737189531326294,0.9742201566696168,0.2005012035369873,True,True,2,2,Correct,Correct,Correct_to_Correct
A01,52,1,Right_Hand,1,Right_Hand,1,Right_Hand,0.8046318292617798,0.8290209770202637,0.0243891477584838,True,True,0,0,Correct,Correct,Correct_to_Correct
A01,53,2,Feet,3,Tongue,3,Tongue,-0.1604114770889282,-0.0331932306289672,0.1272182464599609,False,False,3,3,Incorrect,Incorrect,Incorrect_to_Incorrect
A01,54,0,Left_Hand,0,Left_Hand,0,Left_Hand,0.2159292697906494,0.1252119541168213,-0.0907173156738281,True,True,1,1,Correct,Correct,Correct_to_Correct
A01,55,0,Left_Hand,1,Right_Hand,1,Right_Hand,-0.3907872438430786,-0.2683767080307007,0.1224105358123779,False,False,1,1,Incorrect,Incorrect,Incorrect_to_Incorrect
A01,56,0,Left_Hand,1,Right_Hand,1,Right_Hand,-0.0165581703186035,-0.0895440578460693,-0.0729858875274658,False,False,1,1,Incorrect,Incorrect,Incorrect_to_Incorrect
A01,57,3,Tongue,2,Feet,2,Feet,-1.1974490880966189,-0.9099950790405272,0.2874540090560913,False,False,2,2,Incorrect,Incorrect,Incorrect_to_Incorrect
A01,58,1,Right_Hand,1,Right_Hand,1,Right_Hand,0.3385125398635864,0.1873615980148315,-0.1511509418487548,True,True,0,0,Correct,Correct,Correct_to_Correct
A01,59,1,Right_Hand,1,Right_Hand,1,Right_Hand,0.0171362161636352,0.105307936668396,0.0881717205047607,True,True,0,0,Correct,Correct,Correct_to_Correct
A01,60,0,Left_Hand,0,Left_Hand,0,Left_Hand,0.3334035277366638,0.3476015329360962,0.0141980051994323,True,True,1,1,Correct,Correct,Correct_to_Correct
A01,61,0,Left_Hand,3,Tongue,3,Tongue,-1.975630760192871,-1.4524781703948977,0.5231525897979736,False,False,3,3,Incorrect,Incorrect,Incorrect_to_Incorrect
A01,62,2,Feet,3,Tongue,3,Tongue,-1.3506462574005127,-1.5094904899597168,-0.1588442325592041,False,False,3,3,Incorrect,Incorrect,Incorrect_to_Incorrect
A01,63,0,Left_Hand,3,Tongue,3,Tongue,-1.18036949634552,-0.51954185962677,0.66082763671875,False,False,3,3,Incorrect,Incorrect,Incorrect_to_Incorrect
A01,64,3,Tongue,2,Feet,2,Feet,-1.974048614501953,-1.7125463485717771,0.2615022659301758,False,False,2,2,Incorrect,Incorrect,Incorrect_to_Incorrect
A01,65,3,Tongue,3,Tongue,3,Tongue,2.847667932510376,2.8559765815734863,0.0083086490631103,True,True,2,2,Correct,Correct,Correct_to_Correct
A01,66,2,Feet,3,Tongue,3,Tongue,-1.7779093980789185,-1.750229001045227,0.0276803970336914,False,False,3,3,Incorrect,Incorrect,Incorrect_to_Incorrect
A01,67,0,Left_Hand,0,Left_Hand,0,Left_Hand,0.1132679283618927,0.7153977155685425,0.6021297872066498,True,True,2,2,Correct,Correct,Correct_to_Correct
A01,68,3,Tongue,3,Tongue,3,Tongue,0.626136302947998,0.9390463829040528,0.3129100799560547,True,True,2,2,Correct,Correct,Correct_to_Correct
A01,69,3,Tongue,3,Tongue,3,Tongue,0.2495545148849487,0.2432982921600341,-0.0062562227249145,True,True,2,2,Correct,Correct,Correct_to_Correct
A01,70,1,Right_Hand,1,Right_Hand,1,Right_Hand,1.0219237804412842,0.7424860000610352,-0.279437780380249,True,True,0,0,Correct,Correct,Correct_to_Correct
A01,71,3,Tongue,3,Tongue,3,Tongue,1.06736421585083,1.1294167041778564,0.0620524883270263,True,True,2,2,Correct,Correct,Correct_to_Correct
A01,72,3,Tongue,2,Feet,2,Feet,-0.276601493358612,-0.4366945028305053,-0.1600930094718933,False,False,2,2,Incorrect,Incorrect,Incorrect_to_Incorrect
A01,73,1,Right_Hand,1,Right_Hand,1,Right_Hand,0.5230436325073242,0.3923629522323608,-0.1306806802749633,True,True,0,0,Correct,Correct,Correct_to_Correct
A01,74,0,Left_Hand,1,Right_Hand,1,Right_Hand,-0.8377761840820312,-0.6895716190338135,0.1482045650482177,False,False,1,1,Incorrect,Incorrect,Incorrect_to_Incorrect
A01,75,1,Right_Hand,1,Right_Hand,1,Right_Hand,0.7459043860435486,0.6867895126342773,-0.0591148734092712,True,True,0,0,Correct,Correct,Correct_to_Correct
A01,76,2,Feet,3,Tongue,3,Tongue,-1.8791353702545168,-1.6906832456588743,0.1884521245956421,False,False,3,3,Incorrect,Incorrect,Incorrect_to_Incorrect
A01,77,2,Feet,3,Tongue,3,Tongue,-1.443893551826477,-1.6328574419021606,-0.1889638900756836,False,False,3,3,Incorrect,Incorrect,Incorrect_to_Incorrect
A01,78,2,Feet,3,Tongue,3,Tongue,-0.1129402518272399,-0.2593100666999817,-0.1463698148727417,False,False,3,3,Incorrect,Incorrect,Incorrect_to_Incorrect
A01,79,3,Tongue,3,Tongue,3,Tongue,0.4273423552513122,0.7067986726760864,0.2794563174247741,True,True,2,2,Correct,Correct,Correct_to_Correct
A01,80,2,Feet,2,Feet,2,Feet,1.8455203771591189,1.6027159690856934,-0.2428044080734253,True,True,3,1,Correct,Correct,Correct_to_Correct
A01,81,0,Left_Hand,1,Right_Hand,1,Right_Hand,-0.4457218647003174,-0.2709380388259887,0.1747838258743286,False,False,1,1,Incorrect,Incorrect,Incorrect_to_Incorrect
A01,82,3,Tongue,3,Tongue,3,Tongue,1.7073581218719482,1.6225029230117798,-0.0848551988601684,True,True,2,2,Correct,Correct,Correct_to_Correct
A01,83,1,Right_Hand,1,Right_Hand,1,Right_Hand,1.2033698558807373,1.119313359260559,-0.0840564966201782,True,True,0,0,Correct,Correct,Correct_to_Correct
A01,84,2,Feet,2,Feet,2,Feet,1.3084834814071655,0.9391669631004332,-0.3693165183067322,True,True,1,1,Correct,Correct,Correct_to_Correct
A01,85,1,Right_Hand,1,Right_Hand,1,Right_Hand,0.2781705856323242,0.1266945600509643,-0.1514760255813598,True,True,0,0,Correct,Correct,Correct_to_Correct
A01,86,2,Feet,2,Feet,2,Feet,0.2542768716812134,0.0087743997573852,-0.2455024719238281,True,True,3,3,Correct,Correct,Correct_to_Correct
A01,87,3,Tongue,3,Tongue,3,Tongue,1.978786587715149,1.7964125871658323,-0.1823740005493164,True,True,2,2,Correct,Correct,Correct_to_Correct
A01,88,1,Right_Hand,1,Right_Hand,1,Right_Hand,0.4768651723861694,0.3198012113571167,-0.1570639610290527,True,True,0,0,Correct,Correct,Correct_to_Correct
A01,89,2,Feet,3,Tongue,3,Tongue,-0.3296617269515991,-0.2572383284568786,0.0724233984947204,False,False,3,3,Incorrect,Incorrect,Incorrect_to_Incorrect
A01,90,0,Left_Hand,3,Tongue,3,Tongue,-1.3881336450576782,-0.8355475664138794,0.5525860786437988,False,False,3,3,Incorrect,Incorrect,Incorrect_to_Incorrect
A01,91,0,Left_Hand,0,Left_Hand,0,Left_Hand,0.9644606709480286,0.948734700679779,-0.0157259702682495,True,True,1,1,Correct,Correct,Correct_to_Correct
A01,92,0,Left_Hand,1,Right_Hand,1,Right_Hand,-0.9047707319259644,-0.7328625917434692,0.1719081401824951,False,False,1,1,Incorrect,Incorrect,Incorrect_to_Incorrect
A01,93,3,Tongue,3,Tongue,3,Tongue,1.024125576019287,1.1384947299957275,0.1143691539764404,True,True,2,0,Correct,Correct,Correct_to_Correct
A01,94,1,Right_Hand,0,Left_Hand,0,Left_Hand,-0.0158102512359619,-0.154457688331604,-0.1386474370956421,False,False,0,0,Incorrect,Incorrect,Incorrect_to_Incorrect
A01,95,0,Left_Hand,0,Left_Hand,0,Left_Hand,0.3398218750953674,0.4231770634651184,0.0833551883697509,True,True,1,1,Correct,Correct,Correct_to_Correct
A01,96,2,Feet,3,Tongue,3,Tongue,-1.4688351154327393,-1.2722889184951782,0.196546196937561,False,False,3,3,Incorrect,Incorrect,Incorrect_to_Incorrect
A01,97,0,Left_Hand,2,Feet,2,Feet,-0.8802490234375,-0.8018810153007507,0.0783680081367492,False,False,2,2,Incorrect,Incorrect,Incorrect_to_Incorrect
A01,98,2,Feet,3,Tongue,3,Tongue,-0.6487511396408081,-0.874843180179596,-0.2260920405387878,False,False,3,3,Incorrect,Incorrect,Incorrect_to_Incorrect
A01,99,1,Right_Hand,0,Left_Hand,0,Left_Hand,-0.2694611549377441,-0.3375511169433594,-0.0680899620056152,False,False,0,0,Incorrect,Incorrect,Incorrect_to_Incorrect
A01,100,3,Tongue,3,Tongue,3,Tongue,0.6978092193603516,0.7486772537231445,0.0508680343627929,True,True,2,2,Correct,Correct,Correct_to_Correct
A01,101,0,Left_Hand,0,Left_Hand,0,Left_Hand,0.4007954001426697,0.8892585635185242,0.4884631633758545,True,True,3,3,Correct,Correct,Correct_to_Correct
A01,102,2,Feet,3,Tongue,3,Tongue,-0.7682210206985474,-0.6712198257446289,0.0970011949539184,False,False,3,3,Incorrect,Incorrect,Incorrect_to_Incorrect
A01,103,2,Feet,3,Tongue,3,Tongue,-0.2292715907096862,-0.1593568921089172,0.069914698600769,False,False,3,3,Incorrect,Incorrect,Incorrect_to_Incorrect
A01,104,0,Left_Hand,0,Left_Hand,0,Left_Hand,0.5565078258514404,0.5452029705047607,-0.0113048553466796,True,True,1,1,Correct,Correct,Correct_to_Correct
A01,105,2,Feet,3,Tongue,3,Tongue,-0.6626518964767456,-0.6131188273429871,0.0495330691337585,False,False,3,3,Incorrect,Incorrect,Incorrect_to_Incorrect
A01,106,1,Right_Hand,1,Right_Hand,1,Right_Hand,0.6185721158981323,0.4737985134124756,-0.1447736024856567,True,True,0,0,Correct,Correct,Correct_to_Correct
A01,107,3,Tongue,2,Feet,2,Feet,-0.1499195098876953,-0.3010600805282593,-0.1511405706405639,False,False,2,2,Incorrect,Incorrect,Incorrect_to_Incorrect
A01,108,3,Tongue,3,Tongue,3,Tongue,0.6118350028991699,0.8607215881347656,0.2488865852355957,True,True,2,2,Correct,Correct,Correct_to_Correct
A01,109,3,Tongue,3,Tongue,3,Tongue,0.8311675190925598,0.432191252708435,-0.3989762663841247,True,True,0,0,Correct,Correct,Correct_to_Correct
A01,110,2,Feet,2,Feet,2,Feet,1.4703614711761477,1.2456084489822388,-0.2247530221939087,True,True,3,3,Correct,Correct,Correct_to_Correct
A01,111,0,Left_Hand,1,Right_Hand,1,Right_Hand,-0.8361210823059082,-0.7675776481628418,0.0685434341430664,False,False,1,1,Incorrect,Incorrect,Incorrect_to_Incorrect
A01,112,3,Tongue,2,Feet,2,Feet,-0.8149148225784302,-0.5440618991851807,0.2708529233932495,False,False,2,2,Incorrect,Incorrect,Incorrect_to_Incorrect
A01,113,1,Right_Hand,1,Right_Hand,1,Right_Hand,1.755601167678833,1.64927077293396,-0.106330394744873,True,True,0,0,Correct,Correct,Correct_to_Correct
A01,114,3,Tongue,3,Tongue,3,Tongue,1.598171949386597,1.2682397365570068,-0.3299322128295898,True,True,2,1,Correct,Correct,Correct_to_Correct
A01,115,1,Right_Hand,1,Right_Hand,1,Right_Hand,0.5287060737609863,0.5763576030731201,0.0476515293121337,True,True,0,0,Correct,Correct,Correct_to_Correct
A01,116,0,Left_Hand,1,Right_Hand,1,Right_Hand,-0.3780808448791504,-0.4726889133453369,-0.0946080684661865,False,False,1,1,Incorrect,Incorrect,Incorrect_to_Incorrect
A01,117,1,Right_Hand,1,Right_Hand,1,Right_Hand,1.131962537765503,0.9240610599517822,-0.2079014778137207,True,True,0,0,Correct,Correct,Correct_to_Correct
A01,118,0,Left_Hand,1,Right_Hand,1,Right_Hand,-0.3415024280548095,-0.3779737949371338,-0.0364713668823242,False,False,1,1,Incorrect,Incorrect,Incorrect_to_Incorrect
A01,119,2,Feet,1,Right_Hand,1,Right_Hand,-0.011469542980194,-0.0365974903106689,-0.0251279473304748,False,False,1,1,Incorrect,Incorrect,Incorrect_to_Incorrect
A01,120,2,Feet,3,Tongue,3,Tongue,-1.6727172136306765,-1.583109974861145,0.0896072387695312,False,False,3,3,Incorrect,Incorrect,Incorrect_to_Incorrect
A01,121,0,Left_Hand,2,Feet,2,Feet,-1.3883271217346191,-1.00736665725708,0.380960464477539,False,False,2,2,Incorrect,Incorrect,Incorrect_to_Incorrect
A01,122,2,Feet,3,Tongue,3,Tongue,-0.0402895808219909,-0.0321683287620544,0.0081212520599365,False,False,3,3,Incorrect,Incorrect,Incorrect_to_Incorrect
A01,123,3,Tongue,2,Feet,2,Feet,-1.97942328453064,-1.912057876586914,0.0673654079437255,False,False,2,2,Incorrect,Incorrect,Incorrect_to_Incorrect
A01,124,3,Tongue,2,Feet,2,Feet,-0.2953671216964721,-0.3206289410591125,-0.0252618193626403,False,False,2,2,Incorrect,Incorrect,Incorrect_to_Incorrect
A01,125,1,Right_Hand,1,Right_Hand,1,Right_Hand,0.5284496545791626,0.6122857332229614,0.0838360786437988,True,True,2,2,Correct,Correct,Correct_to_Correct
A01,126,0,Left_Hand,3,Tongue,3,Tongue,-1.3915395736694336,-0.9624653458595276,0.429074227809906,False,False,3,3,Incorrect,Incorrect,Incorrect_to_Incorrect
A01,127,1,Right_Hand,1,Right_Hand,1,Right_Hand,0.2101954221725464,0.5167779326438904,0.306582510471344,True,True,2,2,Correct,Correct,Correct_to_Correct
A01,128,3,Tongue,3,Tongue,3,Tongue,0.7000615000724792,0.7667520642280579,0.0666905641555786,True,True,2,2,Correct,Correct,Correct_to_Correct
A01,129,1,Right_Hand,1,Right_Hand,1,Right_Hand,0.7072582840919495,0.486278772354126,-0.2209795117378235,True,True,0,0,Correct,Correct,Correct_to_Correct
A01,130,3,Tongue,3,Tongue,2,Feet,0.0470143109560012,-0.1238282471895217,-0.170842558145523,True,False,2,2,Correct,Incorrect,Correct_to_Incorrect
A01,131,2,Feet,3,Tongue,3,Tongue,-0.934888243675232,-0.960771918296814,-0.025883674621582,False,False,3,3,Incorrect,Incorrect,Incorrect_to_Incorrect
A01,132,1,Right_Hand,1,Right_Hand,1,Right_Hand,0.2655955553054809,0.3109592199325561,0.0453636646270751,True,True,0,0,Correct,Correct,Correct_to_Correct
A01,133,1,Right_Hand,1,Right_Hand,1,Right_Hand,0.0980589389801025,0.0356280803680419,-0.0624308586120605,True,True,0,0,Correct,Correct,Correct_to_Correct
A01,134,1,Right_Hand,1,Right_Hand,0,Left_Hand,0.0022459030151367,-0.0152581334114074,-0.0175040364265441,True,False,0,0,Correct,Incorrect,Correct_to_Incorrect
A01,135,2,Feet,3,Tongue,3,Tongue,-0.5468805432319641,-0.5136834979057312,0.0331970453262329,False,False,3,3,Incorrect,Incorrect,Incorrect_to_Incorrect
A01,136,3,Tongue,3,Tongue,3,Tongue,1.8126976490020752,2.012166976928711,0.1994693279266357,True,True,2,2,Correct,Correct,Correct_to_Correct
A01,137,0,Left_Hand,0,Left_Hand,0,Left_Hand,0.5154412984848022,0.391593873500824,-0.1238474249839782,True,True,1,1,Correct,Correct,Correct_to_Correct
A01,138,1,Right_Hand,1,Right_Hand,0,Left_Hand,0.0510244965553283,-0.09627366065979,-0.1472981572151184,True,False,0,0,Correct,Incorrect,Correct_to_Incorrect
A01,139,3,Tongue,3,Tongue,3,Tongue,1.7469091415405271,1.9581565856933596,0.211247444152832,True,True,2,2,Correct,Correct,Correct_to_Correct
A01,140,0,Left_Hand,1,Right_Hand,1,Right_Hand,-0.1404434442520141,-0.1101784706115722,0.0302649736404418,False,False,1,1,Incorrect,Incorrect,Incorrect_to_Incorrect
A01,141,2,Feet,3,Tongue,3,Tongue,-1.9732108116149905,-2.049698829650879,-0.0764880180358886,False,False,3,3,Incorrect,Incorrect,Incorrect_to_Incorrect
A01,142,2,Feet,2,Feet,1,Right_Hand,0.1261190772056579,-0.3550375401973724,-0.4811566174030304,True,False,1,1,Correct,Incorrect,Correct_to_Incorrect
A01,143,3,Tongue,3,Tongue,3,Tongue,2.073917388916016,2.079373836517334,0.0054564476013183,True,True,2,2,Correct,Correct,Correct_to_Correct
A01,144,0,Left_Hand,0,Left_Hand,0,Left_Hand,0.1013324260711669,0.1004105806350708,-0.0009218454360961,True,True,1,1,Correct,Correct,Correct_to_Correct
A01,145,0,Left_Hand,0,Left_Hand,0,Left_Hand,2.410837173461914,2.476722002029419,0.0658848285675048,True,True,1,1,Correct,Correct,Correct_to_Correct
A01,146,2,Feet,2,Feet,2,Feet,0.3787283897399902,0.0666422843933105,-0.3120861053466797,True,True,3,3,Correct,Correct,Correct_to_Correct
A01,147,1,Right_Hand,1,Right_Hand,1,Right_Hand,0.614747166633606,0.2739852666854858,-0.3407618999481201,True,True,0,0,Correct,Correct,Correct_to_Correct
A01,148,3,Tongue,0,Left_Hand,0,Left_Hand,-1.9700514078140257,-2.2411673069000244,-0.2711158990859985,False,False,0,0,Incorrect,Incorrect,Incorrect_to_Incorrect
A01,149,3,Tongue,3,Tongue,3,Tongue,0.8767842054367065,1.009143590927124,0.1323593854904174,True,True,2,2,Correct,Correct,Correct_to_Correct
A01,150,3,Tongue,2,Feet,2,Feet,-1.4661885499954224,-1.2863677740097046,0.1798207759857177,False,False,2,2,Incorrect,Incorrect,Incorrect_to_Incorrect
A01,151,1,Right_Hand,1,Right_Hand,1,Right_Hand,0.196919560432434,0.0973033905029296,-0.0996161699295044,True,True,0,0,Correct,Correct,Correct_to_Correct
A01,152,0,Left_Hand,1,Right_Hand,1,Right_Hand,-0.4913939237594604,-0.5259467363357544,-0.0345528125762939,False,False,1,1,Incorrect,Incorrect,Incorrect_to_Incorrect
A01,153,2,Feet,3,Tongue,3,Tongue,-0.3307492733001709,-0.6364105939865112,-0.3056613206863403,False,False,3,3,Incorrect,Incorrect,Incorrect_to_Incorrect
A01,154,1,Right_Hand,1,Right_Hand,0,Left_Hand,0.2799578905105591,-0.0368604660034179,-0.316818356513977,True,False,0,0,Correct,Incorrect,Correct_to_Incorrect
A01,155,3,Tongue,3,Tongue,3,Tongue,3.4796862602233887,3.5495500564575195,0.0698637962341308,True,True,2,2,Correct,Correct,Correct_to_Correct
A01,156,0,Left_Hand,0,Left_Hand,0,Left_Hand,0.6441571712493896,0.6918315887451172,0.0476744174957275,True,True,1,1,Correct,Correct,Correct_to_Correct
A01,157,3,Tongue,3,Tongue,3,Tongue,1.1252565383911133,1.3725929260253906,0.2473363876342773,True,True,2,2,Correct,Correct,Correct_to_Correct
A01,158,2,Feet,2,Feet,2,Feet,0.5506391525268555,0.3317402601242065,-0.2188988924026489,True,True,3,3,Correct,Correct,Correct_to_Correct
A01,159,1,Right_Hand,0,Left_Hand,0,Left_Hand,-0.0596709251403808,-0.3049780130386352,-0.2453070878982544,False,False,0,0,Incorrect,Incorrect,Incorrect_to_Incorrect
